name,stra.13321,stra.13442,stra.13453,stra.13563,stra.13684,stra.14642,stra.14153
92200,0.999422,7.38E-37,4.53E-71,9.29E-88,1.08E-153,4.9E-324,6.60E-58
92300,0.999013,6.69E-37,3.73E-71,7.38E-88,7.21E-154,4.9E-324,7.92E-61
92400,0.999203,6.07E-37,3.07E-71,5.86E-88,4.83E-154,4.9E-324,9.49E-64
92500,0.999837,5.52E-37,2.53E-71,4.66E-88,3.24E-154,4.9E-324,1.14E-66
92600,0.999352,5.00E-37,2.08E-71,3.70E-88,2.17E-154,4.9E-324,1.37E-69
92700,0.99988,4.54E-37,1.71E-71,2.94E-88,1.45E-154,4.9E-324,1.65E-72
92800,0.999662,4.12E-37,1.41E-71,2.33E-88,9.71E-155,4.9E-324,1.97E-75
92900,0.999957,3.74E-37,1.16E-71,1.85E-88,6.51E-155,4.9E-324,2.37E-78
93000,0.999751,3.39E-37,9.56E-72,1.47E-88,4.36E-155,4.9E-324,2.84E-81
93100,0.998844,3.07E-37,7.86E-72,1.17E-88,2.92E-155,4.9E-324,3.41E-84
93200,0.999598,2.79E-37,6.47E-72,9.27E-89,1.95E-155,4.9E-324,4.10E-87
93300,0.999818,2.53E-37,5.33E-72,7.37E-89,1.31E-155,4.9E-324,4.92E-90
93400,0.999711,2.30E-37,4.38E-72,5.85E-89,8.77E-156,4.9E-324,5.90E-93
93500,0.999019,2.08E-37,3.61E-72,4.65E-89,5.87E-156,4.9E-324,7.10E-96
93600,0.998869,1.89E-37,2.97E-72,3.69E-89,3.93E-156,4.9E-324,8.55E-99
93700,0.998766,1.72E-37,2.44E-72,2.93E-89,2.63E-156,4.9E-324,1.02E-101
93800,0.999809,1.56E-37,2.01E-72,2.32E-89,1.76E-156,4.9E-324,1.22E-104
93900,0.999438,1.41E-37,1.65E-72,1.85E-89,1.18E-156,4.9E-324,1.47E-107
94000,0.999969,1.28E-37,1.36E-72,1.47E-89,7.89E-157,4.9E-324,1.76E-110
94100,0.9991,1.16E-37,1.12E-72,1.16E-89,5.28E-157,4.9E-324,2.11E-113
94200,0.999369,1.05E-37,9.22E-73,9.24E-90,3.53E-157,4.9E-324,2.53E-116
94300,0.999461,9.57E-38,7.59E-73,7.34E-90,2.37E-157,4.9E-324,3.03E-119
94400,0.999066,8.68E-38,6.25E-73,5.83E-90,1.59E-157,4.9E-324,3.65E-122
94500,0.999306,7.88E-38,5.14E-73,4.63E-90,1.06E-157,4.9E-324,4.37E-125
94600,0.999975,7.15E-38,4.23E-73,3.68E-90,7.11E-158,4.9E-324,5.23E-128
94700,1,6.49E-38,3.48E-73,2.92E-90,4.76E-158,4.9E-324,6.27E-131
94800,0.999708,5.89E-38,2.87E-73,2.32E-90,3.19E-158,4.9E-324,7.57E-134
94900,0.999842,5.34E-38,2.36E-73,1.84E-90,2.13E-158,4.9E-324,9.04E-137
95000,0.999856,4.85E-38,1.94E-73,1.46E-90,1.43E-158,4.9E-324,1.08E-139
95100,0.999879,4.40E-38,1.60E-73,1.16E-90,9.56E-159,4.9E-324,1.29E-142
95200,0.999717,3.99E-38,1.32E-73,9.21E-91,6.40E-159,4.9E-324,1.55E-145
95300,0.999534,3.62E-38,1.08E-73,7.31E-91,4.28E-159,4.9E-324,1.86E-148
95400,0.999393,3.28E-38,8.92E-74,5.80E-91,2.87E-159,4.9E-324,2.23E-151
95500,0.999996,2.98E-38,7.34E-74,4.61E-91,1.92E-159,4.9E-324,2.67E-154
95600,0.999283,2.70E-38,6.03E-74,3.66E-91,1.29E-159,4.9E-324,3.19E-157
95700,0.999913,2.45E-38,4.97E-74,2.91E-91,8.61E-160,4.9E-324,3.83E-160
95800,0.999972,2.22E-38,4.09E-74,2.31E-91,5.76E-160,4.9E-324,4.59E-163
95900,1,2.02E-38,3.37E-74,1.83E-91,3.86E-160,4.9E-324,5.50E-166
96000,0.999409,1.83E-38,2.77E-74,1.45E-91,2.58E-160,4.9E-324,6.59E-169
96100,0.999943,1.66E-38,2.28E-74,1.16E-91,1.73E-160,4.9E-324,7.90E-172
96200,0.999996,1.51E-38,1.88E-74,9.18E-92,1.16E-160,4.9E-324,9.48E-175
96300,0.999333,1.37E-38,1.54E-74,7.28E-92,7.74E-161,4.9E-324,1.13E-177
96400,0.999858,1.24E-38,1.27E-74,5.78E-92,5.19E-161,4.9E-324,1.35E-180
96500,0.998998,1.12E-38,1.05E-74,4.59E-92,3.47E-161,4.9E-324,1.62E-183
96600,0.999728,1.02E-38,8.62E-75,3.65E-92,2.32E-161,4.9E-324,1.95E-186
96700,0.998701,9.26E-39,7.09E-75,2.89E-92,1.56E-161,4.9E-324,2.34E-189
96800,0.999209,8.40E-39,5.84E-75,2.30E-92,1.04E-161,4.9E-324,2.81E-192
96900,0.999891,7.63E-39,4.81E-75,1.83E-92,6.99E-162,4.9E-324,3.38E-195
97000,0.997523,6.91E-39,3.95E-75,1.45E-92,4.67E-162,4.9E-324,4.04E-198
97100,0.999398,6.28E-39,3.25E-75,1.15E-92,3.13E-162,4.9E-324,4.87E-201
97200,0.999086,5.70E-39,2.68E-75,9.14E-93,2.09E-162,4.9E-324,5.84E-204
97300,0.998225,5.16E-39,2.20E-75,7.25E-93,1.40E-162,4.9E-324,7.00E-207
97400,0.998195,4.68E-39,1.81E-75,5.76E-93,9.38E-163,4.9E-324,8.40E-210
97500,0.99991,4.26E-39,1.49E-75,4.58E-93,6.29E-163,4.9E-324,1.01E-212
97600,0.999819,3.86E-39,1.23E-75,3.64E-93,4.21E-163,4.9E-324,1.21E-215
97700,0.99948,3.50E-39,1.01E-75,2.89E-93,2.82E-163,4.9E-324,1.45E-218
97800,0.999808,3.18E-39,8.32E-76,2.29E-93,1.89E-163,4.9E-324,1.74E-221
97900,0.999611,2.89E-39,6.85E-76,1.82E-93,1.27E-163,4.9E-324,2.09E-224
98000,0.999357,2.62E-39,5.63E-76,1.45E-93,8.47E-164,4.9E-324,2.51E-227
98100,0.999855,2.38E-39,4.64E-76,1.15E-93,5.68E-164,4.9E-324,3.01E-230
98200,0.999958,2.16E-39,3.82E-76,9.13E-94,3.80E-164,4.9E-324,3.61E-233
98300,0.999442,1.95E-39,3.14E-76,7.24E-94,2.54E-164,4.9E-324,4.32E-236
98400,0.999151,1.77E-39,2.58E-76,5.75E-94,1.70E-164,4.9E-324,5.16E-239
98500,0.999994,1.61E-39,2.13E-76,4.57E-94,1.14E-164,4.9E-324,6.19E-242
98600,0.999984,1.46E-39,1.75E-76,3.63E-94,7.64E-165,4.9E-324,7.43E-245
98700,0.998962,1.32E-39,1.44E-76,2.88E-94,5.11E-165,4.9E-324,8.89E-248
98800,0.999949,1.20E-39,1.19E-76,2.29E-94,3.42E-165,4.9E-324,1.07E-250
98900,0.999877,1.09E-39,9.77E-77,1.82E-94,2.29E-165,4.9E-324,1.28E-253
99000,0.999212,9.89E-40,8.03E-77,1.44E-94,1.53E-165,4.9E-324,1.53E-256
99100,0.998958,8.97E-40,6.61E-77,1.14E-94,1.02E-165,4.9E-324,1.83E-259
99200,0.999496,8.14E-40,5.45E-77,9.09E-95,6.87E-166,4.9E-324,2.20E-262
99300,0.999367,7.39E-40,4.48E-77,7.22E-95,4.60E-166,4.9E-324,2.64E-265
99400,0.999796,6.70E-40,3.69E-77,5.73E-95,3.08E-166,4.9E-324,3.15E-268
99500,0.999791,6.08E-40,3.04E-77,4.55E-95,2.06E-166,4.9E-324,3.77E-271
99600,0.999998,5.52E-40,2.50E-77,3.61E-95,1.38E-166,4.9E-324,4.53E-274
99700,0.999482,5.01E-40,2.06E-77,2.87E-95,9.25E-167,4.9E-324,5.45E-277
99800,0.998992,4.54E-40,1.69E-77,2.28E-95,6.19E-167,4.9E-324,6.56E-280
99900,0.998929,4.12E-40,1.39E-77,1.81E-95,4.15E-167,4.9E-324,7.90E-283
100000,0.999435,3.74E-40,1.15E-77,1.44E-95,2.78E-167,4.9E-324,9.50E-286
100100,0.999271,3.39E-40,9.46E-78,1.14E-95,1.86E-167,4.9E-324,1.14E-288
100200,0.999508,3.08E-40,7.79E-78,9.07E-96,1.25E-167,4.9E-324,1.37E-291
100300,0.998081,2.79E-40,6.40E-78,7.20E-96,8.34E-168,4.9E-324,1.64E-294
100400,0.999463,2.54E-40,5.27E-78,5.72E-96,5.59E-168,4.9E-324,1.98E-297
100500,0.999806,2.30E-40,4.34E-78,4.54E-96,3.75E-168,4.9E-324,2.38E-300
100600,0.999206,2.09E-40,3.57E-78,3.61E-96,2.51E-168,4.9E-324,2.84E-303
100700,0.999966,1.89E-40,2.94E-78,2.87E-96,1.68E-168,4.9E-324,3.41E-306
100800,0.998644,1.72E-40,2.42E-78,2.28E-96,1.13E-168,4.9E-324,0.00E+00
100900,0.999619,1.56E-40,1.99E-78,1.81E-96,7.54E-169,4.9E-324,4.93496148271E-312
101000,0.999795,1.42E-40,1.64E-78,1.44E-96,5.05E-169,4.9E-324,5.935549913E-315
101100,0.999373,1.28E-40,1.35E-78,1.14E-96,3.38E-169,4.9E-324,7.09734E-318
101200,0.999687,1.17E-40,1.11E-78,9.06E-97,2.26E-169,4.9E-324,8.5E-321
101300,0.999518,1.06E-40,9.14E-79,7.19E-97,1.52E-169,4.9E-324,3.5E-323
101400,0.998503,9.58E-41,7.52E-79,5.71E-97,1.01E-169,4.9E-324,3.5E-323
101500,0.99876,8.70E-41,6.18E-79,4.53E-97,6.79E-170,4.9E-324,3.5E-323
101600,0.999555,7.90E-41,5.09E-79,3.60E-97,4.55E-170,4.9E-324,3.5E-323
101700,0.999454,7.16E-41,4.19E-79,2.86E-97,3.05E-170,4.9E-324,3.5E-323
101800,0.999343,6.50E-41,3.45E-79,2.27E-97,2.04E-170,4.9E-324,3.5E-323
101900,0.999499,5.90E-41,2.84E-79,1.80E-97,1.37E-170,4.9E-324,3.5E-323
102000,0.999613,5.35E-41,2.34E-79,1.43E-97,9.14E-171,4.9E-324,3.5E-323
102100,0.999179,4.85E-41,1.92E-79,1.14E-97,6.12E-171,4.9E-324,3.5E-323
102200,0.998833,4.40E-41,1.58E-79,9.02E-98,4.10E-171,4.9E-324,3.5E-323
102300,0.99978,4.00E-41,1.30E-79,7.17E-98,2.75E-171,4.9E-324,3.5E-323
102400,0.998958,3.62E-41,1.07E-79,0.000846971,1.84E-171,4.9E-324,3.5E-323
102500,0.999316,3.29E-41,8.82E-80,0.000672731,1.23E-171,4.9E-324,3.5E-323
102600,0.998605,2.98E-41,7.26E-80,0.000533706,8.23E-172,4.9E-324,3.5E-323
102700,0.998961,2.71E-41,5.98E-80,0.00042392,5.51E-172,4.9E-324,3.5E-323
102800,0.998095,2.45E-41,4.91E-80,0.000336399,3.69E-172,4.9E-324,3.5E-323
102900,0.999011,2.23E-41,4.04E-80,0.000267286,2.47E-172,4.9E-324,3.5E-323
103000,0.999334,2.02E-41,3.33E-80,0.000212195,1.65E-172,4.9E-324,3.5E-323
103100,0.999536,1.83E-41,2.74E-80,0.000168492,1.11E-172,4.9E-324,3.5E-323
103200,0.999304,1.66E-41,2.26E-80,0.000133843,7.41E-173,4.9E-324,3.5E-323
103300,0.999687,1.51E-41,1.86E-80,0.000106327,4.97E-173,4.9E-324,3.5E-323
103400,0.999757,1.37E-41,1.53E-80,8.44E-05,3.33E-173,4.9E-324,3.5E-323
103500,0.999834,1.24E-41,1.26E-80,6.70E-05,2.22E-173,4.9E-324,3.5E-323
103600,0.999119,1.13E-41,1.03E-80,5.32E-05,1.49E-173,4.9E-324,3.5E-323
103700,0.999765,1.02E-41,8.51E-81,4.22E-05,9.97E-174,4.9E-324,3.5E-323
103800,0.999944,9.28E-42,7.01E-81,3.36E-05,6.68E-174,4.9E-324,3.5E-323
103900,0.997735,8.40E-42,5.76E-81,2.66E-05,4.46E-174,4.9E-324,3.5E-323
104000,0.999603,7.64E-42,4.75E-81,2.12E-05,2.99E-174,4.9E-324,3.5E-323
104100,0.999946,6.93E-42,3.91E-81,1.68E-05,2.01E-174,4.9E-324,3.5E-323
104200,0.999767,6.29E-42,3.21E-81,1.33E-05,1.34E-174,4.9E-324,3.5E-323
104300,0.9996,5.70E-42,2.64E-81,1.06E-05,8.98E-175,4.9E-324,3.5E-323
104400,0.999238,5.17E-42,2.17E-81,8.41E-06,6.01E-175,4.9E-324,3.5E-323
104500,0.999777,4.70E-42,1.79E-81,6.68E-06,4.02E-175,4.9E-324,3.5E-323
104600,0.998916,4.26E-42,1.47E-81,5.30E-06,2.69E-175,4.9E-324,3.5E-323
104700,0.999958,3.87E-42,1.21E-81,4.21E-06,1.80E-175,4.9E-324,3.5E-323
104800,0.99994,3.51E-42,9.97E-82,3.34E-06,1.21E-175,4.9E-324,3.5E-323
104900,0.999994,3.18E-42,8.21E-82,2.65E-06,8.09E-176,4.9E-324,3.5E-323
105000,0.999899,2.89E-42,6.75E-82,2.11E-06,5.41E-176,4.9E-324,3.5E-323
105100,0.999814,2.62E-42,5.55E-82,1.67E-06,3.62E-176,4.9E-324,3.5E-323
105200,0.999996,2.38E-42,4.57E-82,1.33E-06,2.42E-176,4.9E-324,3.5E-323
105300,0.999738,2.16E-42,3.76E-82,1.05E-06,1.62E-176,4.9E-324,3.5E-323
105400,0.998264,1.95E-42,3.09E-82,8.35E-07,1.08E-176,4.9E-324,3.5E-323
105500,0.999014,1.77E-42,2.54E-82,6.64E-07,7.26E-177,4.9E-324,3.5E-323
105600,0.998563,1.61E-42,2.10E-82,5.28E-07,4.87E-177,4.9E-324,3.5E-323
105700,0.998945,1.46E-42,1.72E-82,4.19E-07,3.26E-177,4.9E-324,3.5E-323
105800,0.999564,1.33E-42,1.42E-82,3.33E-07,2.18E-177,4.9E-324,3.5E-323
105900,0.999771,1.20E-42,1.17E-82,2.64E-07,1.46E-177,4.9E-324,3.5E-323
106000,0.999844,1.09E-42,9.63E-83,2.10E-07,9.79E-178,4.9E-324,3.5E-323
106100,0.9993,9.90E-43,7.91E-83,1.67E-07,6.55E-178,4.9E-324,3.5E-323
106200,0.999883,8.98E-43,6.51E-83,1.32E-07,4.39E-178,4.9E-324,3.5E-323
106300,0.999967,8.15E-43,5.36E-83,1.05E-07,2.94E-178,4.9E-324,3.5E-323
106400,0.999439,7.39E-43,4.41E-83,8.34E-08,1.97E-178,4.9E-324,3.5E-323
106500,0.998351,6.70E-43,3.62E-83,6.61E-08,1.31E-178,4.9E-324,3.5E-323
106600,0.999385,6.08E-43,2.98E-83,5.25E-08,8.80E-179,4.9E-324,3.5E-323
106700,0.999066,5.51E-43,2.45E-83,4.17E-08,5.88E-179,4.9E-324,3.5E-323
106800,0.999356,5.00E-43,2.02E-83,3.31E-08,3.94E-179,4.9E-324,3.5E-323
106900,0.999492,4.54E-43,1.66E-83,2.63E-08,2.63E-179,4.9E-324,3.5E-323
107000,0.998725,4.12E-43,1.36E-83,2.08E-08,1.76E-179,4.9E-324,3.5E-323
107100,0.999681,3.74E-43,1.12E-83,1.66E-08,1.18E-179,4.9E-324,3.5E-323
107200,0.99988,3.39E-43,9.26E-84,1.32E-08,7.90E-180,4.9E-324,3.5E-323
107300,0.999255,3.08E-43,7.62E-84,1.04E-08,5.29E-180,4.9E-324,3.5E-323
107400,0.999723,2.79E-43,6.27E-84,8.29E-09,3.54E-180,4.9E-324,3.5E-323
107500,0.999508,2.53E-43,5.16E-84,6.58E-09,2.37E-180,4.9E-324,3.5E-323
107600,0.99922,2.30E-43,4.25E-84,5.23E-09,1.59E-180,4.9E-324,3.5E-323
107700,0.998979,2.08E-43,3.50E-84,4.15E-09,1.06E-180,4.9E-324,3.5E-323
107800,0.999563,1.89E-43,2.88E-84,3.30E-09,7.12E-181,4.9E-324,3.5E-323
107900,0.999833,1.72E-43,2.37E-84,2.62E-09,4.77E-181,4.9E-324,3.5E-323
108000,0.999595,1.56E-43,1.95E-84,2.08E-09,3.20E-181,4.9E-324,3.5E-323
108100,0.998743,1.41E-43,1.60E-84,1.65E-09,2.14E-181,4.9E-324,3.5E-323
108200,0.99834,1.28E-43,1.32E-84,1.31E-09,1.43E-181,4.9E-324,3.5E-323
108300,0.999344,1.16E-43,1.09E-84,1.04E-09,9.59E-182,4.9E-324,3.5E-323
108400,0.999503,1.06E-43,8.94E-85,8.27E-10,6.42E-182,4.9E-324,3.5E-323
108500,0.998922,9.57E-44,7.36E-85,6.57E-10,4.30E-182,4.9E-324,3.5E-323
108600,0.999834,8.69E-44,6.06E-85,5.22E-10,2.88E-182,4.9E-324,3.5E-323
108700,0.999875,7.89E-44,4.99E-85,4.14E-10,1.93E-182,4.9E-324,3.5E-323
108800,0.999104,7.15E-44,4.10E-85,3.29E-10,1.29E-182,4.9E-324,3.5E-323
108900,0.999535,6.49E-44,3.38E-85,2.61E-10,8.65E-183,4.9E-324,3.5E-323
109000,0.99963,5.89E-44,2.78E-85,2.08E-10,5.79E-183,4.9E-324,3.5E-323
109100,0.999698,5.34E-44,2.29E-85,1.65E-10,3.88E-183,4.9E-324,3.5E-323
109200,0.999443,4.85E-44,1.88E-85,1.31E-10,2.60E-183,4.9E-324,3.5E-323
109300,0.999624,4.40E-44,1.55E-85,1.04E-10,1.74E-183,4.9E-324,3.5E-323
109400,0.999226,3.99E-44,1.27E-85,8.25E-11,1.16E-183,4.9E-324,3.5E-323
109500,0.999996,3.62E-44,1.05E-85,6.55E-11,7.79E-184,4.9E-324,3.5E-323
109600,0.999999,3.29E-44,8.64E-86,5.20E-11,5.22E-184,4.9E-324,3.5E-323
109700,0.99952,2.98E-44,7.11E-86,4.13E-11,3.49E-184,4.9E-324,3.5E-323
109800,0.998766,2.70E-44,5.85E-86,3.28E-11,2.34E-184,4.9E-324,3.5E-323
109900,0.999594,2.45E-44,4.81E-86,2.60E-11,1.56E-184,4.9E-324,3.5E-323
110000,0.999443,2.22E-44,3.96E-86,2.07E-11,1.05E-184,4.9E-324,3.5E-323
110100,0.999767,2.02E-44,3.26E-86,1.64E-11,7.01E-185,4.9E-324,3.5E-323
110200,0.999333,1.83E-44,2.68E-86,1.30E-11,4.69E-185,4.9E-324,3.5E-323
110300,0.999801,1.66E-44,2.21E-86,1.03E-11,3.14E-185,4.9E-324,3.5E-323
110400,0.999654,1.51E-44,1.82E-86,8.21E-12,2.10E-185,4.9E-324,3.5E-323
110500,0.999099,1.37E-44,1.50E-86,6.52E-12,1.41E-185,4.9E-324,3.5E-323
110600,0.9996,1.24E-44,1.23E-86,5.18E-12,9.42E-186,4.9E-324,3.5E-323
110700,0.99987,1.13E-44,1.01E-86,4.11E-12,6.31E-186,4.9E-324,3.5E-323
110800,0.998334,1.02E-44,8.33E-87,3.26E-12,4.22E-186,4.9E-324,3.5E-323
110900,0.999397,9.27E-45,6.86E-87,2.59E-12,2.83E-186,4.9E-324,3.5E-323
111000,0.999511,8.41E-45,5.65E-87,2.06E-12,1.89E-186,4.9E-324,3.5E-323
111100,0.999195,7.63E-45,4.65E-87,1.64E-12,1.27E-186,4.9E-324,3.5E-323
111200,0.999158,6.93E-45,3.83E-87,1.30E-12,8.50E-187,4.9E-324,3.5E-323
111300,0.999093,6.29E-45,3.15E-87,1.03E-12,5.70E-187,4.9E-324,3.5E-323
111400,0.999795,5.71E-45,2.60E-87,8.21E-13,3.82E-187,4.9E-324,3.5E-323
111500,0.999566,5.18E-45,2.13E-87,6.51E-13,2.55E-187,4.9E-324,3.5E-323
111600,0.999749,4.70E-45,1.76E-87,5.17E-13,1.71E-187,4.9E-324,3.5E-323
111700,0.999983,4.26E-45,1.45E-87,4.11E-13,1.15E-187,4.9E-324,3.5E-323
111800,0.999018,3.87E-45,1.19E-87,3.26E-13,7.68E-188,4.9E-324,3.5E-323
111900,0.999675,3.51E-45,9.81E-88,2.59E-13,5.14E-188,4.9E-324,3.5E-323
112000,0.999975,3.19E-45,8.07E-88,2.06E-13,3.45E-188,4.9E-324,3.5E-323
112100,0.999872,2.89E-45,6.64E-88,1.63E-13,2.31E-188,4.9E-324,3.5E-323
112200,0.99888,2.62E-45,5.46E-88,1.30E-13,1.54E-188,4.9E-324,3.5E-323
112300,0.999944,2.38E-45,4.50E-88,1.03E-13,1.03E-188,4.9E-324,3.5E-323
112400,0.999624,2.16E-45,3.70E-88,8.18E-14,6.92E-189,4.9E-324,3.5E-323
112500,0.999509,1.96E-45,3.05E-88,6.49E-14,4.63E-189,4.9E-324,3.5E-323
112600,0.999969,1.78E-45,2.51E-88,5.16E-14,3.10E-189,4.9E-324,3.5E-323
112700,0.999907,1.61E-45,2.06E-88,4.10E-14,2.08E-189,4.9E-324,3.5E-323
112800,0.999964,1.46E-45,1.70E-88,3.25E-14,1.39E-189,4.9E-324,3.5E-323
112900,0.999947,1.33E-45,1.40E-88,2.58E-14,9.30E-190,4.9E-324,3.5E-323
113000,0.999984,1.20E-45,1.15E-88,2.05E-14,6.23E-190,4.9E-324,3.5E-323
113100,0.999974,1.09E-45,9.48E-89,1.63E-14,4.17E-190,4.9E-324,3.5E-323
113200,0.999353,9.91E-46,7.79E-89,1.29E-14,2.79E-190,4.9E-324,3.5E-323
113300,0.999404,8.99E-46,6.41E-89,1.03E-14,1.87E-190,4.9E-324,3.5E-323
113400,0.999587,8.16E-46,5.28E-89,8.15E-15,1.25E-190,4.9E-324,3.5E-323
113500,0.999496,7.40E-46,4.34E-89,6.47E-15,8.38E-191,4.9E-324,3.5E-323
113600,0.999993,6.71E-46,3.57E-89,5.14E-15,5.61E-191,4.9E-324,3.5E-323
113700,0.999728,6.09E-46,2.94E-89,4.08E-15,3.75E-191,4.9E-324,3.5E-323
113800,0.998302,5.52E-46,2.42E-89,3.23E-15,2.51E-191,4.9E-324,3.5E-323
113900,0.998894,5.01E-46,1.99E-89,2.57E-15,1.68E-191,4.9E-324,3.5E-323
114000,0.999358,4.54E-46,1.64E-89,2.04E-15,1.12E-191,4.9E-324,3.5E-323
,0.999397,4.12E-46,1.35E-89,1.62E-15,7.52E-192,4.9E-324,3.5E-323
