name,stra.13320,stra.13321,stra.13463,stra.13563,stra.13682,stra.13695,stra.13926,stra.14642
197700,4.20E-19,0.999567,6.35E-238,2.48E-149,4.34778e-322,4.01E-67,3.09E-25,4.9E-324
197800,3.94E-19,0.999328,4.22E-238,1.97E-149,4.34778e-322,2.37E-67,1.20E-25,4.9E-324
197900,3.68E-19,0.999791,2.81E-238,1.56E-149,4.34778e-322,1.40E-67,4.71E-26,4.9E-324
198000,3.46E-19,0.999955,1.87E-238,1.24E-149,4.34778e-322,8.29E-68,1.84E-26,4.9E-324
198100,3.23E-19,0.999914,1.24E-238,9.86E-150,4.34778e-322,4.90E-68,7.17E-27,4.9E-324
198200,3.03E-19,0.999916,8.25E-239,7.83E-150,4.34778e-322,2.90E-68,2.80E-27,4.9E-324
198300,2.84E-19,0.99986,5.49E-239,6.21E-150,4.34778e-322,1.71E-68,1.09E-27,4.9E-324
198400,2.65E-19,0.999729,3.65E-239,4.94E-150,4.34778e-322,1.01E-68,4.26E-28,4.9E-324
198500,2.48E-19,0.999211,2.42E-239,3.92E-150,4.34778e-322,5.97E-69,1.66E-28,4.9E-324
198600,2.32E-19,0.99993,1.61E-239,3.11E-150,4.34778e-322,3.53E-69,6.48E-29,4.9E-324
198700,2.17E-19,0.999943,1.07E-239,2.47E-150,4.34778e-322,2.08E-69,2.53E-29,4.9E-324
198800,2.04E-19,0.999934,7.11E-240,1.96E-150,4.34778e-322,1.23E-69,9.87E-30,4.9E-324
198900,1.90E-19,0.999805,4.73E-240,1.56E-150,4.34778e-322,7.28E-70,3.85E-30,4.9E-324
199000,1.78E-19,0.999999,3.14E-240,1.24E-150,4.34778e-322,4.29E-70,1.50E-30,4.9E-324
199100,1.67E-19,0.999059,2.09E-240,9.81E-151,4.34778e-322,2.54E-70,5.85E-31,4.9E-324
199200,1.56E-19,0.999063,1.39E-240,7.79E-151,4.34778e-322,1.50E-70,2.29E-31,4.9E-324
199300,1.46E-19,0.999602,9.23E-241,6.19E-151,4.34778e-322,8.88E-71,8.93E-32,4.9E-324
199400,1.37E-19,0.99832,6.13E-241,4.91E-151,4.34778e-322,5.24E-71,3.48E-32,4.9E-324
199500,1.28E-19,0.998318,4.07E-241,3.90E-151,4.34778e-322,3.10E-71,1.36E-32,4.9E-324
199600,1.20E-19,0.999176,2.71E-241,3.10E-151,4.34778e-322,1.83E-71,5.29E-33,4.9E-324
199700,1.12E-19,0.999024,1.80E-241,2.46E-151,4.34778e-322,1.08E-71,2.07E-33,4.9E-324
199800,1.05E-19,0.999713,1.20E-241,1.95E-151,4.34778e-322,6.40E-72,8.06E-34,4.9E-324
199900,9.83E-20,0.999962,7.97E-242,1.55E-151,4.34778e-322,3.78E-72,3.15E-34,4.9E-324
200000,9.20E-20,0.999994,5.30E-242,1.23E-151,4.34778e-322,2.24E-72,1.23E-34,4.9E-324
200100,8.61E-20,0.999999,3.52E-242,9.78E-152,4.34778e-322,1.32E-72,4.79E-35,4.9E-324
200200,8.06E-20,0.999404,2.34E-242,7.76E-152,4.34778e-322,7.81E-73,1.87E-35,4.9E-324
200300,7.54E-20,0.999419,1.56E-242,6.16E-152,4.34778e-322,4.62E-73,7.30E-36,4.9E-324
200400,7.06E-20,0.999414,1.03E-242,4.89E-152,4.34778e-322,2.73E-73,2.85E-36,4.9E-324
200500,6.61E-20,0.999972,6.88E-243,3.89E-152,4.34778e-322,1.61E-73,1.11E-36,4.9E-324
200600,6.18E-20,0.999763,4.58E-243,3.09E-152,4.34778e-322,9.55E-74,4.34E-37,4.9E-324
200700,5.79E-20,0.999982,3.04E-243,2.45E-152,4.34778e-322,5.65E-74,1.70E-37,4.9E-324
200800,5.41E-20,0.99949,2.02E-243,1.95E-152,4.34778e-322,3.34E-74,6.62E-38,4.9E-324
200900,5.06E-20,0.999285,1.35E-243,1.55E-152,4.34778e-322,1.97E-74,2.58E-38,4.9E-324
201000,4.74E-20,0.999986,8.95E-244,1.23E-152,4.34778e-322,1.17E-74,1.01E-38,4.9E-324
201100,4.44E-20,1,5.95E-244,9.75E-153,4.34778e-322,6.90E-75,3.94E-39,4.9E-324
201200,4.15E-20,0.999109,3.95E-244,7.73E-153,4.34778e-322,4.08E-75,1.53E-39,4.9E-324
201300,3.88E-20,0.99914,2.63E-244,6.14E-153,4.34778e-322,2.41E-75,5.98E-40,4.9E-324
201400,3.63E-20,0.999745,1.75E-244,4.88E-153,4.34778e-322,1.43E-75,2.34E-40,4.9E-324
201500,3.40E-20,0.99939,1.16E-244,3.87E-153,4.34778e-322,8.42E-76,9.12E-41,4.9E-324
201600,3.18E-20,0.998568,7.72E-245,3.07E-153,4.34778e-322,4.98E-76,3.56E-41,4.9E-324
201700,2.98E-20,0.999933,5.14E-245,2.44E-153,4.34778e-322,2.94E-76,1.39E-41,4.9E-324
201800,2.79E-20,0.999098,3.42E-245,1.94E-153,4.34778e-322,1.74E-76,5.42E-42,4.9E-324
201900,2.61E-20,0.998504,2.27E-245,1.54E-153,4.34778e-322,1.03E-76,2.11E-42,4.9E-324
202000,2.44E-20,0.999791,1.51E-245,1.22E-153,4.34778e-322,6.08E-77,8.26E-43,4.9E-324
202100,2.29E-20,0.99999,1.00E-245,9.71E-154,4.34778e-322,3.60E-77,3.23E-43,4.9E-324
202200,2.14E-20,0.999618,6.68E-246,7.71E-154,4.34778e-322,2.13E-77,1.26E-43,4.9E-324
202300,2.00E-20,0.999432,4.44E-246,6.12E-154,4.34778e-322,1.26E-77,4.92E-44,4.9E-324
202400,1.87E-20,1,2.95E-246,4.87E-154,4.34778e-322,7.45E-78,1.92E-44,4.9E-324
202500,1.75E-20,0.998624,1.96E-246,3.86E-154,4.34778e-322,4.40E-78,7.50E-45,4.9E-324
202600,1.64E-20,0.999279,1.31E-246,3.07E-154,4.34778e-322,2.60E-78,2.92E-45,4.9E-324
202700,1.53E-20,0.999228,8.69E-247,2.43E-154,4.34778e-322,1.54E-78,1.14E-45,4.9E-324
202800,1.44E-20,0.999211,5.78E-247,1.93E-154,4.34778e-322,9.07E-79,4.43E-46,4.9E-324
202900,1.35E-20,0.999798,3.84E-247,1.53E-154,4.34778e-322,5.36E-79,1.73E-46,4.9E-324
203000,1.26E-20,0.999976,2.55E-247,1.22E-154,4.34778e-322,3.17E-79,6.74E-47,4.9E-324
203100,1.18E-20,0.998086,1.69E-247,9.65E-155,4.34778e-322,1.87E-79,2.63E-47,4.9E-324
203200,1.10E-20,0.999656,1.13E-247,7.67E-155,4.34778e-322,1.11E-79,1.03E-47,4.9E-324
203300,1.03E-20,0.999957,7.51E-248,6.10E-155,4.34778e-322,6.55E-80,4.02E-48,4.9E-324
203400,9.66E-21,0.999159,4.98E-248,4.84E-155,4.34778e-322,3.87E-80,1.57E-48,4.9E-324
203500,9.05E-21,0.999681,3.32E-248,3.85E-155,4.34778e-322,2.29E-80,6.12E-49,4.9E-324
203600,8.48E-21,0.999978,2.21E-248,3.05E-155,4.34778e-322,1.35E-80,2.39E-49,4.9E-324
203700,7.93E-21,0.998894,1.46E-248,2.42E-155,4.34778e-322,7.97E-81,9.28E-50,4.9E-324
203800,7.42E-21,0.999979,9.75E-249,1.92E-155,4.34778e-322,4.72E-81,3.63E-50,4.9E-324
203900,6.95E-21,0.99999,6.48E-249,1.53E-155,4.34778e-322,2.79E-81,1.41E-50,4.9E-324
204000,6.50E-21,0.998814,4.31E-249,1.21E-155,4.34778e-322,1.65E-81,5.51E-51,4.9E-324
204100,6.08E-21,0.999846,2.87E-249,9.64E-156,4.34778e-322,9.76E-82,2.16E-51,4.9E-324
204200,5.69E-21,0.998971,1.91E-249,7.65E-156,4.34778e-322,5.77E-82,8.41E-52,4.9E-324
204300,5.33E-21,0.999994,1.27E-249,6.08E-156,4.34778e-322,3.41E-82,3.28E-52,4.9E-324
204400,4.98E-21,0.998712,8.43E-250,4.82E-156,4.34778e-322,2.02E-82,1.28E-52,4.9E-324
204500,4.66E-21,0.999212,5.60E-250,3.83E-156,4.34778e-322,1.19E-82,5.01E-53,4.9E-324
204600,4.36E-21,0.99816,3.72E-250,3.04E-156,4.34778e-322,7.04E-83,1.95E-53,4.9E-324
204700,4.08E-21,0.999016,2.48E-250,2.42E-156,4.34778e-322,4.17E-83,7.63E-54,4.9E-324
204800,3.82E-21,0.998509,1.65E-250,1.92E-156,4.34778e-322,2.46E-83,2.97E-54,4.9E-324
204900,3.58E-21,0.99963,1.09E-250,1.52E-156,4.34778e-322,1.46E-83,1.16E-54,4.9E-324
205000,3.35E-21,0.999752,7.28E-251,1.21E-156,4.34778e-322,8.60E-84,4.53E-55,4.9E-324
205100,3.13E-21,0.999541,4.84E-251,9.59E-157,4.34778e-322,5.08E-84,1.76E-55,4.9E-324
205200,2.93E-21,0.999917,3.22E-251,7.62E-157,4.34778e-322,3.00E-84,6.89E-56,4.9E-324
205300,2.74E-21,0.999527,2.14E-251,6.04E-157,4.34778e-322,1.77E-84,2.68E-56,4.9E-324
205400,2.57E-21,0.998725,1.42E-251,4.80E-157,4.34778e-322,1.05E-84,1.05E-56,4.9E-324
205500,2.40E-21,0.999928,9.45E-252,3.81E-157,4.34778e-322,6.20E-85,4.08E-57,4.9E-324
205600,2.25E-21,0.999995,6.29E-252,3.03E-157,4.34778e-322,3.66E-85,1.60E-57,4.9E-324
205700,2.11E-21,0.999825,4.18E-252,2.41E-157,4.34778e-322,2.17E-85,6.23E-58,4.9E-324
205800,1.97E-21,0.999989,2.78E-252,1.91E-157,4.34778e-322,1.28E-85,2.43E-58,4.9E-324
205900,1.84E-21,0.999929,1.85E-252,1.52E-157,4.34778e-322,7.57E-86,9.50E-59,4.9E-324
206000,1.72E-21,0.999916,1.23E-252,1.21E-157,4.34778e-322,4.48E-86,3.71E-59,4.9E-324
206100,1.61E-21,0.999526,8.17E-253,9.56E-158,4.34778e-322,2.65E-86,1.45E-59,4.9E-324
206200,1.51E-21,0.999683,5.43E-253,7.59E-158,4.34778e-322,1.57E-86,5.64E-60,4.9E-324
206300,1.42E-21,0.999577,3.61E-253,6.03E-158,4.34778e-322,9.25E-87,2.20E-60,4.9E-324
206400,1.32E-21,0.999258,2.40E-253,4.78E-158,4.34778e-322,5.46E-87,8.57E-61,4.9E-324
206500,1.24E-21,0.998818,1.60E-253,3.79E-158,4.34778e-322,3.22E-87,3.34E-61,4.9E-324
206600,1.16E-21,0.998895,1.06E-253,3.01E-158,4.34778e-322,1.91E-87,1.30E-61,4.9E-324
206700,1.09E-21,0.99934,7.05E-254,2.39E-158,4.34778e-322,1.13E-87,5.10E-62,4.9E-324
206800,1.02E-21,0.998723,4.69E-254,1.90E-158,4.34778e-322,6.67E-88,1.99E-62,4.9E-324
206900,9.51E-22,0.9992,3.12E-254,1.51E-158,4.34778e-322,3.94E-88,7.77E-63,4.9E-324
207000,8.90E-22,0.999189,2.07E-254,1.20E-158,4.34778e-322,2.33E-88,3.03E-63,4.9E-324
207100,8.34E-22,0.999622,1.38E-254,9.52E-159,4.34778e-322,1.38E-88,1.18E-63,4.9E-324
207200,7.81E-22,0.999914,9.17E-255,7.56E-159,4.34778e-322,8.15E-89,4.62E-64,4.9E-324
207300,7.31E-22,0.999964,6.10E-255,6.01E-159,4.34778e-322,4.82E-89,1.81E-64,4.9E-324
207400,6.84E-22,0.999807,4.05E-255,4.77E-159,4.34778e-322,2.85E-89,7.04E-65,4.9E-324
207500,6.40E-22,0.999965,2.69E-255,3.79E-159,4.34778e-322,1.68E-89,2.75E-65,4.9E-324
207600,5.99E-22,0.99992,1.79E-255,3.01E-159,4.34778e-322,9.95E-90,1.07E-65,4.9E-324
207700,5.60E-22,0.99999,1.19E-255,2.39E-159,4.34778e-322,5.88E-90,4.19E-66,4.9E-324
207800,5.24E-22,0.99964,7.91E-256,1.90E-159,4.34778e-322,3.47E-90,1.64E-66,4.9E-324
207900,4.91E-22,0.999985,5.26E-256,1.51E-159,4.34778e-322,2.05E-90,6.38E-67,4.9E-324
208000,4.59E-22,0.998806,3.50E-256,1.19E-159,4.34778e-322,1.21E-90,2.49E-67,4.9E-324
208100,4.29E-22,0.998621,2.33E-256,9.49E-160,4.34778e-322,7.18E-91,9.72E-68,4.9E-324
208200,4.02E-22,0.999719,1.55E-256,7.54E-160,4.34778e-322,4.25E-91,3.80E-68,4.9E-324
208300,3.76E-22,0.99905,1.03E-256,5.98E-160,4.34778e-322,2.51E-91,1.48E-68,4.9E-324
208400,3.52E-22,0.999445,6.85E-257,4.75E-160,4.34778e-322,1.49E-91,5.78E-69,4.9E-324
208500,3.30E-22,0.999257,4.56E-257,3.78E-160,4.34778e-322,8.79E-92,2.26E-69,4.9E-324
208600,3.09E-22,0.999979,3.03E-257,3.00E-160,4.34778e-322,5.21E-92,8.84E-70,4.9E-324
208700,2.88E-22,0.998552,2.01E-257,2.38E-160,4.34778e-322,3.07E-92,3.44E-70,4.9E-324
208800,2.70E-22,0.999648,1.34E-257,1.89E-160,4.34778e-322,1.82E-92,1.35E-70,4.9E-324
208900,2.53E-22,0.998981,8.91E-258,1.50E-160,4.34778e-322,1.07E-92,5.25E-71,4.9E-324
209000,2.37E-22,0.99984,5.93E-258,1.19E-160,4.34778e-322,6.36E-93,2.05E-71,4.9E-324
209100,2.21E-22,0.999986,3.94E-258,9.48E-161,4.34778e-322,3.76E-93,8.01E-72,4.9E-324
209200,2.07E-22,0.999524,2.62E-258,7.52E-161,4.34778e-322,2.22E-93,3.12E-72,4.9E-324
209300,1.94E-22,0.999858,1.74E-258,5.98E-161,4.34778e-322,1.31E-93,1.22E-72,4.9E-324
209400,1.82E-22,0.999691,1.16E-258,4.75E-161,4.34778e-322,7.76E-94,4.76E-73,4.9E-324
209500,1.70E-22,0.999962,7.71E-259,3.77E-161,4.34778e-322,4.59E-94,1.86E-73,4.9E-324
209600,1.59E-22,0.999436,5.12E-259,2.99E-161,4.34778e-322,2.71E-94,7.25E-74,4.9E-324
209700,1.49E-22,0.998283,3.40E-259,2.37E-161,4.34778e-322,1.60E-94,2.83E-74,4.9E-324
209800,1.39E-22,0.998916,2.26E-259,1.89E-161,4.34778e-322,9.48E-95,1.10E-74,4.9E-324
209900,1.30E-22,0.998793,1.50E-259,1.50E-161,4.34778e-322,5.60E-95,4.31E-75,4.9E-324
210000,1.22E-22,0.99993,1.00E-259,1.19E-161,4.34778e-322,3.31E-95,1.68E-75,4.9E-324
210100,1.14E-22,0.999598,6.65E-260,9.44E-162,4.34778e-322,1.96E-95,6.56E-76,4.9E-324
210200,1.07E-22,0.999975,4.43E-260,7.50E-162,4.34778e-322,1.16E-95,2.56E-76,4.9E-324
210300,1.00E-22,0.999147,2.94E-260,5.95E-162,4.34778e-322,6.84E-96,9.99E-77,4.9E-324
210400,9.35E-23,0.99822,1.95E-260,4.72E-162,4.34778e-322,4.05E-96,3.90E-77,4.9E-324
210500,8.77E-23,0.99966,1.30E-260,3.75E-162,4.34778e-322,2.39E-96,1.52E-77,4.9E-324
210600,8.20E-23,0.9999,8.66E-261,2.98E-162,4.34778e-322,1.42E-96,5.95E-78,4.9E-324
210700,7.68E-23,0.9998,5.76E-261,2.37E-162,4.34778e-322,8.37E-97,2.32E-78,4.9E-324
210800,7.18E-23,0.999123,3.82E-261,1.88E-162,4.34778e-322,4.95E-97,9.07E-79,4.9E-324
210900,6.72E-23,0.999094,2.54E-261,1.49E-162,4.34778e-322,2.92E-97,3.54E-79,4.9E-324
211000,6.29E-23,0.999364,1.69E-261,1.19E-162,4.34778e-322,1.73E-97,1.39E-79,4.9E-324
211100,5.88E-23,0.999096,1.12E-261,9.42E-163,4.34778e-322,1.02E-97,5.41E-80,4.9E-324
211200,5.51E-23,0.999064,7.47E-262,7.47E-163,4.34778e-322,6.04E-98,2.11E-80,4.9E-324
211300,5.15E-23,0.998796,4.96E-262,5.93E-163,4.34778e-322,3.57E-98,8.22E-81,4.9E-324
211400,4.82E-23,0.998841,3.30E-262,4.71E-163,4.34778e-322,2.11E-98,3.21E-81,4.9E-324
211500,4.51E-23,0.998896,2.20E-262,3.74E-163,4.34778e-322,1.25E-98,1.25E-81,4.9E-324
211600,4.22E-23,0.998347,1.46E-262,2.97E-163,4.34778e-322,7.39E-99,4.90E-82,4.9E-324
211700,3.95E-23,0.998889,9.72E-263,2.36E-163,4.34778e-322,4.38E-99,1.91E-82,4.9E-324
211800,3.70E-23,0.999593,6.47E-263,1.88E-163,4.34778e-322,2.59E-99,7.47E-83,4.9E-324
211900,3.46E-23,0.998412,4.29E-263,1.49E-163,4.34778e-322,1.53E-99,2.92E-83,4.9E-324
212000,3.24E-23,0.998659,2.86E-263,1.18E-163,4.34778e-322,9.04E-100,1.14E-83,4.9E-324
212100,3.03E-23,0.999459,1.90E-263,9.39E-164,4.34778e-322,5.34E-100,4.44E-84,4.9E-324
212200,2.84E-23,0.998131,1.26E-263,7.45E-164,4.34778e-322,3.15E-100,1.73E-84,4.9E-324
212300,2.66E-23,0.999224,8.40E-264,5.92E-164,4.34778e-322,1.87E-100,6.77E-85,4.9E-324
212400,2.49E-23,0.999567,5.59E-264,4.71E-164,4.34778e-322,1.11E-100,2.65E-85,4.9E-324
212500,2.33E-23,0.999575,3.71E-264,3.74E-164,4.34778e-322,6.54E-101,1.03E-85,4.9E-324
212600,2.18E-23,0.999368,2.47E-264,2.97E-164,4.34778e-322,3.86E-101,4.03E-86,4.9E-324
212700,2.04E-23,0.999839,1.64E-264,2.36E-164,4.34778e-322,2.28E-101,1.57E-86,4.9E-324
212800,1.91E-23,0.999275,1.09E-264,1.87E-164,4.34778e-322,1.35E-101,6.14E-87,4.9E-324
212900,1.79E-23,0.99948,7.27E-265,1.49E-164,4.34778e-322,7.98E-102,2.40E-87,4.9E-324
213000,1.67E-23,0.99942,4.84E-265,1.18E-164,4.34778e-322,4.72E-102,9.36E-88,4.9E-324
213100,1.56E-23,0.998661,3.22E-265,9.37E-165,4.34778e-322,2.79E-102,3.65E-88,4.9E-324
213200,1.46E-23,0.999361,2.14E-265,7.44E-165,4.34778e-322,1.65E-102,1.43E-88,4.9E-324
213300,1.37E-23,0.999644,1.42E-265,5.92E-165,4.34778e-322,9.78E-103,5.59E-89,4.9E-324
213400,1.28E-23,0.999942,9.46E-266,4.70E-165,4.34778e-322,5.78E-103,2.18E-89,4.9E-324
213500,1.20E-23,0.998978,6.28E-266,3.72E-165,4.34778e-322,3.41E-103,8.48E-90,4.9E-324
213600,1.12E-23,0.998926,4.18E-266,2.96E-165,4.34778e-322,2.01E-103,3.30E-90,4.9E-324
213700,1.05E-23,0.998205,2.78E-266,2.35E-165,4.34778e-322,1.19E-103,1.29E-90,4.9E-324
213800,9.84E-24,0.999412,1.85E-266,1.87E-165,4.34778e-322,7.04E-104,5.03E-91,4.9E-324
213900,9.20E-24,0.998914,1.23E-266,1.48E-165,4.34778e-322,4.16E-104,1.97E-91,4.9E-324
214000,8.62E-24,0.999655,8.17E-267,1.18E-165,4.34778e-322,2.46E-104,7.68E-92,4.9E-324
214100,8.06E-24,0.999523,5.43E-267,9.34E-166,4.34778e-322,1.46E-104,2.99E-92,4.9E-324
214200,7.55E-24,0.999877,3.61E-267,7.42E-166,4.34778e-322,8.60E-105,1.17E-92,4.9E-324
214300,7.06E-24,0.999986,2.40E-267,5.89E-166,4.34778e-322,5.09E-105,4.56E-93,4.9E-324
214400,6.60E-24,0.999556,1.60E-267,4.67E-166,4.34778e-322,3.01E-105,1.78E-93,4.9E-324
214500,6.18E-24,0.99993,1.06E-267,3.71E-166,4.34778e-322,1.78E-105,6.95E-94,4.9E-324
214600,5.78E-24,0.99938,7.07E-268,2.95E-166,4.34778e-322,1.05E-105,2.71E-94,4.9E-324
214700,5.41E-24,0.999983,4.70E-268,2.34E-166,4.34778e-322,6.23E-106,1.06E-94,4.9E-324
214800,5.07E-24,0.999981,3.13E-268,1.86E-166,4.34778e-322,3.69E-106,4.14E-95,4.9E-324
214900,4.74E-24,0.999999,2.08E-268,1.48E-166,4.34778e-322,2.18E-106,1.62E-95,4.9E-324
215000,4.43E-24,0.998633,1.38E-268,1.17E-166,4.34778e-322,1.29E-106,6.31E-96,4.9E-324
215100,4.15E-24,0.999245,9.19E-269,9.31E-167,4.34778e-322,7.62E-107,2.46E-96,4.9E-324
215200,3.88E-24,0.999187,6.12E-269,7.40E-167,4.34778e-322,4.51E-107,9.61E-97,4.9E-324
215300,3.63E-24,0.999759,4.07E-269,5.88E-167,4.34778e-322,2.67E-107,3.75E-97,4.9E-324
215400,3.40E-24,0.999978,2.70E-269,4.67E-167,4.34778e-322,1.58E-107,1.46E-97,4.9E-324
215500,3.18E-24,0.999904,1.80E-269,3.71E-167,4.34778e-322,9.32E-108,5.72E-98,4.9E-324
215600,2.98E-24,0.999496,1.20E-269,2.94E-167,4.34778e-322,5.50E-108,2.23E-98,4.9E-324
215700,2.79E-24,0.999435,7.96E-270,2.34E-167,4.34778e-322,3.26E-108,8.71E-99,4.9E-324
215800,2.61E-24,0.999679,5.29E-270,1.85E-167,4.34778e-322,1.92E-108,3.40E-99,4.9E-324
215900,2.45E-24,0.999594,3.52E-270,1.47E-167,4.34778e-322,1.14E-108,1.33E-99,4.9E-324
216000,2.29E-24,0.999946,2.34E-270,1.17E-167,4.34778e-322,6.73E-109,5.18E-100,4.9E-324
216100,2.14E-24,0.999803,1.56E-270,9.28E-168,4.34778e-322,3.97E-109,2.02E-100,4.9E-324
216200,2.00E-24,0.999494,1.03E-270,7.37E-168,4.34778e-322,2.35E-109,7.88E-101,4.9E-324
216300,1.87E-24,0.999026,6.88E-271,5.85E-168,4.34778e-322,1.39E-109,3.08E-101,4.9E-324
216400,1.76E-24,0.999389,4.57E-271,4.65E-168,4.34778e-322,8.21E-110,1.20E-101,4.9E-324
216500,1.64E-24,0.99918,3.04E-271,3.69E-168,4.34778e-322,4.85E-110,4.68E-102,4.9E-324
216600,1.54E-24,0.999338,2.02E-271,2.93E-168,4.34778e-322,2.86E-110,1.83E-102,4.9E-324
216700,1.44E-24,0.999526,1.34E-271,2.33E-168,4.34778e-322,1.69E-110,7.13E-103,4.9E-324
216800,1.35E-24,0.999722,8.94E-272,1.85E-168,4.34778e-322,1.00E-110,2.78E-103,4.9E-324
216900,1.26E-24,0.99949,5.94E-272,1.47E-168,4.34778e-322,5.92E-111,1.08E-103,4.9E-324
217000,1.18E-24,0.998867,3.95E-272,1.16E-168,4.34778e-322,3.49E-111,4.22E-104,4.9E-324
217100,1.11E-24,0.999841,2.63E-272,9.24E-169,4.34778e-322,2.07E-111,1.65E-104,4.9E-324
217200,1.04E-24,0.99989,1.75E-272,7.34E-169,4.34778e-322,1.22E-111,6.44E-105,4.9E-324
217300,9.68E-25,0.999131,1.16E-272,5.82E-169,4.34778e-322,7.22E-112,2.51E-105,4.9E-324
217400,9.06E-25,0.999984,7.73E-273,4.63E-169,4.34778e-322,4.27E-112,9.80E-106,4.9E-324
217500,8.48E-25,0.999925,5.14E-273,3.67E-169,4.34778e-322,2.52E-112,3.82E-106,4.9E-324
217600,7.93E-25,0.999707,3.41E-273,2.92E-169,4.34778e-322,1.49E-112,1.49E-106,4.9E-324
217700,7.42E-25,0.999161,2.27E-273,2.31E-169,4.34778e-322,8.82E-113,5.82E-107,4.9E-324
217800,6.94E-25,0.998145,1.51E-273,1.84E-169,4.34778e-322,5.21E-113,2.27E-107,4.9E-324
217900,6.50E-25,0.998739,1.00E-273,1.46E-169,4.34778e-322,3.08E-113,8.87E-108,4.9E-324
218000,6.09E-25,0.998989,6.66E-274,1.16E-169,4.34778e-322,1.82E-113,3.46E-108,4.9E-324
218100,5.70E-25,0.998965,4.42E-274,9.20E-170,4.34778e-322,1.07E-113,1.35E-108,4.9E-324
218200,5.34E-25,0.999845,2.94E-274,7.31E-170,4.34778e-322,6.36E-114,5.28E-109,4.9E-324
218300,4.99E-25,0.999525,1.96E-274,5.81E-170,4.34778e-322,3.77E-114,2.06E-109,4.9E-324
218400,4.67E-25,0.998845,1.30E-274,4.61E-170,4.34778e-322,2.23E-114,8.05E-110,4.9E-324
218500,4.37E-25,0.999851,8.67E-275,3.66E-170,4.34778e-322,1.32E-114,3.14E-110,4.9E-324
218600,4.09E-25,0.999893,5.77E-275,2.91E-170,4.34778e-322,7.79E-115,1.23E-110,4.9E-324
218700,3.84E-25,0.999958,3.84E-275,2.31E-170,4.34778e-322,4.60E-115,4.78E-111,4.9E-324
218800,3.59E-25,0.99985,2.55E-275,1.83E-170,4.34778e-322,2.72E-115,1.86E-111,4.9E-324
218900,3.36E-25,0.999335,1.69E-275,1.45E-170,4.34778e-322,1.60E-115,7.27E-112,4.9E-324
219000,3.14E-25,0.999919,1.13E-275,1.16E-170,4.34778e-322,9.50E-116,2.84E-112,4.9E-324
219100,2.94E-25,0.999975,7.49E-276,9.19E-171,4.34778e-322,5.62E-116,1.11E-112,4.9E-324
219200,2.75E-25,0.999986,4.98E-276,7.30E-171,4.34778e-322,3.33E-116,4.34E-113,4.9E-324
219300,2.58E-25,0.999821,3.31E-276,5.80E-171,4.34778e-322,1.97E-116,1.70E-113,4.9E-324
219400,2.41E-25,0.999885,2.20E-276,4.60E-171,4.34778e-322,1.16E-116,6.61E-114,4.9E-324
219500,2.25E-25,0.999135,1.46E-276,3.65E-171,4.34778e-322,6.86E-117,2.58E-114,4.9E-324
219600,2.11E-25,0.99944,9.72E-277,2.90E-171,4.34778e-322,4.05E-117,1.01E-114,4.9E-324
219700,1.97E-25,0.999572,6.45E-277,2.30E-171,4.34778e-322,2.39E-117,3.92E-115,4.9E-324
219800,1.85E-25,0.999286,4.29E-277,1.83E-171,4.34778e-322,1.41E-117,1.53E-115,4.9E-324
219900,1.73E-25,0.999807,2.85E-277,1.45E-171,4.34778e-322,8.36E-118,5.98E-116,4.9E-324
220000,1.62E-25,0.999695,1.90E-277,1.15E-171,4.34778e-322,4.94E-118,2.33E-116,4.9E-324
220100,1.52E-25,0.999859,1.26E-277,9.15E-172,4.34778e-322,2.92E-118,9.11E-117,4.9E-324
220200,1.41E-25,0.998104,8.38E-278,7.26E-172,4.34778e-322,1.73E-118,3.56E-117,4.9E-324
220300,1.33E-25,0.998702,5.58E-278,5.77E-172,4.34778e-322,1.02E-118,1.39E-117,4.9E-324
220400,1.24E-25,0.99874,3.71E-278,4.58E-172,4.34778e-322,6.03E-119,5.41E-118,4.9E-324
220500,1.16E-25,0.999664,2.47E-278,3.64E-172,4.34778e-322,3.57E-119,2.11E-118,4.9E-324
220600,1.09E-25,0.999804,1.64E-278,2.89E-172,4.34778e-322,2.11E-119,8.25E-119,4.9E-324
220700,1.02E-25,0.99986,1.09E-278,2.30E-172,4.34778e-322,1.25E-119,3.22E-119,4.9E-324
220800,9.53E-26,0.999105,7.26E-279,1.82E-172,4.34778e-322,7.38E-120,1.26E-119,4.9E-324
220900,8.93E-26,0.999794,4.83E-279,1.45E-172,4.34778e-322,4.36E-120,4.90E-120,4.9E-324
221000,8.35E-26,0.998491,3.21E-279,1.15E-172,4.34778e-322,2.58E-120,1.91E-120,4.9E-324
221100,7.82E-26,0.999626,2.14E-279,9.12E-173,4.34778e-322,1.53E-120,7.48E-121,4.9E-324
221200,7.32E-26,0.999667,1.42E-279,7.24E-173,4.34778e-322,9.02E-121,2.92E-121,4.9E-324
221300,6.84E-26,0.997754,9.41E-280,5.74E-173,4.34778e-322,5.32E-121,1.14E-121,4.9E-324
221400,6.41E-26,0.998522,6.27E-280,4.56E-173,4.34778e-322,3.15E-121,4.44E-122,4.9E-324
221500,6.00E-26,0.999104,4.17E-280,3.62E-173,4.34778e-322,1.86E-121,1.73E-122,4.9E-324
221600,5.61E-26,0.999125,2.78E-280,2.88E-173,4.34778e-322,1.10E-121,6.77E-123,4.9E-324
