name,stra.13320,stra.13321,stra.13463,stra.13563,stra.13682,stra.13695,stra.13926,stra.14642
762000,6.40E-13,0.998324,1.24E-80,2.43E-66,4.10074e-322,8.19E-166,2.61855e-322,4.9E-324
762100,6.00E-13,0.999738,8.23E-81,1.93E-66,4.10074e-322,4.85E-166,2.61855e-322,4.9E-324
762200,5.61E-13,0.999641,5.47E-81,1.53E-66,4.10074e-322,2.87E-166,2.61855e-322,4.9E-324
762300,5.25E-13,0.999421,3.63E-81,1.22E-66,4.10074e-322,1.69E-166,2.61855e-322,4.9E-324
762400,4.92E-13,0.999785,2.42E-81,9.66E-67,4.10074e-322,1.00E-166,2.61855e-322,4.9E-324
762500,4.60E-13,0.999011,1.61E-81,7.67E-67,4.10074e-322,5.92E-167,2.61855e-322,4.9E-324
762600,4.30E-13,0.998756,1.07E-81,6.08E-67,4.10074e-322,3.50E-167,2.61855e-322,4.9E-324
762700,4.03E-13,0.998898,7.11E-82,4.83E-67,4.10074e-322,2.07E-167,2.61855e-322,4.9E-324
762800,3.77E-13,0.998601,4.73E-82,3.84E-67,4.10074e-322,1.22E-167,2.61855e-322,4.9E-324
762900,3.53E-13,0.999376,3.14E-82,3.05E-67,4.10074e-322,7.24E-168,2.61855e-322,4.9E-324
763000,3.30E-13,0.999653,2.09E-82,2.42E-67,4.10074e-322,4.28E-168,2.61855e-322,4.9E-324
763100,0.000954211,0.998347,1.39E-82,1.92E-67,4.10074e-322,2.53E-168,2.61855e-322,4.9E-324
763200,0.000893099,0.998599,9.25E-83,1.53E-67,4.10074e-322,1.50E-168,2.61855e-322,4.9E-324
763300,0.000835844,0.998637,6.15E-83,1.21E-67,4.10074e-322,8.85E-169,2.61855e-322,4.9E-324
763400,0.000783342,0.997758,4.08E-83,9.62E-68,4.10074e-322,5.22E-169,2.61855e-322,4.9E-324
763500,0.000733928,0.998638,2.72E-83,7.64E-68,4.10074e-322,3.09E-169,2.61855e-322,4.9E-324
763600,0.000686899,0.99901,1.81E-83,6.08E-68,4.10074e-322,1.83E-169,2.61855e-322,4.9E-324
763700,0.000642454,0.998629,1.20E-83,4.82E-68,4.10074e-322,1.08E-169,2.61855e-322,4.9E-324
763800,0.000601253,0.998557,8.00E-84,3.83E-68,4.10074e-322,6.39E-170,2.61855e-322,4.9E-324
763900,0.000563006,0.999338,5.32E-84,3.04E-68,4.10074e-322,3.78E-170,2.61855e-322,4.9E-324
764000,0.000527445,0.999255,3.54E-84,2.42E-68,4.10074e-322,2.23E-170,2.61855e-322,4.9E-324
764100,0.000493375,0.999048,2.35E-84,1.92E-68,4.10074e-322,1.32E-170,2.61855e-322,4.9E-324
764200,0.00046189,0.999458,1.56E-84,1.52E-68,4.10074e-322,7.81E-171,2.61855e-322,4.9E-324
764300,0.000432082,0.999269,1.04E-84,1.21E-68,4.10074e-322,4.62E-171,2.61855e-322,4.9E-324
764400,0.000404422,0.999092,6.90E-85,9.61E-69,4.10074e-322,2.73E-171,2.61855e-322,4.9E-324
764500,0.000378686,0.999607,4.59E-85,7.63E-69,4.10074e-322,1.61E-171,2.61855e-322,4.9E-324
764600,0.000354362,0.999645,3.05E-85,6.06E-69,4.10074e-322,9.53E-172,2.61855e-322,4.9E-324
764700,0.000331897,0.999667,2.03E-85,4.81E-69,4.10074e-322,5.63E-172,2.61855e-322,4.9E-324
764800,0.000310593,0.999662,1.35E-85,3.82E-69,4.10074e-322,3.33E-172,2.61855e-322,4.9E-324
764900,0.000290583,0.999693,8.96E-86,3.03E-69,4.10074e-322,1.97E-172,2.61855e-322,4.9E-324
765000,0.000271612,0.998749,5.96E-86,2.41E-69,4.10074e-322,1.16E-172,2.61855e-322,4.9E-324
765100,0.00025434,0.999074,3.96E-86,1.91E-69,4.10074e-322,6.88E-173,2.61855e-322,4.9E-324
765200,0.000238095,0.999544,2.63E-86,1.52E-69,4.10074e-322,4.07E-173,2.61855e-322,4.9E-324
765300,0.000222911,0.998938,1.75E-86,1.21E-69,4.10074e-322,2.40E-173,2.61855e-322,4.9E-324
765400,0.000208526,0.998774,1.16E-86,9.58E-70,0.000920387,1.42E-173,2.61855e-322,4.9E-324
765500,0.000195281,0.999222,7.74E-87,7.60E-70,0.00052798,8.40E-174,2.61855e-322,4.9E-324
765600,0.000182737,0.999494,5.15E-87,6.04E-70,0.00030285,4.97E-174,2.61855e-322,4.9E-324
765700,0.000170798,0.998415,3.42E-87,4.79E-70,0.000173521,2.94E-174,2.61855e-322,4.9E-324
765800,0.000160278,0.999598,2.28E-87,3.81E-70,9.98E-05,1.74E-174,2.61855e-322,4.9E-324
765900,0.000150055,0.999785,1.52E-87,3.02E-70,5.73E-05,1.03E-174,2.61855e-322,4.9E-324
766000,0.000140396,0.99977,1.01E-87,2.40E-70,3.29E-05,6.08E-175,2.61855e-322,4.9E-324
766100,0.000131278,0.998574,6.70E-88,1.91E-70,1.89E-05,3.59E-175,2.61855e-322,4.9E-324
766200,0.000123071,0.999848,4.46E-88,1.52E-70,1.08E-05,2.12E-175,2.61855e-322,4.9E-324
766300,0.000115145,0.999454,2.96E-88,1.20E-70,6.22E-06,1.25E-175,2.61855e-322,4.9E-324
766400,0.000107786,0.999751,1.97E-88,9.55E-71,3.56E-06,7.41E-176,2.61855e-322,4.9E-324
766500,0.000100896,0.999891,1.31E-88,7.58E-71,2.04E-06,4.38E-176,2.61855e-322,4.9E-324
766600,9.43E-05,0.999121,8.70E-89,6.01E-71,1.17E-06,2.59E-176,2.61855e-322,4.9E-324
766700,8.83E-05,0.998279,5.78E-89,4.77E-71,6.72E-07,1.53E-176,2.61855e-322,4.9E-324
766800,8.27E-05,0.999296,3.84E-89,3.79E-71,3.86E-07,9.02E-177,2.61855e-322,4.9E-324
766900,7.75E-05,0.999896,2.56E-89,3.01E-71,2.22E-07,5.34E-177,2.61855e-322,4.9E-324
767000,7.25E-05,0.999373,1.70E-89,2.39E-71,1.27E-07,3.15E-177,2.61855e-322,4.9E-324
767100,6.78E-05,0.999354,1.13E-89,1.90E-71,7.29E-08,1.86E-177,2.61855e-322,4.9E-324
767200,6.34E-05,0.99877,7.51E-90,1.51E-71,4.18E-08,1.10E-177,2.61855e-322,4.9E-324
767300,5.94E-05,0.998772,4.99E-90,1.20E-71,2.40E-08,6.51E-178,2.61855e-322,4.9E-324
767400,5.56E-05,0.999774,3.33E-90,9.51E-72,1.38E-08,3.86E-178,2.61855e-322,4.9E-324
767500,5.20E-05,0.999884,2.21E-90,7.55E-72,7.89E-09,2.28E-178,2.61855e-322,4.9E-324
767600,4.87E-05,0.999691,1.47E-90,5.99E-72,4.53E-09,1.35E-178,2.61855e-322,4.9E-324
767700,4.55E-05,0.999212,9.78E-91,4.76E-72,2.60E-09,7.97E-179,2.61855e-322,4.9E-324
767800,4.26E-05,0.998572,6.51E-91,3.78E-72,1.49E-09,4.72E-179,2.61855e-322,4.9E-324
767900,3.99E-05,0.999349,4.33E-91,3.01E-72,8.57E-10,2.79E-179,2.61855e-322,4.9E-324
768000,3.73E-05,0.999852,2.88E-91,2.39E-72,4.92E-10,1.65E-179,2.61855e-322,4.9E-324
768100,3.49E-05,0.999613,1.91E-91,1.90E-72,2.82E-10,9.76E-180,2.61855e-322,4.9E-324
768200,3.27E-05,0.999958,1.27E-91,1.51E-72,1.62E-10,5.77E-180,2.61855e-322,4.9E-324
768300,3.06E-05,0.999966,8.46E-92,1.20E-72,9.28E-11,3.42E-180,2.61855e-322,4.9E-324
768400,2.86E-05,0.999968,5.63E-92,9.50E-73,5.32E-11,2.02E-180,2.61855e-322,4.9E-324
768500,2.68E-05,0.999713,3.74E-92,7.54E-73,3.05E-11,1.19E-180,2.61855e-322,4.9E-324
768600,2.51E-05,0.998997,2.48E-92,5.98E-73,1.75E-11,7.04E-181,2.61855e-322,4.9E-324
768700,2.35E-05,0.999749,1.65E-92,4.75E-73,1.00E-11,4.17E-181,2.61855e-322,4.9E-324
768800,2.20E-05,0.999157,1.10E-92,3.77E-73,5.76E-12,2.46E-181,2.61855e-322,4.9E-324
768900,2.05E-05,0.999138,7.31E-93,3.00E-73,3.30E-12,1.46E-181,2.61855e-322,4.9E-324
769000,1.92E-05,0.99971,4.86E-93,2.38E-73,1.89E-12,8.61E-182,2.61855e-322,4.9E-324
769100,1.80E-05,0.999909,3.23E-93,1.89E-73,1.09E-12,5.09E-182,2.61855e-322,4.9E-324
769200,1.68E-05,0.999413,2.15E-93,1.50E-73,6.23E-13,3.00E-182,2.61855e-322,4.9E-324
769300,1.58E-05,0.998945,1.43E-93,1.19E-73,3.57E-13,1.77E-182,2.61855e-322,4.9E-324
769400,1.48E-05,0.999966,9.49E-94,9.44E-74,2.05E-13,1.05E-182,2.61855e-322,4.9E-324
769500,1.38E-05,0.999979,6.31E-94,7.50E-74,1.18E-13,6.20E-183,2.61855e-322,4.9E-324
769600,1.29E-05,0.999928,4.20E-94,5.95E-74,6.74E-14,3.66E-183,2.61855e-322,4.9E-324
769700,1.21E-05,0.999181,2.79E-94,4.73E-74,3.87E-14,2.16E-183,2.61855e-322,4.9E-324
769800,1.13E-05,0.999394,1.85E-94,3.75E-74,2.22E-14,1.28E-183,2.61855e-322,4.9E-324
769900,1.06E-05,0.999091,1.23E-94,2.98E-74,1.27E-14,7.56E-184,2.61855e-322,4.9E-324
770000,9.92E-06,0.999838,8.20E-95,2.37E-74,7.31E-15,4.47E-184,2.61855e-322,4.9E-324
770100,9.28E-06,0.999576,5.45E-95,1.88E-74,4.19E-15,2.64E-184,2.61855e-322,4.9E-324
770200,8.68E-06,0.998464,3.62E-95,1.49E-74,2.40E-15,1.56E-184,2.61855e-322,4.9E-324
770300,8.13E-06,0.999158,2.41E-95,1.18E-74,1.38E-15,9.23E-185,2.61855e-322,4.9E-324
770400,7.61E-06,0.999799,1.60E-95,9.41E-75,7.91E-16,5.46E-185,2.61855e-322,4.9E-324
770500,7.11E-06,0.998102,1.06E-95,7.46E-75,4.53E-16,3.22E-185,2.61855e-322,4.9E-324
770600,6.67E-06,0.999993,7.09E-96,5.93E-75,2.60E-16,1.91E-185,2.61855e-322,4.9E-324
770700,6.24E-06,0.999732,4.71E-96,4.71E-75,1.49E-16,1.13E-185,2.61855e-322,4.9E-324
770800,5.84E-06,0.999267,3.13E-96,3.73E-75,8.56E-17,6.66E-186,2.61855e-322,4.9E-324
770900,5.47E-06,0.999626,2.08E-96,2.97E-75,4.91E-17,3.94E-186,2.61855e-322,4.9E-324
771000,5.11E-06,0.998998,1.38E-96,2.35E-75,2.81E-17,2.33E-186,2.61855e-322,4.9E-324
771100,4.79E-06,0.999171,9.20E-97,1.87E-75,1.61E-17,1.38E-186,2.61855e-322,4.9E-324
771200,4.47E-06,0.998031,6.11E-97,1.48E-75,9.25E-18,8.13E-187,2.61855e-322,4.9E-324
771300,4.19E-06,0.999121,4.07E-97,1.18E-75,5.31E-18,4.81E-187,2.61855e-322,4.9E-324
771400,3.92E-06,0.999438,2.70E-97,9.37E-76,3.05E-18,2.85E-187,2.61855e-322,4.9E-324
771500,3.67E-06,0.999855,1.80E-97,7.44E-76,1.75E-18,1.68E-187,2.61855e-322,4.9E-324
771600,3.44E-06,0.999924,1.20E-97,5.91E-76,1.00E-18,9.95E-188,2.61855e-322,4.9E-324
771700,3.21E-06,0.999955,7.96E-98,4.69E-76,5.75E-19,5.89E-188,2.61855e-322,4.9E-324
771800,3.01E-06,0.999843,5.29E-98,3.73E-76,3.30E-19,3.48E-188,2.61855e-322,4.9E-324
771900,2.81E-06,0.999476,3.52E-98,2.96E-76,1.89E-19,2.06E-188,2.61855e-322,4.9E-324
772000,2.63E-06,0.999903,2.34E-98,2.35E-76,1.09E-19,1.22E-188,2.61855e-322,4.9E-324
772100,2.47E-06,0.999649,1.56E-98,1.87E-76,6.23E-20,7.19E-189,2.61855e-322,4.9E-324
772200,2.31E-06,0.999775,1.03E-98,1.48E-76,3.58E-20,4.26E-189,2.61855e-322,4.9E-324
772300,2.16E-06,0.999595,6.88E-99,1.18E-76,2.05E-20,2.52E-189,2.61855e-322,4.9E-324
772400,2.02E-06,0.999157,4.57E-99,9.34E-77,1.18E-20,1.49E-189,2.61855e-322,4.9E-324
772500,1.89E-06,0.99947,3.04E-99,7.42E-77,6.74E-21,8.79E-190,2.61855e-322,4.9E-324
772600,1.77E-06,0.999902,2.02E-99,5.89E-77,3.87E-21,5.20E-190,2.61855e-322,4.9E-324
772700,1.65E-06,0.99875,1.35E-99,4.67E-77,2.22E-21,3.07E-190,2.61855e-322,4.9E-324
772800,1.55E-06,0.999171,8.95E-100,3.71E-77,1.27E-21,1.82E-190,2.61855e-322,4.9E-324
772900,1.45E-06,0.999855,5.96E-100,2.95E-77,7.31E-22,1.08E-190,2.61855e-322,4.9E-324
773000,1.36E-06,0.99998,3.96E-100,2.34E-77,4.19E-22,6.36E-191,2.61855e-322,4.9E-324
773100,1.27E-06,0.999988,2.63E-100,1.86E-77,2.41E-22,3.76E-191,2.61855e-322,4.9E-324
773200,1.19E-06,0.999944,1.75E-100,1.48E-77,1.38E-22,2.23E-191,2.61855e-322,4.9E-324
773300,1.11E-06,0.999862,1.17E-100,1.18E-77,7.93E-23,1.32E-191,2.61855e-322,4.9E-324
773400,1.04E-06,0.999101,7.74E-101,9.33E-78,4.55E-23,7.79E-192,2.61855e-322,4.9E-324
773500,9.73E-07,0.999432,5.15E-101,7.41E-78,2.61E-23,4.61E-192,2.61855e-322,4.9E-324
773600,9.10E-07,0.999476,3.42E-101,5.89E-78,1.50E-23,2.73E-192,2.61855e-322,4.9E-324
773700,8.52E-07,0.99955,2.28E-101,4.68E-78,8.59E-24,1.61E-192,2.61855e-322,4.9E-324
773800,7.97E-07,0.9998,1.51E-101,3.72E-78,4.93E-24,9.54E-193,2.61855e-322,4.9E-324
773900,7.46E-07,0.999506,1.01E-101,2.95E-78,2.83E-24,5.65E-193,2.61855e-322,4.9E-324
774000,6.98E-07,0.999122,6.70E-102,2.34E-78,1.62E-24,3.34E-193,2.61855e-322,4.9E-324
774100,6.53E-07,0.999403,4.46E-102,1.86E-78,9.30E-25,1.98E-193,2.61855e-322,4.9E-324
774200,6.10E-07,0.998826,2.97E-102,1.48E-78,5.33E-25,1.17E-193,2.61855e-322,4.9E-324
774300,5.72E-07,0.9999,1.98E-102,1.18E-78,3.07E-25,6.92E-194,2.61855e-322,4.9E-324
774400,5.35E-07,0.999468,1.31E-102,9.34E-79,1.76E-25,4.09E-194,2.61855e-322,4.9E-324
774500,5.01E-07,0.99999,8.73E-103,7.42E-79,1.01E-25,2.42E-194,2.61855e-322,4.9E-324
774600,4.69E-07,0.999057,5.80E-103,5.88E-79,5.78E-26,1.43E-194,2.61855e-322,4.9E-324
774700,4.39E-07,0.999952,3.86E-103,4.67E-79,3.32E-26,8.44E-195,2.61855e-322,4.9E-324
774800,4.11E-07,0.999852,2.57E-103,3.71E-79,1.90E-26,5.00E-195,2.61855e-322,4.9E-324
774900,3.84E-07,0.999191,1.71E-103,2.94E-79,1.09E-26,2.95E-195,2.61855e-322,4.9E-324
775000,3.60E-07,0.999681,1.14E-103,2.34E-79,6.26E-27,1.75E-195,2.61855e-322,4.9E-324
775100,3.36E-07,0.999123,7.54E-104,1.86E-79,3.59E-27,1.03E-195,2.61855e-322,4.9E-324
775200,3.15E-07,0.999221,5.01E-104,1.47E-79,2.06E-27,6.08E-196,2.61855e-322,4.9E-324
775300,2.95E-07,0.999276,3.33E-104,1.17E-79,1.18E-27,3.60E-196,2.61855e-322,4.9E-324
775400,2.76E-07,0.999202,2.22E-104,9.28E-80,6.79E-28,2.12E-196,2.61855e-322,4.9E-324
775500,2.59E-07,0.999709,1.47E-104,7.37E-80,3.90E-28,1.26E-196,2.61855e-322,4.9E-324
775600,2.42E-07,0.999856,9.80E-105,5.86E-80,2.24E-28,7.43E-197,2.61855e-322,4.9E-324
775700,2.27E-07,0.999933,6.51E-105,4.65E-80,1.28E-28,4.39E-197,2.61855e-322,4.9E-324
775800,2.12E-07,0.999793,4.33E-105,3.69E-80,7.36E-29,2.60E-197,2.61855e-322,4.9E-324
775900,1.98E-07,0.999206,2.88E-105,2.93E-80,4.22E-29,1.53E-197,2.61855e-322,4.9E-324
776000,1.86E-07,0.999997,1.92E-105,2.33E-80,2.42E-29,9.10E-198,2.61855e-322,4.9E-324
776100,1.74E-07,0.999998,1.28E-105,1.85E-80,1.39E-29,5.38E-198,2.61855e-322,4.9E-324
776200,1.62E-07,0.998746,8.47E-106,1.47E-80,7.97E-30,3.18E-198,2.61855e-322,4.9E-324
776300,1.52E-07,0.999227,5.64E-106,1.17E-80,4.57E-30,1.88E-198,2.61855e-322,4.9E-324
776400,1.42E-07,0.999873,3.75E-106,9.28E-81,2.63E-30,1.11E-198,2.61855e-322,4.9E-324
776500,1.33E-07,0.999953,2.50E-106,7.37E-81,1.51E-30,6.60E-199,2.61855e-322,4.9E-324
776600,1.25E-07,0.999941,1.66E-106,5.85E-81,8.64E-31,3.90E-199,2.61855e-322,4.9E-324
776700,1.16E-07,0.999162,1.10E-106,4.65E-81,4.95E-31,2.30E-199,2.61855e-322,4.9E-324
776800,1.09E-07,0.998831,7.31E-107,3.69E-81,2.85E-31,1.36E-199,2.61855e-322,4.9E-324
776900,1.02E-07,0.999684,4.87E-107,2.93E-81,1.64E-31,8.05E-200,2.61855e-322,4.9E-324
777000,9.58E-08,0.999993,3.24E-107,2.33E-81,9.40E-32,4.75E-200,2.61855e-322,4.9E-324
777100,8.95E-08,0.999236,2.15E-107,1.85E-81,5.38E-32,2.81E-200,2.61855e-322,4.9E-324
777200,8.39E-08,0.99983,1.43E-107,1.47E-81,3.09E-32,1.66E-200,2.61855e-322,4.9E-324
777300,7.84E-08,0.998549,9.48E-108,1.16E-81,1.77E-32,9.78E-201,2.61855e-322,4.9E-324
777400,7.34E-08,0.998412,6.30E-108,9.23E-82,1.01E-32,5.78E-201,2.61855e-322,4.9E-324
777500,6.88E-08,0.999186,4.20E-108,7.33E-82,5.82E-33,3.42E-201,2.61855e-322,4.9E-324
777600,6.44E-08,0.999471,2.79E-108,5.82E-82,3.34E-33,2.02E-201,2.61855e-322,4.9E-324
777700,6.02E-08,0.999026,1.85E-108,4.62E-82,1.92E-33,1.19E-201,2.61855e-322,4.9E-324
777800,5.64E-08,0.999756,1.23E-108,3.67E-82,1.10E-33,7.06E-202,2.61855e-322,4.9E-324
777900,5.27E-08,0.999029,8.19E-109,2.91E-82,6.30E-34,4.17E-202,2.61855e-322,4.9E-324
778000,4.93E-08,0.999007,5.45E-109,2.31E-82,3.61E-34,2.46E-202,2.61855e-322,4.9E-324
778100,4.62E-08,0.999941,3.63E-109,1.84E-82,2.07E-34,1.46E-202,2.61855e-322,4.9E-324
778200,4.32E-08,0.998578,2.41E-109,1.46E-82,1.19E-34,8.60E-203,2.61855e-322,4.9E-324
778300,4.05E-08,0.999053,1.60E-109,1.16E-82,6.81E-35,5.08E-203,2.61855e-322,4.9E-324
778400,3.79E-08,0.999192,1.06E-109,9.19E-83,3.91E-35,3.01E-203,2.61855e-322,4.9E-324
778500,3.54E-08,0.998423,7.07E-110,7.29E-83,2.24E-35,1.77E-203,2.61855e-322,4.9E-324
778600,3.31E-08,0.998068,4.70E-110,5.79E-83,1.29E-35,1.05E-203,2.61855e-322,4.9E-324
778700,3.10E-08,0.998494,3.13E-110,4.60E-83,7.38E-36,6.21E-204,2.61855e-322,4.9E-324
778800,2.90E-08,0.998726,2.08E-110,3.65E-83,4.24E-36,3.67E-204,2.61855e-322,4.9E-324
778900,2.72E-08,0.999267,1.38E-110,2.90E-83,2.43E-36,2.17E-204,2.61855e-322,4.9E-324
779000,2.54E-08,0.999457,9.22E-111,2.31E-83,1.40E-36,1.29E-204,2.61855e-322,4.9E-324
779100,2.38E-08,0.997975,6.12E-111,1.83E-83,8.00E-37,7.60E-205,2.61855e-322,4.9E-324
779200,2.23E-08,0.998403,4.07E-111,1.45E-83,4.59E-37,4.50E-205,2.61855e-322,4.9E-324
779300,2.08E-08,0.998636,2.71E-111,1.15E-83,2.63E-37,2.66E-205,2.61855e-322,4.9E-324
779400,1.95E-08,0.99731,1.80E-111,9.15E-84,1.51E-37,1.57E-205,2.61855e-322,4.9E-324
779500,1.82E-08,0.997204,1.19E-111,7.26E-84,8.65E-38,9.25E-206,2.61855e-322,4.9E-324
779600,1.71E-08,0.998268,7.96E-112,5.77E-84,4.97E-38,5.47E-206,2.61855e-322,4.9E-324
779700,1.60E-08,0.998905,5.29E-112,4.58E-84,2.85E-38,3.23E-206,2.61855e-322,4.9E-324
779800,1.50E-08,0.99881,3.51E-112,3.64E-84,1.64E-38,1.91E-206,2.61855e-322,4.9E-324
779900,1.40E-08,0.998878,2.34E-112,2.89E-84,9.39E-39,1.13E-206,2.61855e-322,4.9E-324
780000,1.31E-08,0.998874,1.55E-112,2.29E-84,5.40E-39,6.68E-207,2.61855e-322,4.9E-324
780100,1.23E-08,0.99865,1.03E-112,1.82E-84,3.09E-39,3.95E-207,2.61855e-322,4.9E-324
780200,1.15E-08,0.998845,6.87E-113,1.45E-84,1.78E-39,2.33E-207,2.61855e-322,4.9E-324
780300,1.08E-08,0.998978,4.57E-113,1.15E-84,1.02E-39,1.38E-207,2.61855e-322,4.9E-324
780400,1.01E-08,0.99915,3.04E-113,9.12E-85,5.85E-40,8.16E-208,2.61855e-322,4.9E-324
780500,9.42E-09,0.998246,2.02E-113,7.24E-85,3.35E-40,4.83E-208,2.61855e-322,4.9E-324
780600,8.83E-09,0.99935,1.35E-113,5.76E-85,1.93E-40,2.86E-208,2.61855e-322,4.9E-324
780700,8.26E-09,0.99952,8.95E-114,4.57E-85,1.11E-40,1.69E-208,2.61855e-322,4.9E-324
780800,7.73E-09,0.999096,5.95E-114,3.63E-85,6.34E-41,9.99E-209,2.61855e-322,4.9E-324
780900,7.24E-09,0.999693,3.96E-114,2.88E-85,3.64E-41,5.91E-209,2.61855e-322,4.9E-324
781000,6.77E-09,0.998817,2.63E-114,2.29E-85,2.09E-41,3.50E-209,2.61855e-322,4.9E-324
781100,6.34E-09,0.998945,1.75E-114,1.82E-85,1.20E-41,2.07E-209,2.61855e-322,4.9E-324
781200,5.94E-09,0.999291,1.16E-114,1.44E-85,6.87E-42,1.22E-209,2.61855e-322,4.9E-324
781300,5.56E-09,0.999024,7.73E-115,1.14E-85,3.94E-42,7.21E-210,2.61855e-322,4.9E-324
781400,5.20E-09,0.99865,5.14E-115,9.08E-86,2.26E-42,4.25E-210,2.61855e-322,4.9E-324
781500,4.87E-09,0.998926,3.42E-115,7.21E-86,1.30E-42,2.51E-210,2.61855e-322,4.9E-324
781600,4.56E-09,0.998755,2.27E-115,5.73E-86,7.46E-43,1.49E-210,2.61855e-322,4.9E-324
781700,4.27E-09,0.999199,1.51E-115,4.55E-86,4.28E-43,8.79E-211,2.61855e-322,4.9E-324
781800,4.00E-09,0.999428,1.00E-115,3.61E-86,2.45E-43,5.19E-211,2.61855e-322,4.9E-324
781900,3.74E-09,0.998055,6.67E-116,2.86E-86,1.41E-43,3.06E-211,2.61855e-322,4.9E-324
782000,3.50E-09,0.997915,4.43E-116,2.27E-86,8.06E-44,1.81E-211,2.61855e-322,4.9E-324
782100,3.27E-09,0.99759,2.94E-116,1.80E-86,4.62E-44,1.07E-211,2.61855e-322,4.9E-324
782200,3.06E-09,0.998589,1.96E-116,1.43E-86,2.65E-44,6.33E-212,2.61855e-322,4.9E-324
782300,2.87E-09,0.999324,1.30E-116,1.14E-86,1.52E-44,3.75E-212,2.61855e-322,4.9E-324
782400,2.69E-09,0.999199,8.67E-117,9.05E-87,8.74E-45,2.21E-212,2.61855e-322,4.9E-324
782500,2.51E-09,0.999746,5.77E-117,7.19E-87,5.01E-45,1.31E-212,2.61855e-322,4.9E-324
782600,2.35E-09,0.999355,3.83E-117,5.71E-87,2.87E-45,7.75E-213,2.61855e-322,4.9E-324
782700,2.20E-09,0.999035,2.55E-117,4.53E-87,1.65E-45,4.58E-213,2.61855e-322,4.9E-324
782800,2.06E-09,0.999479,1.69E-117,3.60E-87,9.45E-46,2.71E-213,2.61855e-322,4.9E-324
782900,1.93E-09,0.999837,1.13E-117,2.86E-87,5.42E-46,1.60E-213,2.61855e-322,4.9E-324
783000,1.80E-09,0.999952,7.50E-118,2.27E-87,3.11E-46,9.47E-214,2.61855e-322,4.9E-324
783100,1.69E-09,0.9994,4.99E-118,1.80E-87,1.78E-46,5.60E-214,2.61855e-322,4.9E-324
783200,1.58E-09,0.99942,3.31E-118,1.43E-87,1.02E-46,3.31E-214,2.61855e-322,4.9E-324
783300,1.48E-09,0.999663,2.20E-118,1.14E-87,5.87E-47,1.95E-214,2.61855e-322,4.9E-324
783400,1.38E-09,0.999327,1.46E-118,9.01E-88,3.37E-47,1.15E-214,2.61855e-322,4.9E-324
783500,1.30E-09,0.999965,9.73E-119,7.16E-88,1.93E-47,6.82E-215,2.61855e-322,4.9E-324
783600,1.21E-09,0.999954,6.47E-119,5.68E-88,1.11E-47,4.03E-215,2.61855e-322,4.9E-324
783700,1.13E-09,0.999923,4.30E-119,4.51E-88,6.36E-48,2.38E-215,2.61855e-322,4.9E-324
783800,1.06E-09,0.999713,2.85E-119,3.58E-88,3.64E-48,1.41E-215,2.61855e-322,4.9E-324
783900,9.94E-10,0.999941,1.90E-119,2.85E-88,2.09E-48,8.33E-216,2.61855e-322,4.9E-324
784000,9.30E-10,0.999779,1.26E-119,2.26E-88,1.20E-48,4.92E-216,2.61855e-322,4.9E-324
784100,8.71E-10,0.999877,8.39E-120,1.79E-88,6.88E-49,2.90E-216,2.61855e-322,4.9E-324
784200,8.16E-10,0.999567,5.58E-120,1.42E-88,3.96E-49,1.72E-216,2.61855e-322,4.9E-324
784300,7.64E-10,0.999808,3.71E-120,1.13E-88,2.27E-49,1.02E-216,2.61855e-322,4.9E-324
784400,7.14E-10,0.998865,2.47E-120,8.97E-89,1.30E-49,6.00E-217,2.61855e-322,4.9E-324
784500,6.69E-10,0.999936,1.64E-120,7.13E-89,7.47E-50,3.55E-217,2.61855e-322,4.9E-324
784600,6.26E-10,0.999849,1.09E-120,5.66E-89,4.28E-50,2.10E-217,2.61855e-322,4.9E-324
784700,5.85E-10,0.999624,7.27E-121,4.50E-89,2.46E-50,1.24E-217,2.61855e-322,4.9E-324
784800,5.48E-10,0.999952,4.84E-121,3.57E-89,1.41E-50,7.35E-218,2.61855e-322,4.9E-324
784900,5.12E-10,0.998643,3.21E-121,2.83E-89,8.08E-51,4.34E-218,2.61855e-322,4.9E-324
785000,4.80E-10,0.999648,2.14E-121,2.25E-89,4.64E-51,2.57E-218,2.61855e-322,4.9E-324
785100,4.49E-10,0.999256,1.42E-121,1.79E-89,2.66E-51,1.52E-218,2.61855e-322,4.9E-324
785200,4.20E-10,0.998919,9.44E-122,1.42E-89,1.52E-51,8.97E-219,2.61855e-322,4.9E-324
785300,3.93E-10,0.99878,6.27E-122,1.13E-89,8.74E-52,5.30E-219,2.61855e-322,4.9E-324
785400,3.68E-10,0.999313,4.17E-122,8.95E-90,5.02E-52,3.13E-219,2.61855e-322,4.9E-324
785500,3.44E-10,0.999317,2.77E-122,7.11E-90,2.88E-52,1.85E-219,2.61855e-322,4.9E-324
785600,3.22E-10,0.999638,1.84E-122,5.65E-90,1.65E-52,1.10E-219,2.61855e-322,4.9E-324
785700,3.01E-10,0.999666,1.23E-122,4.49E-90,9.49E-53,6.48E-220,2.61855e-322,4.9E-324
785800,2.82E-10,0.999906,8.15E-123,3.56E-90,5.44E-53,3.83E-220,2.61855e-322,4.9E-324
785900,2.64E-10,0.999161,5.42E-123,2.83E-90,3.12E-53,2.27E-220,2.61855e-322,4.9E-324
