name,stra.13200,stra.13663,stra.13664,stra.13784,stra.13785,stra.13786,stra.13905,stra.13906,stra.14026,stra.14027,stra.14147,stra.14393,stra.14399,stra.14511,stra.14512,stra.14642
823900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000474098,0.311666,1.57E-45,5.72E-39,0.663079
824000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000473427,0.311678,1.54E-45,5.62E-39,0.66308
824100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000472758,0.31169,1.51E-45,5.53E-39,0.663081
824200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000472089,0.311703,1.48E-45,5.43E-39,0.663083
824300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000471421,0.311715,1.45E-45,5.33E-39,0.663084
824400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000470755,0.311727,1.42E-45,5.24E-39,0.663085
824500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000470089,0.311739,1.39E-45,5.15E-39,0.663086
824600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000469424,0.311751,1.36E-45,5.06E-39,0.663088
824700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00046876,0.311763,1.34E-45,4.97E-39,0.663089
824800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000468097,0.311775,1.31E-45,4.88E-39,0.66309
824900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000467435,0.311787,1.28E-45,4.80E-39,0.663091
825000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000466774,0.311799,1.26E-45,4.71E-39,0.663093
825100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000466113,0.311812,1.23E-45,4.63E-39,0.663094
825200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000465454,0.311824,1.21E-45,4.55E-39,0.663095
825300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000464796,0.311836,1.18E-45,4.47E-39,0.663096
825400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000464138,0.311848,1.16E-45,4.39E-39,0.663098
825500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000463482,0.31186,1.14E-45,4.31E-39,0.663099
825600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000462826,0.311872,1.11E-45,4.24E-39,0.6631
825700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000462172,0.311884,1.09E-45,4.16E-39,0.663101
825800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000461518,0.311896,1.07E-45,4.09E-39,0.663102
825900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000460865,0.311908,1.05E-45,4.02E-39,0.663104
826000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000460213,0.31192,1.03E-45,3.95E-39,0.663105
826100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000459562,0.311932,1.01E-45,3.88E-39,0.663106
826200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000458912,0.311944,9.88E-46,3.81E-39,0.663107
826300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000458263,0.311956,9.68E-46,3.74E-39,0.663109
826400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000457614,0.311968,9.49E-46,3.68E-39,0.66311
826500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000456967,0.31198,9.30E-46,3.61E-39,0.663111
826600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00045632,0.311992,9.11E-46,3.55E-39,0.663112
826700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000455675,0.312004,8.93E-46,3.49E-39,0.663113
826800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00045503,0.312016,8.75E-46,3.43E-39,0.663115
826900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000454386,0.312028,8.58E-46,3.37E-39,0.663116
827000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000453744,0.31204,8.41E-46,3.31E-39,0.663117
827100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000453102,0.312051,8.24E-46,3.25E-39,0.663118
827200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000452461,0.312063,8.07E-46,3.19E-39,0.66312
827300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00045182,0.312075,7.91E-46,3.14E-39,0.663121
827400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000451181,0.312087,7.75E-46,3.08E-39,0.663122
827500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000450543,0.312099,7.60E-46,3.03E-39,0.663123
827600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000449905,0.312111,7.45E-46,2.97E-39,0.663124
827700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000449269,0.312123,7.30E-46,2.92E-39,0.663126
827800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000448633,0.312135,7.15E-46,2.87E-39,0.663127
827900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000447998,0.312146,7.01E-46,2.82E-39,0.663128
828000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000447364,0.312158,6.87E-46,2.77E-39,0.663129
828100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000446731,0.31217,6.73E-46,2.72E-39,0.66313
828200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000446099,0.312182,6.60E-46,2.67E-39,0.663132
828300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000445468,0.312194,6.47E-46,2.63E-39,0.663133
828400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000444838,0.312206,6.34E-46,2.58E-39,0.663134
828500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000444208,0.312217,6.21E-46,2.54E-39,0.663135
828600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00044358,0.312229,6.09E-46,2.49E-39,0.663137
828700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000442952,0.312241,5.96E-46,2.45E-39,0.663138
828800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000442325,0.312253,5.85E-46,2.40E-39,0.663139
828900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000441699,0.312264,5.73E-46,2.36E-39,0.66314
829000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000441074,0.312276,5.61E-46,2.32E-39,0.663141
829100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00044045,0.312288,5.50E-46,2.28E-39,0.663143
829200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000439827,0.3123,5.39E-46,2.24E-39,0.663144
829300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000439204,0.312311,5.28E-46,2.20E-39,0.663145
829400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000438583,0.312323,5.18E-46,2.16E-39,0.663146
829500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000437962,0.312335,5.08E-46,2.12E-39,0.663147
829600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000437342,0.312347,4.97E-46,2.09E-39,0.663149
829700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000436723,0.312358,4.87E-46,2.05E-39,0.66315
829800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000436105,0.31237,4.78E-46,2.01E-39,0.663151
829900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000435488,0.312382,4.68E-46,1.98E-39,0.663152
830000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000434872,0.312393,4.59E-46,1.94E-39,0.663153
830100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000434256,0.312405,4.50E-46,1.91E-39,0.663154
830200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000433641,0.312417,4.41E-46,1.88E-39,0.663156
830300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000433028,0.312428,4.32E-46,1.84E-39,0.663157
830400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000432415,0.31244,4.23E-46,1.81E-39,0.663158
830500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000431803,0.312451,4.15E-46,1.78E-39,0.663159
830600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000431192,0.312463,4.07E-46,1.75E-39,0.66316
830700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000430581,0.312475,3.98E-46,1.72E-39,0.663162
830800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000429972,0.312486,3.90E-46,1.69E-39,0.663163
830900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000429363,0.312498,3.83E-46,1.66E-39,0.663164
831000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000428755,0.312509,3.75E-46,1.63E-39,0.663165
831100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000428148,0.312521,3.68E-46,1.60E-39,0.663166
831200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000427542,0.312533,3.60E-46,1.57E-39,0.663168
831300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000426937,0.312544,3.53E-46,1.54E-39,0.663169
831400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000426333,0.312556,3.46E-46,1.52E-39,0.66317
831500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000425729,0.312567,3.39E-46,1.49E-39,0.663171
831600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000425127,0.312579,3.32E-46,1.46E-39,0.663172
831700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000424525,0.31259,3.26E-46,1.44E-39,0.663173
831800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000423924,0.312602,3.19E-46,1.41E-39,0.663175
831900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000423324,0.312613,3.13E-46,1.39E-39,0.663176
832000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000422725,0.312625,3.06E-46,1.36E-39,0.663177
832100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000422126,0.312636,3.00E-46,1.34E-39,0.663178
832200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000421528,0.312648,2.94E-46,1.32E-39,0.663179
832300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000420932,0.312659,2.88E-46,1.29E-39,0.66318
832400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000420336,0.312671,2.83E-46,1.27E-39,0.663182
832500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000419741,0.312682,2.77E-46,1.25E-39,0.663183
832600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000419146,0.312694,2.72E-46,1.23E-39,0.663184
832700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000418553,0.312705,2.66E-46,1.21E-39,0.663185
832800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00041796,0.312717,2.61E-46,1.18E-39,0.663186
832900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000417369,0.312728,2.56E-46,1.16E-39,0.663187
833000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000416778,0.31274,2.50E-46,1.14E-39,0.663189
833100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000416188,0.312751,2.45E-46,1.12E-39,0.66319
833200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000415598,0.312762,2.41E-46,1.10E-39,0.663191
833300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00041501,0.312774,2.36E-46,1.08E-39,0.663192
833400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000414422,0.312785,2.31E-46,1.07E-39,0.663193
833500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000413836,0.312797,2.26E-46,1.05E-39,0.663194
833600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00041325,0.312808,2.22E-46,1.03E-39,0.663196
833700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000412664,0.312819,2.17E-46,1.01E-39,0.663197
833800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00041208,0.312831,2.13E-46,9.92E-40,0.663198
833900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000411497,0.312842,2.09E-46,9.75E-40,0.663199
834000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000410914,0.312853,2.05E-46,9.58E-40,0.6632
834100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000410332,0.312865,2.01E-46,9.41E-40,0.663201
834200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000409751,0.312876,1.97E-46,9.24E-40,0.663203
834300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000409171,0.312887,1.93E-46,9.08E-40,0.663204
834400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000408591,0.312899,1.89E-46,8.92E-40,0.663205
834500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000408013,0.31291,1.85E-46,8.77E-40,0.663206
834600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000407435,0.312921,1.81E-46,8.61E-40,0.663207
834700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000406858,0.312933,1.78E-46,8.46E-40,0.663208
834800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000406282,0.312944,1.74E-46,8.31E-40,0.663209
834900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000405707,0.312955,1.71E-46,8.17E-40,0.663211
835000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000405132,0.312966,1.67E-46,8.02E-40,0.663212
835100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000404558,0.312978,1.64E-46,7.88E-40,0.663213
835200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000403985,0.312989,1.61E-46,7.74E-40,0.663214
