name,stra.13200,stra.13663,stra.13664,stra.13784,stra.13785,stra.13786,stra.13905,stra.13906,stra.14026,stra.14027,stra.14147,stra.14393,stra.14399,stra.14511,stra.14512,stra.14642
812500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000557035,0.31022,1.57E-44,4.31E-38,0.66293
812600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000556248,0.310233,1.54E-44,4.23E-38,0.662932
812700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000555463,0.310246,1.51E-44,4.16E-38,0.662933
812800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000554679,0.310259,1.48E-44,4.08E-38,0.662934
812900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000553895,0.310272,1.45E-44,4.01E-38,0.662936
813000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000553113,0.310286,1.42E-44,3.94E-38,0.662937
813100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000552332,0.310299,1.39E-44,3.87E-38,0.662938
813200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000551552,0.310312,1.36E-44,3.80E-38,0.66294
813300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000550773,0.310325,1.33E-44,3.74E-38,0.662941
813400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000549995,0.310338,1.31E-44,3.67E-38,0.662942
813500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000549219,0.310351,1.28E-44,3.61E-38,0.662944
813600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000548443,0.310364,1.26E-44,3.54E-38,0.662945
813700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000547668,0.310378,1.23E-44,3.48E-38,0.662947
813800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000546895,0.310391,1.21E-44,3.42E-38,0.662948
813900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000546122,0.310404,1.18E-44,3.36E-38,0.662949
814000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000545351,0.310417,1.16E-44,3.30E-38,0.662951
814100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000544581,0.31043,1.13E-44,3.24E-38,0.662952
814200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000543812,0.310443,1.11E-44,3.19E-38,0.662953
814300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000543044,0.310456,1.09E-44,3.13E-38,0.662955
814400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000542277,0.310469,1.07E-44,3.08E-38,0.662956
814500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000541511,0.310482,1.05E-44,3.02E-38,0.662957
814600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000540746,0.310495,1.03E-44,2.97E-38,0.662959
814700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000539982,0.310508,1.01E-44,2.92E-38,0.66296
814800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000539219,0.310521,9.85E-45,2.87E-38,0.662961
814900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000538458,0.310534,9.66E-45,2.82E-38,0.662963
815000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000537697,0.310547,9.46E-45,2.77E-38,0.662964
815100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000536937,0.31056,9.28E-45,2.72E-38,0.662965
815200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000536179,0.310573,9.09E-45,2.67E-38,0.662967
815300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000535422,0.310586,8.91E-45,2.62E-38,0.662968
815400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000534665,0.310599,8.73E-45,2.58E-38,0.662969
815500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00053391,0.310612,8.56E-45,2.53E-38,0.662971
815600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000533156,0.310625,8.39E-45,2.49E-38,0.662972
815700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000532403,0.310638,8.22E-45,2.44E-38,0.662973
815800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00053165,0.31065,8.05E-45,2.40E-38,0.662975
815900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000530899,0.310663,7.89E-45,2.36E-38,0.662976
816000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000530149,0.310676,7.73E-45,2.32E-38,0.662977
816100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.0005294,0.310689,7.58E-45,2.28E-38,0.662979
816200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000528652,0.310702,7.43E-45,2.24E-38,0.66298
816300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000527906,0.310715,7.28E-45,2.20E-38,0.662981
816400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00052716,0.310728,7.14E-45,2.16E-38,0.662983
816500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000526415,0.310741,6.99E-45,2.12E-38,0.662984
816600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000525671,0.310753,6.85E-45,2.08E-38,0.662985
816700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000524928,0.310766,6.72E-45,2.05E-38,0.662987
816800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000524187,0.310779,6.58E-45,2.01E-38,0.662988
816900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000523446,0.310792,6.45E-45,1.98E-38,0.662989
817000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000522707,0.310805,6.32E-45,1.94E-38,0.66299
817100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000521968,0.310817,6.20E-45,1.91E-38,0.662992
817200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00052123,0.31083,6.07E-45,1.87E-38,0.662993
817300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000520494,0.310843,5.95E-45,1.84E-38,0.662994
817400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000519758,0.310856,5.83E-45,1.81E-38,0.662996
817500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000519024,0.310868,5.72E-45,1.78E-38,0.662997
817600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000518291,0.310881,5.60E-45,1.75E-38,0.662998
817700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000517558,0.310894,5.49E-45,1.72E-38,0.663
817800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000516827,0.310907,5.38E-45,1.69E-38,0.663001
817900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000516097,0.310919,5.27E-45,1.66E-38,0.663002
818000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000515367,0.310932,5.17E-45,1.63E-38,0.663004
818100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000514639,0.310945,5.06E-45,1.60E-38,0.663005
818200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000513912,0.310957,4.96E-45,1.57E-38,0.663006
818300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000513185,0.31097,4.86E-45,1.54E-38,0.663008
818400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00051246,0.310983,4.77E-45,1.52E-38,0.663009
818500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000511736,0.310995,4.67E-45,1.49E-38,0.66301
818600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000511013,0.311008,4.58E-45,1.46E-38,0.663011
818700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000510291,0.311021,4.49E-45,1.44E-38,0.663013
818800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000509569,0.311033,4.40E-45,1.41E-38,0.663014
818900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000508849,0.311046,4.31E-45,1.39E-38,0.663015
819000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00050813,0.311059,4.22E-45,1.36E-38,0.663017
819100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000507412,0.311071,4.14E-45,1.34E-38,0.663018
819200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000506695,0.311084,4.06E-45,1.32E-38,0.663019
819300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000505979,0.311096,3.97E-45,1.29E-38,0.66302
819400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000505263,0.311109,3.90E-45,1.27E-38,0.663022
819500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000504549,0.311122,3.82E-45,1.25E-38,0.663023
819600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000503836,0.311134,3.74E-45,1.23E-38,0.663024
819700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000503124,0.311147,3.67E-45,1.20E-38,0.663026
819800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000502413,0.311159,3.59E-45,1.18E-38,0.663027
819900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000501703,0.311172,3.52E-45,1.16E-38,0.663028
820000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000500994,0.311184,3.45E-45,1.14E-38,0.66303
820100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000500285,0.311197,3.38E-45,1.12E-38,0.663031
820200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000499578,0.311209,3.31E-45,1.10E-38,0.663032
820300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000498872,0.311222,3.25E-45,1.08E-38,0.663033
820400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000498167,0.311234,3.18E-45,1.06E-38,0.663035
820500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000497463,0.311247,3.12E-45,1.04E-38,0.663036
820600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000496759,0.311259,3.06E-45,1.03E-38,0.663037
820700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000496057,0.311272,3.00E-45,1.01E-38,0.663038
820800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000495356,0.311284,2.94E-45,9.91E-39,0.66304
820900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000494656,0.311297,2.88E-45,9.74E-39,0.663041
821000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000493956,0.311309,2.82E-45,9.56E-39,0.663042
821100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000493258,0.311322,2.76E-45,9.40E-39,0.663044
821200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000492561,0.311334,2.71E-45,9.23E-39,0.663045
821300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000491864,0.311346,2.65E-45,9.07E-39,0.663046
821400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000491169,0.311359,2.60E-45,8.91E-39,0.663047
821500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000490475,0.311371,2.55E-45,8.75E-39,0.663049
821600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000489781,0.311384,2.50E-45,8.60E-39,0.66305
821700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000489089,0.311396,2.45E-45,8.45E-39,0.663051
821800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000488397,0.311408,2.40E-45,8.30E-39,0.663052
821900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000487707,0.311421,2.35E-45,8.16E-39,0.663054
822000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000487017,0.311433,2.31E-45,8.01E-39,0.663055
822100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000486329,0.311445,2.26E-45,7.87E-39,0.663056
822200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000485641,0.311458,2.21E-45,7.73E-39,0.663058
822300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000484954,0.31147,2.17E-45,7.60E-39,0.663059
822400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000484269,0.311482,2.13E-45,7.47E-39,0.66306
822500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000483584,0.311495,2.08E-45,7.33E-39,0.663061
822600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.0004829,0.311507,2.04E-45,7.21E-39,0.663063
822700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000482217,0.311519,2.00E-45,7.08E-39,0.663064
822800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000481535,0.311531,1.96E-45,6.95E-39,0.663065
822900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000480854,0.311544,1.92E-45,6.83E-39,0.663066
823000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000480175,0.311556,1.88E-45,6.71E-39,0.663068
823100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000479495,0.311568,1.85E-45,6.60E-39,0.663069
823200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000478817,0.311581,1.81E-45,6.48E-39,0.66307
823300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.00047814,0.311593,1.77E-45,6.37E-39,0.663071
823400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000477464,0.311605,1.74E-45,6.25E-39,0.663073
823500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000476789,0.311617,1.70E-45,6.14E-39,0.663074
823600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000476115,0.311629,1.67E-45,6.04E-39,0.663075
823700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000475441,0.311642,1.64E-45,5.93E-39,0.663076
823800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.79147e-321,1.03754e-321,0.000474769,0.311654,1.60E-45,5.83E-39,0.663078
