name,stra.13663,stra.13664,stra.13784,stra.13785,stra.13905,stra.13906,stra.14026,stra.14147,stra.14512,stra.14518,stra.14641,stra.14642
914650,7.90505e-323,1.58101e-322,1.28457e-322,4.21E-292,1.28846e-313,1.20E-48,4.00193e-322,6.79E-257,0.00131547,0.0335008,5.90E-53,0.809028
914700,7.90505e-323,1.58101e-322,1.28457e-322,3.18E-292,8.5403e-314,1.02E-48,4.00193e-322,5.86E-257,0.00130436,0.0331908,5.55E-53,0.811514
914750,7.90505e-323,1.58101e-322,1.28457e-322,2.40E-292,5.65224e-314,8.61E-49,4.00193e-322,5.06E-257,0.00130005,0.0330721,5.26E-53,0.810814
914800,7.90505e-323,1.58101e-322,1.28457e-322,1.80E-292,3.73756e-314,7.28E-49,4.00193e-322,4.37E-257,0.00128974,0.0327694,4.96E-53,0.811385
914850,7.90505e-323,1.58101e-322,1.28457e-322,1.36E-292,2.47082e-314,6.15E-49,4.00193e-322,3.77E-257,0.00128301,0.0326043,4.70E-53,0.812247
914900,7.90505e-323,1.58101e-322,1.28457e-322,1.03E-292,1.63986e-314,5.22E-49,4.00193e-322,3.26E-257,0.0012864,0.032687,4.49E-53,0.812204
914950,7.90505e-323,1.58101e-322,1.28457e-322,7.73E-293,1.0852e-314,4.42E-49,4.00193e-322,2.82E-257,0.00127786,0.0324522,4.24E-53,0.81338
915000,7.90505e-323,1.58101e-322,1.28457e-322,5.82E-293,7.17001e-315,3.74E-49,4.00193e-322,2.43E-257,0.00126638,0.0321542,3.99E-53,0.815759
915050,7.90505e-323,1.58101e-322,1.28457e-322,4.39E-293,4.74723e-315,3.17E-49,4.00193e-322,2.10E-257,0.00126439,0.0320795,3.79E-53,0.816804
915100,7.90505e-323,1.58101e-322,1.28457e-322,3.29E-293,3.12144e-315,2.67E-49,4.00193e-322,1.80E-257,0.00125079,0.0317048,3.57E-53,0.818203
915150,7.90505e-323,1.58101e-322,1.28457e-322,2.47E-293,2.05979e-315,2.26E-49,4.00193e-322,1.56E-257,0.00124729,0.0316105,3.39E-53,0.818773
915200,7.90505e-323,1.58101e-322,1.28457e-322,1.86E-293,1.3647e-315,1.91E-49,4.00193e-322,1.35E-257,0.00125292,0.0317481,3.25E-53,0.818554
915250,7.90505e-323,1.58101e-322,1.28457e-322,1.41E-293,9.04025e-316,1.63E-49,4.00193e-322,1.17E-257,0.00126257,0.0320022,3.12E-53,0.81682
915300,7.90505e-323,1.58101e-322,1.28457e-322,1.06E-293,5.96323e-316,1.37E-49,4.00193e-322,1.01E-257,0.00126149,0.0319675,2.98E-53,0.816289
915350,7.90505e-323,1.58101e-322,1.28457e-322,7.97E-294,3.95641e-316,1.17E-49,4.00193e-322,8.78E-258,0.00127064,0.0322031,2.87E-53,0.815127
915400,7.90505e-323,1.58101e-322,1.28457e-322,6.01E-294,2.62048e-316,9.88E-50,4.00193e-322,7.60E-258,0.00127235,0.0322509,2.74E-53,0.815157
915450,7.90505e-323,1.58101e-322,1.28457e-322,4.53E-294,1.73508e-316,8.37E-50,4.00193e-322,6.58E-258,0.00127218,0.0322472,2.62E-53,0.814602
915500,7.90505e-323,1.58101e-322,1.28457e-322,3.41E-294,1.14765e-316,7.09E-50,8.63E-04,5.69E-258,0.00127463,0.0323203,2.51E-53,0.813024
915550,7.90505e-323,1.58101e-322,1.28457e-322,2.58E-294,7.63208e-317,6.03E-50,6.77E-04,4.94E-258,0.00128599,0.0326277,2.42E-53,0.811937
915600,7.90505e-323,1.58101e-322,1.28457e-322,1.95E-294,5.05691e-317,5.11E-50,5.28E-04,4.27E-258,0.00128449,0.0325915,2.31E-53,0.811839
915650,7.90505e-323,1.58101e-322,1.28457e-322,1.47E-294,3.34853e-317,4.33E-50,4.12E-04,3.69E-258,0.00127374,0.0322762,2.18E-53,0.814454
915700,7.90505e-323,1.58101e-322,1.28457e-322,1.11E-294,2.22477e-317,3.68E-50,3.23E-04,3.20E-258,0.0012823,0.0325027,2.10E-53,0.813741
915750,7.90505e-323,1.58101e-322,1.28457e-322,8.41E-295,1.48071e-317,3.13E-50,2.53E-04,2.79E-258,0.0012928,0.0328256,2.02E-53,0.81224
915800,7.90505e-323,1.58101e-322,1.28457e-322,6.35E-295,9.81888e-318,2.66E-50,1.98E-04,2.41E-258,0.00129238,0.0328226,1.92E-53,0.811925
915850,7.90505e-323,1.58101e-322,1.28457e-322,4.80E-295,6.52281e-318,2.26E-50,1.55E-04,2.09E-258,0.0012985,0.0329912,1.85E-53,0.811668
915900,7.90505e-323,1.58101e-322,1.28457e-322,3.61E-295,4.31233e-318,1.91E-50,1.20E-04,1.81E-258,0.00129079,0.0327869,1.75E-53,0.810694
915950,7.90505e-323,1.58101e-322,1.28457e-322,2.73E-295,2.8612e-318,1.62E-50,9.41E-05,1.56E-258,0.00129283,0.0328511,1.67E-53,0.811082
916000,7.90505e-323,1.58101e-322,1.28457e-322,2.06E-295,1.89749e-318,1.37E-50,7.35E-05,1.35E-258,0.00129708,0.0329726,1.61E-53,0.809676
916050,7.90505e-323,1.58101e-322,1.28457e-322,1.55E-295,1.25798e-318,1.16E-50,5.74E-05,1.17E-258,0.00128471,0.0326104,1.51E-53,0.812861
916100,7.90505e-323,1.58101e-322,1.28457e-322,1.17E-295,8.355e-319,9.89E-51,4.49E-05,1.01E-258,0.00128877,0.0327217,1.45E-53,0.812621
916150,7.90505e-323,1.58101e-322,1.28457e-322,8.86E-296,5.5404e-319,8.39E-51,3.51E-05,8.78E-259,0.00128586,0.032624,1.37E-53,0.811977
916200,7.90505e-323,1.58101e-322,1.28457e-322,6.68E-296,3.66671e-319,7.10E-51,2.73E-05,7.58E-259,0.00128273,0.0325399,1.31E-53,0.812684
916250,7.90505e-323,1.58101e-322,1.28457e-322,5.06E-296,2.44152e-319,6.05E-51,2.15E-05,6.60E-259,0.00129414,0.0328452,1.26E-53,0.812036
916300,7.90505e-323,1.58101e-322,1.28457e-322,3.81E-296,1.61653e-319,5.12E-51,1.67E-05,5.70E-259,0.0012855,0.0325497,1.19E-53,0.812751
916350,7.90505e-323,1.58101e-322,1.28457e-322,2.89E-296,1.07479e-319,4.35E-51,1.31E-05,4.95E-259,0.00128895,0.0326006,1.13E-53,0.813431
916400,7.90505e-323,1.58101e-322,1.28457e-322,2.18E-296,7.13875e-320,3.70E-51,1.03E-05,4.29E-259,0.00129357,0.0327084,1.08E-53,0.812888
916450,7.90505e-323,1.58101e-322,1.28457e-322,1.65E-296,4.73216e-320,3.13E-51,8.01E-06,3.72E-259,0.00129565,0.0327582,1.03E-53,0.811721
916500,7.90505e-323,1.58101e-322,1.28457e-322,1.24E-296,3.14078e-320,2.66E-51,6.27E-06,3.23E-259,0.00129785,0.0327918,9.77E-54,0.810248
916550,7.90505e-323,1.58101e-322,1.28457e-322,9.41E-297,2.08842e-320,2.26E-51,4.90E-06,2.80E-259,0.00129718,0.0327524,9.22E-54,0.811704
916600,7.90505e-323,1.58101e-322,1.28457e-322,7.12E-297,1.38981e-320,1.93E-51,3.85E-06,2.43E-259,0.00130224,0.0328759,8.76E-54,0.810548
916650,7.90505e-323,1.58101e-322,1.28457e-322,5.39E-297,9.24891e-321,1.64E-51,3.01E-06,2.11E-259,0.0013051,0.0329524,8.30E-54,0.809969
916700,7.90505e-323,1.58101e-322,1.28457e-322,4.08E-297,6.14618e-321,1.39E-51,2.36E-06,1.83E-259,0.00130187,0.032902,7.79E-54,0.810482
916750,7.90505e-323,1.58101e-322,1.28457e-322,3.09E-297,4.10569e-321,1.18E-51,1.85E-06,1.59E-259,0.00130761,0.0330566,7.39E-54,0.809979
916800,7.90505e-323,1.58101e-322,1.28457e-322,2.33E-297,2.70748e-321,1.00E-51,1.44E-06,1.37E-259,0.00129999,0.0328626,6.96E-54,0.809365
916850,7.90505e-323,1.58101e-322,1.28457e-322,1.76E-297,1.80828e-321,8.51E-52,1.13E-06,1.19E-259,0.00129852,0.032826,6.59E-54,0.81047
916900,7.90505e-323,1.58101e-322,1.28457e-322,1.33E-297,1.22034e-321,7.20E-52,8.78E-07,1.03E-259,0.00128511,0.0324377,6.18E-54,0.813415
916950,7.90505e-323,1.58101e-322,1.28457e-322,1.00E-297,8.20149e-322,6.11E-52,6.87E-07,8.89E-260,0.00128844,0.0325255,5.90E-54,0.812578
917000,7.90505e-323,1.58101e-322,1.28457e-322,7.55E-298,5.68175e-322,5.17E-52,5.35E-07,7.67E-260,0.0012826,0.0323606,5.58E-54,0.812685
917050,7.90505e-323,1.58101e-322,1.28457e-322,5.72E-298,3.31024e-322,4.40E-52,4.20E-07,6.68E-260,0.00129351,0.0326429,5.37E-54,0.811986
917100,7.90505e-323,1.58101e-322,1.28457e-322,4.32E-298,3.21143e-322,3.74E-52,3.29E-07,5.79E-260,0.00129758,0.0327418,5.14E-54,0.809982
917150,7.90505e-323,1.58101e-322,1.28457e-322,3.26E-298,3.11261e-322,3.17E-52,2.57E-07,5.01E-260,0.00128311,0.0323077,4.77E-54,0.811768
917200,7.90505e-323,1.58101e-322,1.28457e-322,2.46E-298,3.11261e-322,2.68E-52,2.00E-07,4.33E-260,0.00127563,0.0320987,4.47E-54,0.812619
917250,7.90505e-323,1.58101e-322,1.28457e-322,1.86E-298,3.11261e-322,2.29E-52,1.57E-07,3.77E-260,0.00128216,0.032252,4.24E-54,0.812745
917300,7.90505e-323,1.58101e-322,1.28457e-322,1.40E-298,3.11261e-322,1.94E-52,1.23E-07,3.25E-260,0.001277,0.0321159,3.98E-54,0.812542
917350,7.90505e-323,1.58101e-322,1.28457e-322,1.06E-298,3.11261e-322,1.64E-52,9.58E-08,2.82E-260,0.00127439,0.0320195,3.75E-54,0.813647
917400,7.90505e-323,1.58101e-322,1.28457e-322,7.97E-299,3.11261e-322,1.39E-52,7.45E-08,2.43E-260,0.00126436,0.0317439,3.52E-54,0.81422
917450,7.90505e-323,1.58101e-322,1.28457e-322,6.01E-299,3.11261e-322,1.18E-52,5.81E-08,2.10E-260,0.00125605,0.0315022,3.30E-54,0.816406
917500,7.90505e-323,1.58101e-322,1.28457e-322,4.52E-299,3.11261e-322,9.96E-53,4.52E-08,1.81E-260,0.00125091,0.0313613,3.12E-54,0.818794
917550,7.90505e-323,1.58101e-322,1.28457e-322,3.39E-299,3.11261e-322,8.40E-53,3.51E-08,1.56E-260,0.00124315,0.0311418,2.95E-54,0.818871
917600,7.90505e-323,1.58101e-322,1.28457e-322,2.54E-299,3.11261e-322,7.08E-53,2.72E-08,1.34E-260,0.00123753,0.0309993,2.80E-54,0.819637
917650,7.90505e-323,1.58101e-322,1.28457e-322,1.91E-299,3.11261e-322,5.97E-53,2.11E-08,1.15E-260,0.00123111,0.0308341,2.66E-54,0.820508
917700,7.90505e-323,1.58101e-322,1.28457e-322,1.43E-299,3.11261e-322,5.05E-53,1.65E-08,9.99E-261,0.00123681,0.0309836,2.56E-54,0.820892
917750,7.90505e-323,1.58101e-322,1.28457e-322,1.08E-299,3.11261e-322,4.28E-53,1.28E-08,8.65E-261,0.00124257,0.0311334,2.47E-54,0.820464
917800,7.90505e-323,1.58101e-322,1.28457e-322,8.12E-300,3.11261e-322,3.63E-53,1.00E-08,7.51E-261,0.0012566,0.0315045,2.41E-54,0.817842
917850,7.90505e-323,1.58101e-322,1.28457e-322,6.10E-300,3.11261e-322,3.07E-53,7.81E-09,6.49E-261,0.00126246,0.0316581,2.33E-54,0.81559
917900,7.90505e-323,1.58101e-322,1.28457e-322,4.60E-300,3.11261e-322,2.60E-53,6.10E-09,5.62E-261,0.00127138,0.0318914,2.26E-54,0.813287
917950,7.90505e-323,1.58101e-322,1.28457e-322,3.46E-300,3.11261e-322,2.20E-53,4.76E-09,4.87E-261,0.00127561,0.0319942,2.18E-54,0.811906
918000,7.90505e-323,1.58101e-322,1.28457e-322,2.62E-300,3.11261e-322,1.87E-53,3.73E-09,4.23E-261,0.00128063,0.0320911,2.08E-54,0.811062
918050,7.90505e-323,1.58101e-322,1.28457e-322,1.97E-300,3.11261e-322,1.58E-53,2.91E-09,3.65E-261,0.00127255,0.031848,1.98E-54,0.813156
918100,7.90505e-323,1.58101e-322,1.28457e-322,1.48E-300,3.11261e-322,1.34E-53,2.26E-09,3.14E-261,0.00126866,0.0317384,1.89E-54,0.81431
918150,7.90505e-323,1.58101e-322,1.28457e-322,1.12E-300,3.11261e-322,1.14E-53,1.77E-09,2.73E-261,0.00128096,0.0320515,1.84E-54,0.813362
918200,7.90505e-323,1.58101e-322,1.28457e-322,8.43E-301,3.11261e-322,9.60E-54,1.38E-09,2.35E-261,0.0012733,0.0318358,1.76E-54,0.812938
918250,7.90505e-323,1.58101e-322,1.28457e-322,6.37E-301,3.11261e-322,8.15E-54,1.08E-09,2.04E-261,0.00128365,0.0321027,1.72E-54,0.812012
918300,7.90505e-323,1.58101e-322,1.28457e-322,4.81E-301,3.11261e-322,6.93E-54,8.43E-10,1.77E-261,0.00129212,0.0323336,1.67E-54,0.811428
918350,7.90505e-323,1.58101e-322,1.28457e-322,3.61E-301,3.11261e-322,5.84E-54,6.54E-10,1.52E-261,0.00128406,0.032143,1.60E-54,0.811177
918400,7.90505e-323,1.58101e-322,1.28457e-322,2.71E-301,3.11261e-322,4.92E-54,5.08E-10,1.31E-261,0.00127712,0.0319745,1.54E-54,0.811289
918450,7.90505e-323,1.58101e-322,1.28457e-322,2.05E-301,3.11261e-322,4.18E-54,3.96E-10,1.13E-261,0.00127613,0.0319645,1.49E-54,0.813214
918500,7.90505e-323,1.58101e-322,1.28457e-322,1.55E-301,3.11261e-322,3.54E-54,3.10E-10,9.82E-262,0.00128767,0.0322736,1.45E-54,0.810477
918550,7.90505e-323,1.58101e-322,1.28457e-322,1.17E-301,3.11261e-322,3.01E-54,2.43E-10,8.53E-262,0.00129758,0.0325438,1.42E-54,0.809245
918600,7.90505e-323,1.58101e-322,1.28457e-322,8.83E-302,3.11261e-322,2.55E-54,1.90E-10,7.38E-262,0.00129915,0.0325903,1.37E-54,0.808291
918650,7.90505e-323,1.58101e-322,1.28457e-322,6.67E-302,3.11261e-322,2.16E-54,1.48E-10,6.37E-262,0.00129876,0.0325984,1.33E-54,0.809367
918700,7.90505e-323,1.58101e-322,1.28457e-322,5.05E-302,3.11261e-322,1.84E-54,1.16E-10,5.53E-262,0.00130763,0.0328379,1.29E-54,0.807928
918750,7.90505e-323,1.58101e-322,1.28457e-322,3.80E-302,3.11261e-322,1.56E-54,9.04E-11,4.78E-262,0.00130819,0.0328601,1.25E-54,0.80683
918800,7.90505e-323,1.58101e-322,1.28457e-322,2.88E-302,3.11261e-322,1.32E-54,7.08E-11,4.14E-262,0.00131242,0.0329722,1.21E-54,0.805568
918850,7.90505e-323,1.58101e-322,1.28457e-322,2.18E-302,3.11261e-322,1.12E-54,5.55E-11,3.59E-262,0.00131585,0.0330671,1.17E-54,0.805535
918900,7.90505e-323,1.58101e-322,1.28457e-322,1.66E-302,3.11261e-322,9.57E-55,4.36E-11,3.13E-262,0.00132293,0.0332569,1.13E-54,0.805151
918950,7.90505e-323,1.58101e-322,1.28457e-322,1.25E-302,3.11261e-322,8.14E-55,3.41E-11,2.71E-262,0.00133001,0.0334592,1.10E-54,0.803677
919000,7.90505e-323,1.58101e-322,1.28457e-322,9.53E-303,3.11261e-322,6.94E-55,2.69E-11,2.36E-262,0.00133977,0.0337202,1.06E-54,0.801719
919050,7.90505e-323,1.58101e-322,1.28457e-322,7.25E-303,3.11261e-322,5.92E-55,2.11E-11,2.05E-262,0.00134266,0.0337985,1.02E-54,0.801181
919100,7.90505e-323,1.58101e-322,1.28457e-322,5.52E-303,3.11261e-322,5.06E-55,1.66E-11,1.79E-262,0.00135167,0.0340443,9.83E-55,0.80052
919150,7.90505e-323,1.58101e-322,1.28457e-322,4.19E-303,3.11261e-322,4.31E-55,1.31E-11,1.56E-262,0.00135672,0.0341933,9.43E-55,0.798143
919200,7.90505e-323,1.58101e-322,1.28457e-322,3.18E-303,3.11261e-322,3.66E-55,1.02E-11,1.35E-262,0.00134972,0.0340256,8.94E-55,0.797897
919250,7.90505e-323,1.58101e-322,1.28457e-322,2.42E-303,3.11261e-322,3.12E-55,8.05E-12,1.17E-262,0.00135089,0.0340593,8.50E-55,0.797156
919300,7.90505e-323,1.58101e-322,1.28457e-322,1.85E-303,3.11261e-322,2.67E-55,6.34E-12,1.02E-262,0.00135126,0.0340748,8.06E-55,0.797462
919350,7.90505e-323,1.58101e-322,1.28457e-322,1.40E-303,3.11261e-322,2.27E-55,4.98E-12,8.86E-263,0.00134627,0.0339451,7.59E-55,0.798654
919400,7.90505e-323,1.58101e-322,1.28457e-322,1.07E-303,3.11261e-322,1.93E-55,3.91E-12,7.68E-263,0.00133762,0.0337268,7.11E-55,0.798305
919450,7.90505e-323,1.58101e-322,1.28457e-322,8.12E-304,3.11261e-322,1.65E-55,3.07E-12,6.68E-263,0.00133209,0.0335836,6.65E-55,0.799919
919500,7.90505e-323,1.58101e-322,1.28457e-322,6.19E-304,3.11261e-322,1.41E-55,2.42E-12,5.83E-263,0.00133507,0.0336647,6.27E-55,0.79957
919550,7.90505e-323,1.58101e-322,1.28457e-322,4.70E-304,3.11261e-322,1.20E-55,1.90E-12,5.04E-263,0.00131947,0.0332543,5.80E-55,0.801561
919600,7.90505e-323,1.58101e-322,1.28457e-322,3.57E-304,3.11261e-322,1.02E-55,1.49E-12,4.39E-263,0.00131784,0.0332179,5.42E-55,0.801476
919650,7.90505e-323,1.58101e-322,1.28457e-322,2.71E-304,3.11261e-322,8.71E-56,1.17E-12,3.80E-263,0.00130794,0.0329589,5.03E-55,0.801672
919700,7.90505e-323,1.58101e-322,1.28457e-322,2.05E-304,3.11261e-322,7.40E-56,9.16E-13,3.29E-263,0.00129779,0.0327058,4.65E-55,0.802962
919750,7.90505e-323,1.58101e-322,1.28457e-322,1.55E-304,3.11261e-322,6.28E-56,7.15E-13,2.84E-263,0.00127859,0.0322076,4.26E-55,0.805487
919800,7.90505e-323,1.58101e-322,1.28457e-322,1.17E-304,3.11261e-322,5.32E-56,5.58E-13,2.45E-263,0.00126541,0.0318764,3.92E-55,0.806536
919850,7.90505e-323,1.58101e-322,1.28457e-322,8.90E-305,3.11261e-322,4.53E-56,4.37E-13,2.12E-263,0.00125204,0.0315277,3.60E-55,0.810345
919900,7.90505e-323,1.58101e-322,1.28457e-322,6.74E-305,3.11261e-322,3.85E-56,3.42E-13,1.84E-263,0.0012417,0.0312517,3.31E-55,0.812459
919950,7.90505e-323,1.58101e-322,1.28457e-322,5.11E-305,3.11261e-322,3.28E-56,2.68E-13,1.60E-263,0.00124149,0.0312459,3.08E-55,0.812977
920000,7.90505e-323,1.58101e-322,1.28457e-322,3.85E-305,3.11261e-322,2.77E-56,2.09E-13,1.38E-263,0.00123201,0.0310011,2.84E-55,0.812763
920050,7.90505e-323,1.58101e-322,1.28457e-322,2.91E-305,3.06321e-322,2.36E-56,1.64E-13,1.20E-263,0.00123049,0.0309519,2.64E-55,0.814582
920100,7.90505e-323,1.58101e-322,1.28457e-322,2.20E-305,3.06321e-322,2.01E-56,1.29E-13,1.04E-263,0.00123238,0.0310002,2.46E-55,0.814729
920150,7.90505e-323,1.58101e-322,1.28457e-322,1.67E-305,3.06321e-322,1.71E-56,1.01E-13,9.08E-264,0.00123545,0.0310854,2.30E-55,0.815068
920200,7.90505e-323,1.58101e-322,1.28457e-322,1.26E-305,3.06321e-322,1.45E-56,7.88E-14,7.86E-264,0.00122407,0.0307944,2.11E-55,0.815804
920250,7.90505e-323,1.58101e-322,1.28457e-322,9.51E-306,3.06321e-322,1.23E-56,6.16E-14,6.81E-264,0.00121588,0.03061,1.93E-55,0.816885
920300,7.90505e-323,1.58101e-322,1.28457e-322,7.16E-306,3.06321e-322,1.04E-56,4.80E-14,5.89E-264,0.00120833,0.0304467,1.78E-55,0.817215
920350,7.90505e-323,1.58101e-322,1.28457e-322,5.41E-306,3.06321e-322,8.86E-57,3.75E-14,5.10E-264,0.00120279,0.0303209,1.64E-55,0.819219
920400,7.90505e-323,1.58101e-322,1.28457e-322,4.06E-306,3.06321e-322,7.48E-57,2.92E-14,4.40E-264,0.00119318,0.0300949,1.52E-55,0.820131
920450,7.90505e-323,1.58101e-322,1.28457e-322,3.05E-306,3.06321e-322,6.32E-57,2.27E-14,3.79E-264,0.00117974,0.0297354,1.40E-55,0.822085
920500,7.90505e-323,1.58101e-322,1.28457e-322,2.30E-306,3.06321e-322,5.37E-57,1.77E-14,3.29E-264,0.00118549,0.0299003,1.32E-55,0.821906
920550,7.90505e-323,1.58101e-322,1.28457e-322,1.71E-306,3.06321e-322,4.50E-57,1.37E-14,2.82E-264,0.00116834,0.0294797,1.22E-55,0.821377
920600,7.90505e-323,1.58101e-322,1.28457e-322,1.29E-306,3.06321e-322,3.83E-57,1.07E-14,2.45E-264,0.00117481,0.0296622,1.16E-55,0.823021
920650,7.90505e-323,1.58101e-322,1.28457e-322,9.65E-307,3.06321e-322,3.21E-57,8.28E-15,2.10E-264,0.00116669,0.0294811,1.09E-55,0.821192
920700,7.90505e-323,1.58101e-322,1.28457e-322,7.22E-307,3.0138e-322,2.71E-57,6.41E-15,1.80E-264,0.0011555,0.0291998,1.02E-55,0.823049
920750,7.90505e-323,1.58101e-322,1.28457e-322,5.43E-307,3.0138e-322,2.29E-57,4.99E-15,1.56E-264,0.00115845,0.0292877,9.73E-56,0.823898
920800,7.90505e-323,1.58101e-322,1.28457e-322,4.06E-307,3.0138e-322,1.93E-57,3.87E-15,1.34E-264,0.00115516,0.0292122,9.24E-56,0.824524
920850,7.90505e-323,1.58101e-322,1.28457e-322,3.04E-307,3.0138e-322,1.63E-57,3.01E-15,1.16E-264,0.00115229,0.0291523,8.79E-56,0.825782
920900,7.90505e-323,1.58101e-322,1.28457e-322,2.28E-307,3.0138e-322,1.37E-57,2.34E-15,1.00E-264,0.00115964,0.0293627,8.48E-56,0.824697
920950,7.90505e-323,1.58101e-322,1.28457e-322,1.71E-307,3.0138e-322,1.16E-57,1.81E-15,8.63E-265,0.00116014,0.0293864,8.14E-56,0.824647
921000,7.90505e-323,1.58101e-322,1.28457e-322,1.28E-307,3.0138e-322,9.79E-58,1.41E-15,7.46E-265,0.00116467,0.0295101,7.85E-56,0.82496
921050,7.90505e-323,1.58101e-322,1.28457e-322,9.61E-308,3.0138e-322,8.27E-58,1.10E-15,6.45E-265,0.00117275,0.0297352,7.62E-56,0.823618
921100,7.90505e-323,1.58101e-322,1.28457e-322,7.19E-308,3.0138e-322,6.97E-58,8.53E-16,5.56E-265,0.0011774,0.0298813,7.39E-56,0.822263
921150,7.90505e-323,1.58101e-322,1.28457e-322,5.38E-308,3.0138e-322,5.88E-58,6.62E-16,4.79E-265,0.00117506,0.0298164,7.10E-56,0.822471
921200,7.90505e-323,1.58101e-322,1.28457e-322,4.02E-308,3.0138e-322,4.94E-58,5.12E-16,4.11E-265,0.00116624,0.029595,6.80E-56,0.82414
921250,7.90505e-323,1.58101e-322,1.28457e-322,3.01E-308,3.0138e-322,4.17E-58,3.98E-16,3.54E-265,0.00117102,0.0297387,6.61E-56,0.823674
921300,7.90505e-323,1.58101e-322,1.28457e-322,2.26E-308,3.0138e-322,3.52E-58,3.09E-16,3.06E-265,0.00117736,0.0299207,6.45E-56,0.822958
921350,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,2.98E-58,2.41E-16,2.65E-265,0.00118939,0.0302591,6.33E-56,0.820396
921400,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,2.52E-58,1.87E-16,2.29E-265,0.00119642,0.0304612,6.19E-56,0.819471
921450,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,2.13E-58,1.46E-16,1.98E-265,0.0012095,0.0308241,6.09E-56,0.817368
921500,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,1.80E-58,1.14E-16,1.71E-265,0.00121224,0.0309168,5.93E-56,0.81668
921550,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,1.52E-58,8.87E-17,1.48E-265,0.00121775,0.0310818,5.79E-56,0.815545
921600,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,1.29E-58,6.91E-17,1.28E-265,0.00122509,0.0312965,5.66E-56,0.813663
921650,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,1.09E-58,5.40E-17,1.11E-265,0.00122873,0.0313479,5.46E-56,0.813197
921700,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,9.32E-59,4.24E-17,9.65E-266,0.00124475,0.0317216,5.33E-56,0.811711
921750,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,7.91E-59,3.32E-17,8.37E-266,0.00125058,0.0318468,5.16E-56,0.810972
921800,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,6.73E-59,2.60E-17,7.27E-266,0.00126115,0.0321076,5.03E-56,0.809812
921850,7.90505e-323,1.58101e-322,1.28457e-322,0,3.0138e-322,5.71E-59,2.03E-17,6.30E-266,0.0012685,0.0322908,4.89E-56,0.808304
921900,7.90505e-323,1.58101e-322,1.28457e-322,7.58197e-310,3.0138e-322,4.82E-59,1.58E-17,5.43E-266,0.00126387,0.0321751,4.71E-56,0.808255
921950,7.90505e-323,1.58101e-322,1.28457e-322,5.70642e-310,3.0138e-322,4.07E-59,1.23E-17,4.68E-266,0.00125592,0.0319534,4.52E-56,0.809034
922000,7.90505e-323,1.58101e-322,1.28457e-322,4.30706e-310,3.0138e-322,3.45E-59,9.61E-18,4.05E-266,0.00125906,0.032052,4.39E-56,0.808575
922050,7.90505e-323,1.58101e-322,1.28457e-322,3.25878e-310,3.0138e-322,2.93E-59,7.52E-18,3.51E-266,0.00126801,0.0323004,4.28E-56,0.80735
922100,7.90505e-323,1.58101e-322,1.28457e-322,2.4665e-310,3.0138e-322,2.49E-59,5.88E-18,3.04E-266,0.00126737,0.0322905,4.13E-56,0.807595
922150,7.90505e-323,1.58101e-322,1.28457e-322,1.86537e-310,3.0138e-322,2.12E-59,4.61E-18,2.63E-266,0.00127372,0.032468,4.01E-56,0.807069
922200,7.90505e-323,1.58101e-322,1.28457e-322,1.41602e-310,3.0138e-322,1.80E-59,3.62E-18,2.29E-266,0.00128662,0.0328152,3.91E-56,0.805454
922250,7.90505e-323,1.58101e-322,1.28457e-322,1.07369e-310,3.0138e-322,1.54E-59,2.84E-18,1.99E-266,0.00129624,0.0330894,3.81E-56,0.802626
922300,7.90505e-323,1.58101e-322,1.28457e-322,8.16678e-311,3.0138e-322,1.31E-59,2.24E-18,1.74E-266,0.00130482,0.0333216,3.69E-56,0.802101
922350,7.90505e-323,1.58101e-322,1.28457e-322,6.18827e-311,3.0138e-322,1.11E-59,1.75E-18,1.50E-266,0.00130078,0.0331936,3.53E-56,0.801759
922400,7.90505e-323,1.58101e-322,1.28457e-322,4.69035e-311,3.0138e-322,9.46E-60,1.37E-18,1.31E-266,0.00130105,0.0331976,3.38E-56,0.801498
922450,7.90505e-323,1.58101e-322,1.28457e-322,3.57078e-311,3.0138e-322,8.08E-60,1.08E-18,1.14E-266,0.00131156,0.0334975,3.28E-56,0.800481
922500,7.90505e-323,1.58101e-322,1.28457e-322,2.71358e-311,3.0138e-322,6.89E-60,8.49E-19,9.88E-267,0.00131308,0.0335426,3.14E-56,0.8002
922550,7.90505e-323,1.58101e-322,1.28457e-322,2.05932e-311,3.0138e-322,5.86E-60,6.66E-19,8.58E-267,0.0013167,0.0336637,3.01E-56,0.797686
922600,7.90505e-323,1.58101e-322,1.28457e-322,1.55994e-311,3.0138e-322,4.97E-60,5.20E-19,7.40E-267,0.00129829,0.0331881,2.82E-56,0.80078
