Strategy_Type,p1,p2,p3,p4
stra.4763,0.3,0.6,0.3,0.99
stra.4764,0.3,0.6,0.4,0.01
stra.4765,0.3,0.6,0.4,0.1
stra.4766,0.3,0.6,0.4,0.2
stra.4767,0.3,0.6,0.4,0.3
stra.4768,0.3,0.6,0.4,0.4
stra.4769,0.3,0.6,0.4,0.5
stra.4770,0.3,0.6,0.4,0.6
stra.4771,0.3,0.6,0.4,0.7
stra.4772,0.3,0.6,0.4,0.8
stra.4773,0.3,0.6,0.4,0.9
stra.4774,0.3,0.6,0.4,0.99
stra.4775,0.3,0.6,0.5,0.01
stra.4776,0.3,0.6,0.5,0.1
stra.4777,0.3,0.6,0.5,0.2
stra.4778,0.3,0.6,0.5,0.3
stra.4779,0.3,0.6,0.5,0.4
stra.4780,0.3,0.6,0.5,0.5
stra.4781,0.3,0.6,0.5,0.6
stra.4782,0.3,0.6,0.5,0.7
stra.4783,0.3,0.6,0.5,0.8
stra.4784,0.3,0.6,0.5,0.9
stra.4785,0.3,0.6,0.5,0.99
stra.4786,0.3,0.6,0.6,0.01
stra.4787,0.3,0.6,0.6,0.1
stra.4788,0.3,0.6,0.6,0.2
stra.4789,0.3,0.6,0.6,0.3
stra.4790,0.3,0.6,0.6,0.4
stra.4791,0.3,0.6,0.6,0.5
stra.4792,0.3,0.6,0.6,0.6
stra.4793,0.3,0.6,0.6,0.7
stra.4794,0.3,0.6,0.6,0.8
stra.4795,0.3,0.6,0.6,0.9
stra.4796,0.3,0.6,0.6,0.99
stra.4797,0.3,0.6,0.7,0.01
stra.4798,0.3,0.6,0.7,0.1
stra.4799,0.3,0.6,0.7,0.2
stra.4800,0.3,0.6,0.7,0.3
stra.4801,0.3,0.6,0.7,0.4
stra.4802,0.3,0.6,0.7,0.5
stra.4803,0.3,0.6,0.7,0.6
stra.4804,0.3,0.6,0.7,0.7
stra.4805,0.3,0.6,0.7,0.8
stra.4806,0.3,0.6,0.7,0.9
stra.4807,0.3,0.6,0.7,0.99
stra.4808,0.3,0.6,0.8,0.01
stra.4809,0.3,0.6,0.8,0.1
stra.4810,0.3,0.6,0.8,0.2
stra.4811,0.3,0.6,0.8,0.3
stra.4812,0.3,0.6,0.8,0.4
stra.4813,0.3,0.6,0.8,0.5
stra.4814,0.3,0.6,0.8,0.6
stra.4815,0.3,0.6,0.8,0.7
stra.4816,0.3,0.6,0.8,0.8
stra.4817,0.3,0.6,0.8,0.9
stra.4818,0.3,0.6,0.8,0.99
stra.4819,0.3,0.6,0.9,0.01
stra.4820,0.3,0.6,0.9,0.1
stra.4821,0.3,0.6,0.9,0.2
stra.4822,0.3,0.6,0.9,0.3
stra.4823,0.3,0.6,0.9,0.4
stra.4824,0.3,0.6,0.9,0.5
stra.4825,0.3,0.6,0.9,0.6
stra.4826,0.3,0.6,0.9,0.7
stra.4827,0.3,0.6,0.9,0.8
stra.4828,0.3,0.6,0.9,0.9
stra.4829,0.3,0.6,0.9,0.99
stra.4830,0.3,0.6,0.99,0.01
stra.4831,0.3,0.6,0.99,0.1
stra.4832,0.3,0.6,0.99,0.2
stra.4833,0.3,0.6,0.99,0.3
stra.4834,0.3,0.6,0.99,0.4
stra.4835,0.3,0.6,0.99,0.5
stra.4836,0.3,0.6,0.99,0.6
stra.4837,0.3,0.6,0.99,0.7
stra.4838,0.3,0.6,0.99,0.8
stra.4839,0.3,0.6,0.99,0.9
stra.4840,0.3,0.6,0.99,0.99
stra.4841,0.3,0.7,0.01,0.01
stra.4842,0.3,0.7,0.01,0.1
stra.4843,0.3,0.7,0.01,0.2
stra.4844,0.3,0.7,0.01,0.3
stra.4845,0.3,0.7,0.01,0.4
stra.4846,0.3,0.7,0.01,0.5
stra.4847,0.3,0.7,0.01,0.6
stra.4848,0.3,0.7,0.01,0.7
stra.4849,0.3,0.7,0.01,0.8
stra.4850,0.3,0.7,0.01,0.9
stra.4851,0.3,0.7,0.01,0.99
stra.4852,0.3,0.7,0.1,0.01
stra.4853,0.3,0.7,0.1,0.1
stra.4854,0.3,0.7,0.1,0.2
stra.4855,0.3,0.7,0.1,0.3
stra.4856,0.3,0.7,0.1,0.4
stra.4857,0.3,0.7,0.1,0.5
stra.4858,0.3,0.7,0.1,0.6
stra.4859,0.3,0.7,0.1,0.7
stra.4860,0.3,0.7,0.1,0.8
stra.4861,0.3,0.7,0.1,0.9
stra.4862,0.3,0.7,0.1,0.99
stra.4863,0.3,0.7,0.2,0.01
stra.4864,0.3,0.7,0.2,0.1
stra.4865,0.3,0.7,0.2,0.2
stra.4866,0.3,0.7,0.2,0.3
stra.4867,0.3,0.7,0.2,0.4
stra.4868,0.3,0.7,0.2,0.5
stra.4869,0.3,0.7,0.2,0.6
stra.4870,0.3,0.7,0.2,0.7
stra.4871,0.3,0.7,0.2,0.8
stra.4872,0.3,0.7,0.2,0.9
stra.4873,0.3,0.7,0.2,0.99
stra.4874,0.3,0.7,0.3,0.01
stra.4875,0.3,0.7,0.3,0.1
stra.4876,0.3,0.7,0.3,0.2
stra.4877,0.3,0.7,0.3,0.3
stra.4878,0.3,0.7,0.3,0.4
stra.4879,0.3,0.7,0.3,0.5
stra.4880,0.3,0.7,0.3,0.6
stra.4881,0.3,0.7,0.3,0.7
stra.4882,0.3,0.7,0.3,0.8
stra.4883,0.3,0.7,0.3,0.9
stra.4884,0.3,0.7,0.3,0.99
stra.4885,0.3,0.7,0.4,0.01
stra.4886,0.3,0.7,0.4,0.1
stra.4887,0.3,0.7,0.4,0.2
stra.4888,0.3,0.7,0.4,0.3
stra.4889,0.3,0.7,0.4,0.4
stra.4890,0.3,0.7,0.4,0.5
stra.4891,0.3,0.7,0.4,0.6
stra.4892,0.3,0.7,0.4,0.7
stra.4893,0.3,0.7,0.4,0.8
stra.4894,0.3,0.7,0.4,0.9
stra.4895,0.3,0.7,0.4,0.99
stra.4896,0.3,0.7,0.5,0.01
stra.4897,0.3,0.7,0.5,0.1
stra.4898,0.3,0.7,0.5,0.2
stra.4899,0.3,0.7,0.5,0.3
stra.4900,0.3,0.7,0.5,0.4
stra.4901,0.3,0.7,0.5,0.5
stra.4902,0.3,0.7,0.5,0.6
stra.4903,0.3,0.7,0.5,0.7
stra.4904,0.3,0.7,0.5,0.8
stra.4905,0.3,0.7,0.5,0.9
stra.4906,0.3,0.7,0.5,0.99
stra.4907,0.3,0.7,0.6,0.01
stra.4908,0.3,0.7,0.6,0.1
stra.4909,0.3,0.7,0.6,0.2
stra.4910,0.3,0.7,0.6,0.3
stra.4911,0.3,0.7,0.6,0.4
stra.4912,0.3,0.7,0.6,0.5
stra.4913,0.3,0.7,0.6,0.6
stra.4914,0.3,0.7,0.6,0.7
stra.4915,0.3,0.7,0.6,0.8
stra.4916,0.3,0.7,0.6,0.9
stra.4917,0.3,0.7,0.6,0.99
stra.4918,0.3,0.7,0.7,0.01
stra.4919,0.3,0.7,0.7,0.1
stra.4920,0.3,0.7,0.7,0.2
stra.4921,0.3,0.7,0.7,0.3
stra.4922,0.3,0.7,0.7,0.4
stra.4923,0.3,0.7,0.7,0.5
stra.4924,0.3,0.7,0.7,0.6
stra.4925,0.3,0.7,0.7,0.7
stra.4926,0.3,0.7,0.7,0.8
stra.4927,0.3,0.7,0.7,0.9
stra.4928,0.3,0.7,0.7,0.99
stra.4929,0.3,0.7,0.8,0.01
stra.4930,0.3,0.7,0.8,0.1
stra.4931,0.3,0.7,0.8,0.2
stra.4932,0.3,0.7,0.8,0.3
stra.4933,0.3,0.7,0.8,0.4
stra.4934,0.3,0.7,0.8,0.5
stra.4935,0.3,0.7,0.8,0.6
stra.4936,0.3,0.7,0.8,0.7
stra.4937,0.3,0.7,0.8,0.8
stra.4938,0.3,0.7,0.8,0.9
stra.4939,0.3,0.7,0.8,0.99
stra.4940,0.3,0.7,0.9,0.01
stra.4941,0.3,0.7,0.9,0.1
stra.4942,0.3,0.7,0.9,0.2
stra.4943,0.3,0.7,0.9,0.3
stra.4944,0.3,0.7,0.9,0.4
stra.4945,0.3,0.7,0.9,0.5
stra.4946,0.3,0.7,0.9,0.6
stra.4947,0.3,0.7,0.9,0.7
stra.4948,0.3,0.7,0.9,0.8
stra.4949,0.3,0.7,0.9,0.9
stra.4950,0.3,0.7,0.9,0.99
stra.4951,0.3,0.7,0.99,0.01
stra.4952,0.3,0.7,0.99,0.1
stra.4953,0.3,0.7,0.99,0.2
stra.4954,0.3,0.7,0.99,0.3
stra.4955,0.3,0.7,0.99,0.4
stra.4956,0.3,0.7,0.99,0.5
stra.4957,0.3,0.7,0.99,0.6
stra.4958,0.3,0.7,0.99,0.7
stra.4959,0.3,0.7,0.99,0.8
stra.4960,0.3,0.7,0.99,0.9
stra.4961,0.3,0.7,0.99,0.99
stra.4962,0.3,0.8,0.01,0.01
stra.4963,0.3,0.8,0.01,0.1
stra.4964,0.3,0.8,0.01,0.2
stra.4965,0.3,0.8,0.01,0.3
stra.4966,0.3,0.8,0.01,0.4
stra.4967,0.3,0.8,0.01,0.5
stra.4968,0.3,0.8,0.01,0.6
stra.4969,0.3,0.8,0.01,0.7
stra.4970,0.3,0.8,0.01,0.8
stra.4971,0.3,0.8,0.01,0.9
stra.4972,0.3,0.8,0.01,0.99
stra.4973,0.3,0.8,0.1,0.01
stra.4974,0.3,0.8,0.1,0.1
stra.4975,0.3,0.8,0.1,0.2
stra.4976,0.3,0.8,0.1,0.3
stra.4977,0.3,0.8,0.1,0.4
stra.4978,0.3,0.8,0.1,0.5
stra.4979,0.3,0.8,0.1,0.6
stra.4980,0.3,0.8,0.1,0.7
stra.4981,0.3,0.8,0.1,0.8
stra.4982,0.3,0.8,0.1,0.9
stra.4983,0.3,0.8,0.1,0.99
stra.4984,0.3,0.8,0.2,0.01
stra.4985,0.3,0.8,0.2,0.1
stra.4986,0.3,0.8,0.2,0.2
stra.4987,0.3,0.8,0.2,0.3
stra.4988,0.3,0.8,0.2,0.4
stra.4989,0.3,0.8,0.2,0.5
stra.4990,0.3,0.8,0.2,0.6
stra.4991,0.3,0.8,0.2,0.7
stra.4992,0.3,0.8,0.2,0.8
stra.4993,0.3,0.8,0.2,0.9
stra.4994,0.3,0.8,0.2,0.99
stra.4995,0.3,0.8,0.3,0.01
stra.4996,0.3,0.8,0.3,0.1
stra.4997,0.3,0.8,0.3,0.2
stra.4998,0.3,0.8,0.3,0.3
stra.4999,0.3,0.8,0.3,0.4
stra.5000,0.3,0.8,0.3,0.5
stra.5001,0.3,0.8,0.3,0.6
stra.5002,0.3,0.8,0.3,0.7
stra.5003,0.3,0.8,0.3,0.8
stra.5004,0.3,0.8,0.3,0.9
stra.5005,0.3,0.8,0.3,0.99
stra.5006,0.3,0.8,0.4,0.01
stra.5007,0.3,0.8,0.4,0.1
stra.5008,0.3,0.8,0.4,0.2
stra.5009,0.3,0.8,0.4,0.3
stra.5010,0.3,0.8,0.4,0.4
stra.5011,0.3,0.8,0.4,0.5
stra.5012,0.3,0.8,0.4,0.6
stra.5013,0.3,0.8,0.4,0.7
stra.5014,0.3,0.8,0.4,0.8
stra.5015,0.3,0.8,0.4,0.9
stra.5016,0.3,0.8,0.4,0.99
stra.5017,0.3,0.8,0.5,0.01
stra.5018,0.3,0.8,0.5,0.1
stra.5019,0.3,0.8,0.5,0.2
stra.5020,0.3,0.8,0.5,0.3
stra.5021,0.3,0.8,0.5,0.4
stra.5022,0.3,0.8,0.5,0.5
stra.5023,0.3,0.8,0.5,0.6
stra.5024,0.3,0.8,0.5,0.7
stra.5025,0.3,0.8,0.5,0.8
stra.5026,0.3,0.8,0.5,0.9
stra.5027,0.3,0.8,0.5,0.99
stra.5028,0.3,0.8,0.6,0.01
stra.5029,0.3,0.8,0.6,0.1
stra.5030,0.3,0.8,0.6,0.2
stra.5031,0.3,0.8,0.6,0.3
stra.5032,0.3,0.8,0.6,0.4
stra.5033,0.3,0.8,0.6,0.5
stra.5034,0.3,0.8,0.6,0.6
stra.5035,0.3,0.8,0.6,0.7
stra.5036,0.3,0.8,0.6,0.8
stra.5037,0.3,0.8,0.6,0.9
stra.5038,0.3,0.8,0.6,0.99
stra.5039,0.3,0.8,0.7,0.01
stra.5040,0.3,0.8,0.7,0.1
stra.5041,0.3,0.8,0.7,0.2
stra.5042,0.3,0.8,0.7,0.3
stra.5043,0.3,0.8,0.7,0.4
stra.5044,0.3,0.8,0.7,0.5
stra.5045,0.3,0.8,0.7,0.6
stra.5046,0.3,0.8,0.7,0.7
stra.5047,0.3,0.8,0.7,0.8
stra.5048,0.3,0.8,0.7,0.9
stra.5049,0.3,0.8,0.7,0.99
stra.5050,0.3,0.8,0.8,0.01
stra.5051,0.3,0.8,0.8,0.1
stra.5052,0.3,0.8,0.8,0.2
stra.5053,0.3,0.8,0.8,0.3
stra.5054,0.3,0.8,0.8,0.4
stra.5055,0.3,0.8,0.8,0.5
stra.5056,0.3,0.8,0.8,0.6
stra.5057,0.3,0.8,0.8,0.7
stra.5058,0.3,0.8,0.8,0.8
stra.5059,0.3,0.8,0.8,0.9
stra.5060,0.3,0.8,0.8,0.99
stra.5061,0.3,0.8,0.9,0.01
stra.5062,0.3,0.8,0.9,0.1
stra.5063,0.3,0.8,0.9,0.2
stra.5064,0.3,0.8,0.9,0.3
stra.5065,0.3,0.8,0.9,0.4
stra.5066,0.3,0.8,0.9,0.5
stra.5067,0.3,0.8,0.9,0.6
stra.5068,0.3,0.8,0.9,0.7
stra.5069,0.3,0.8,0.9,0.8
stra.5070,0.3,0.8,0.9,0.9
stra.5071,0.3,0.8,0.9,0.99
stra.5072,0.3,0.8,0.99,0.01
stra.5073,0.3,0.8,0.99,0.1
stra.5074,0.3,0.8,0.99,0.2
stra.5075,0.3,0.8,0.99,0.3
stra.5076,0.3,0.8,0.99,0.4
stra.5077,0.3,0.8,0.99,0.5
stra.5078,0.3,0.8,0.99,0.6
stra.5079,0.3,0.8,0.99,0.7
stra.5080,0.3,0.8,0.99,0.8
stra.5081,0.3,0.8,0.99,0.9
stra.5082,0.3,0.8,0.99,0.99
stra.5083,0.3,0.9,0.01,0.01
stra.5084,0.3,0.9,0.01,0.1
stra.5085,0.3,0.9,0.01,0.2
stra.5086,0.3,0.9,0.01,0.3
stra.5087,0.3,0.9,0.01,0.4
stra.5088,0.3,0.9,0.01,0.5
stra.5089,0.3,0.9,0.01,0.6
stra.5090,0.3,0.9,0.01,0.7
stra.5091,0.3,0.9,0.01,0.8
stra.5092,0.3,0.9,0.01,0.9
stra.5093,0.3,0.9,0.01,0.99
stra.5094,0.3,0.9,0.1,0.01
stra.5095,0.3,0.9,0.1,0.1
stra.5096,0.3,0.9,0.1,0.2
stra.5097,0.3,0.9,0.1,0.3
stra.5098,0.3,0.9,0.1,0.4
stra.5099,0.3,0.9,0.1,0.5
stra.5100,0.3,0.9,0.1,0.6
stra.5101,0.3,0.9,0.1,0.7
stra.5102,0.3,0.9,0.1,0.8
stra.5103,0.3,0.9,0.1,0.9
stra.5104,0.3,0.9,0.1,0.99
stra.5105,0.3,0.9,0.2,0.01
stra.5106,0.3,0.9,0.2,0.1
stra.5107,0.3,0.9,0.2,0.2
stra.5108,0.3,0.9,0.2,0.3
stra.5109,0.3,0.9,0.2,0.4
stra.5110,0.3,0.9,0.2,0.5
stra.5111,0.3,0.9,0.2,0.6
stra.5112,0.3,0.9,0.2,0.7
stra.5113,0.3,0.9,0.2,0.8
stra.5114,0.3,0.9,0.2,0.9
stra.5115,0.3,0.9,0.2,0.99
stra.5116,0.3,0.9,0.3,0.01
stra.5117,0.3,0.9,0.3,0.1
stra.5118,0.3,0.9,0.3,0.2
stra.5119,0.3,0.9,0.3,0.3
stra.5120,0.3,0.9,0.3,0.4
stra.5121,0.3,0.9,0.3,0.5
stra.5122,0.3,0.9,0.3,0.6
stra.5123,0.3,0.9,0.3,0.7
stra.5124,0.3,0.9,0.3,0.8
stra.5125,0.3,0.9,0.3,0.9
stra.5126,0.3,0.9,0.3,0.99
stra.5127,0.3,0.9,0.4,0.01
stra.5128,0.3,0.9,0.4,0.1
stra.5129,0.3,0.9,0.4,0.2
stra.5130,0.3,0.9,0.4,0.3
stra.5131,0.3,0.9,0.4,0.4
stra.5132,0.3,0.9,0.4,0.5
stra.5133,0.3,0.9,0.4,0.6
stra.5134,0.3,0.9,0.4,0.7
stra.5135,0.3,0.9,0.4,0.8
stra.5136,0.3,0.9,0.4,0.9
stra.5137,0.3,0.9,0.4,0.99
stra.5138,0.3,0.9,0.5,0.01
stra.5139,0.3,0.9,0.5,0.1
stra.5140,0.3,0.9,0.5,0.2
stra.5141,0.3,0.9,0.5,0.3
stra.5142,0.3,0.9,0.5,0.4
stra.5143,0.3,0.9,0.5,0.5
stra.5144,0.3,0.9,0.5,0.6
stra.5145,0.3,0.9,0.5,0.7
stra.5146,0.3,0.9,0.5,0.8
stra.5147,0.3,0.9,0.5,0.9
stra.5148,0.3,0.9,0.5,0.99
stra.5149,0.3,0.9,0.6,0.01
stra.5150,0.3,0.9,0.6,0.1
stra.5151,0.3,0.9,0.6,0.2
stra.5152,0.3,0.9,0.6,0.3
stra.5153,0.3,0.9,0.6,0.4
stra.5154,0.3,0.9,0.6,0.5
stra.5155,0.3,0.9,0.6,0.6
stra.5156,0.3,0.9,0.6,0.7
stra.5157,0.3,0.9,0.6,0.8
stra.5158,0.3,0.9,0.6,0.9
stra.5159,0.3,0.9,0.6,0.99
stra.5160,0.3,0.9,0.7,0.01
stra.5161,0.3,0.9,0.7,0.1
stra.5162,0.3,0.9,0.7,0.2
stra.5163,0.3,0.9,0.7,0.3
stra.5164,0.3,0.9,0.7,0.4
stra.5165,0.3,0.9,0.7,0.5
stra.5166,0.3,0.9,0.7,0.6
stra.5167,0.3,0.9,0.7,0.7
stra.5168,0.3,0.9,0.7,0.8
stra.5169,0.3,0.9,0.7,0.9
stra.5170,0.3,0.9,0.7,0.99
stra.5171,0.3,0.9,0.8,0.01
stra.5172,0.3,0.9,0.8,0.1
stra.5173,0.3,0.9,0.8,0.2
stra.5174,0.3,0.9,0.8,0.3
stra.5175,0.3,0.9,0.8,0.4
stra.5176,0.3,0.9,0.8,0.5
stra.5177,0.3,0.9,0.8,0.6
stra.5178,0.3,0.9,0.8,0.7
stra.5179,0.3,0.9,0.8,0.8
stra.5180,0.3,0.9,0.8,0.9
stra.5181,0.3,0.9,0.8,0.99
stra.5182,0.3,0.9,0.9,0.01
stra.5183,0.3,0.9,0.9,0.1
stra.5184,0.3,0.9,0.9,0.2
stra.5185,0.3,0.9,0.9,0.3
stra.5186,0.3,0.9,0.9,0.4
stra.5187,0.3,0.9,0.9,0.5
stra.5188,0.3,0.9,0.9,0.6
stra.5189,0.3,0.9,0.9,0.7
stra.5190,0.3,0.9,0.9,0.8
stra.5191,0.3,0.9,0.9,0.9
stra.5192,0.3,0.9,0.9,0.99
stra.5193,0.3,0.9,0.99,0.01
stra.5194,0.3,0.9,0.99,0.1
stra.5195,0.3,0.9,0.99,0.2
stra.5196,0.3,0.9,0.99,0.3
stra.5197,0.3,0.9,0.99,0.4
stra.5198,0.3,0.9,0.99,0.5
stra.5199,0.3,0.9,0.99,0.6
stra.5200,0.3,0.9,0.99,0.7
stra.5201,0.3,0.9,0.99,0.8
stra.5202,0.3,0.9,0.99,0.9
stra.5203,0.3,0.9,0.99,0.99
stra.5204,0.3,0.99,0.01,0.01
stra.5205,0.3,0.99,0.01,0.1
stra.5206,0.3,0.99,0.01,0.2
stra.5207,0.3,0.99,0.01,0.3
stra.5208,0.3,0.99,0.01,0.4
stra.5209,0.3,0.99,0.01,0.5
stra.5210,0.3,0.99,0.01,0.6
stra.5211,0.3,0.99,0.01,0.7
stra.5212,0.3,0.99,0.01,0.8
stra.5213,0.3,0.99,0.01,0.9
stra.5214,0.3,0.99,0.01,0.99
stra.5215,0.3,0.99,0.1,0.01
stra.5216,0.3,0.99,0.1,0.1
stra.5217,0.3,0.99,0.1,0.2
stra.5218,0.3,0.99,0.1,0.3
stra.5219,0.3,0.99,0.1,0.4
stra.5220,0.3,0.99,0.1,0.5
stra.5221,0.3,0.99,0.1,0.6
stra.5222,0.3,0.99,0.1,0.7
stra.5223,0.3,0.99,0.1,0.8
stra.5224,0.3,0.99,0.1,0.9
stra.5225,0.3,0.99,0.1,0.99
stra.5226,0.3,0.99,0.2,0.01
stra.5227,0.3,0.99,0.2,0.1
stra.5228,0.3,0.99,0.2,0.2
stra.5229,0.3,0.99,0.2,0.3
stra.5230,0.3,0.99,0.2,0.4
stra.5231,0.3,0.99,0.2,0.5
stra.5232,0.3,0.99,0.2,0.6
stra.5233,0.3,0.99,0.2,0.7
stra.5234,0.3,0.99,0.2,0.8
stra.5235,0.3,0.99,0.2,0.9
stra.5236,0.3,0.99,0.2,0.99
stra.5237,0.3,0.99,0.3,0.01
stra.5238,0.3,0.99,0.3,0.1
stra.5239,0.3,0.99,0.3,0.2
stra.5240,0.3,0.99,0.3,0.3
stra.5241,0.3,0.99,0.3,0.4
stra.5242,0.3,0.99,0.3,0.5
stra.5243,0.3,0.99,0.3,0.6
stra.5244,0.3,0.99,0.3,0.7
stra.5245,0.3,0.99,0.3,0.8
stra.5246,0.3,0.99,0.3,0.9
stra.5247,0.3,0.99,0.3,0.99
stra.5248,0.3,0.99,0.4,0.01
stra.5249,0.3,0.99,0.4,0.1
stra.5250,0.3,0.99,0.4,0.2
stra.5251,0.3,0.99,0.4,0.3
stra.5252,0.3,0.99,0.4,0.4
stra.5253,0.3,0.99,0.4,0.5
stra.5254,0.3,0.99,0.4,0.6
stra.5255,0.3,0.99,0.4,0.7
stra.5256,0.3,0.99,0.4,0.8
stra.5257,0.3,0.99,0.4,0.9
stra.5258,0.3,0.99,0.4,0.99
stra.5259,0.3,0.99,0.5,0.01
stra.5260,0.3,0.99,0.5,0.1
stra.5261,0.3,0.99,0.5,0.2
stra.5262,0.3,0.99,0.5,0.3
stra.5263,0.3,0.99,0.5,0.4
stra.5264,0.3,0.99,0.5,0.5
stra.5265,0.3,0.99,0.5,0.6
stra.5266,0.3,0.99,0.5,0.7
stra.5267,0.3,0.99,0.5,0.8
stra.5268,0.3,0.99,0.5,0.9
stra.5269,0.3,0.99,0.5,0.99
stra.5270,0.3,0.99,0.6,0.01
stra.5271,0.3,0.99,0.6,0.1
stra.5272,0.3,0.99,0.6,0.2
stra.5273,0.3,0.99,0.6,0.3
stra.5274,0.3,0.99,0.6,0.4
stra.5275,0.3,0.99,0.6,0.5
stra.5276,0.3,0.99,0.6,0.6
stra.5277,0.3,0.99,0.6,0.7
stra.5278,0.3,0.99,0.6,0.8
stra.5279,0.3,0.99,0.6,0.9
stra.5280,0.3,0.99,0.6,0.99
stra.5281,0.3,0.99,0.7,0.01
stra.5282,0.3,0.99,0.7,0.1
stra.5283,0.3,0.99,0.7,0.2
stra.5284,0.3,0.99,0.7,0.3
stra.5285,0.3,0.99,0.7,0.4
stra.5286,0.3,0.99,0.7,0.5
stra.5287,0.3,0.99,0.7,0.6
stra.5288,0.3,0.99,0.7,0.7
stra.5289,0.3,0.99,0.7,0.8
stra.5290,0.3,0.99,0.7,0.9
stra.5291,0.3,0.99,0.7,0.99
stra.5292,0.3,0.99,0.8,0.01
stra.5293,0.3,0.99,0.8,0.1
stra.5294,0.3,0.99,0.8,0.2
stra.5295,0.3,0.99,0.8,0.3
stra.5296,0.3,0.99,0.8,0.4
stra.5297,0.3,0.99,0.8,0.5
stra.5298,0.3,0.99,0.8,0.6
stra.5299,0.3,0.99,0.8,0.7
stra.5300,0.3,0.99,0.8,0.8
stra.5301,0.3,0.99,0.8,0.9
stra.5302,0.3,0.99,0.8,0.99
stra.5303,0.3,0.99,0.9,0.01
stra.5304,0.3,0.99,0.9,0.1
stra.5305,0.3,0.99,0.9,0.2
stra.5306,0.3,0.99,0.9,0.3
stra.5307,0.3,0.99,0.9,0.4
stra.5308,0.3,0.99,0.9,0.5
stra.5309,0.3,0.99,0.9,0.6
stra.5310,0.3,0.99,0.9,0.7
stra.5311,0.3,0.99,0.9,0.8
stra.5312,0.3,0.99,0.9,0.9
stra.5313,0.3,0.99,0.9,0.99
stra.5314,0.3,0.99,0.99,0.01
stra.5315,0.3,0.99,0.99,0.1
stra.5316,0.3,0.99,0.99,0.2
stra.5317,0.3,0.99,0.99,0.3
stra.5318,0.3,0.99,0.99,0.4
stra.5319,0.3,0.99,0.99,0.5
stra.5320,0.3,0.99,0.99,0.6
stra.5321,0.3,0.99,0.99,0.7
stra.5322,0.3,0.99,0.99,0.8
stra.5323,0.3,0.99,0.99,0.9
stra.5324,0.3,0.99,0.99,0.99
stra.5325,0.4,0.01,0.01,0.01
stra.5326,0.4,0.01,0.01,0.1
stra.5327,0.4,0.01,0.01,0.2
stra.5328,0.4,0.01,0.01,0.3
stra.5329,0.4,0.01,0.01,0.4
stra.5330,0.4,0.01,0.01,0.5
stra.5331,0.4,0.01,0.01,0.6
stra.5332,0.4,0.01,0.01,0.7
stra.5333,0.4,0.01,0.01,0.8
stra.5334,0.4,0.01,0.01,0.9
stra.5335,0.4,0.01,0.01,0.99
stra.5336,0.4,0.01,0.1,0.01
stra.5337,0.4,0.01,0.1,0.1
stra.5338,0.4,0.01,0.1,0.2
stra.5339,0.4,0.01,0.1,0.3
stra.5340,0.4,0.01,0.1,0.4
stra.5341,0.4,0.01,0.1,0.5
stra.5342,0.4,0.01,0.1,0.6
stra.5343,0.4,0.01,0.1,0.7
stra.5344,0.4,0.01,0.1,0.8
stra.5345,0.4,0.01,0.1,0.9
stra.5346,0.4,0.01,0.1,0.99
stra.5347,0.4,0.01,0.2,0.01
stra.5348,0.4,0.01,0.2,0.1
stra.5349,0.4,0.01,0.2,0.2
stra.5350,0.4,0.01,0.2,0.3
stra.5351,0.4,0.01,0.2,0.4
stra.5352,0.4,0.01,0.2,0.5
stra.5353,0.4,0.01,0.2,0.6
stra.5354,0.4,0.01,0.2,0.7
stra.5355,0.4,0.01,0.2,0.8
stra.5356,0.4,0.01,0.2,0.9
stra.5357,0.4,0.01,0.2,0.99
stra.5358,0.4,0.01,0.3,0.01
stra.5359,0.4,0.01,0.3,0.1
stra.5360,0.4,0.01,0.3,0.2
stra.5361,0.4,0.01,0.3,0.3
stra.5362,0.4,0.01,0.3,0.4
stra.5363,0.4,0.01,0.3,0.5
stra.5364,0.4,0.01,0.3,0.6
stra.5365,0.4,0.01,0.3,0.7
stra.5366,0.4,0.01,0.3,0.8
stra.5367,0.4,0.01,0.3,0.9
stra.5368,0.4,0.01,0.3,0.99
stra.5369,0.4,0.01,0.4,0.01
stra.5370,0.4,0.01,0.4,0.1
stra.5371,0.4,0.01,0.4,0.2
stra.5372,0.4,0.01,0.4,0.3
stra.5373,0.4,0.01,0.4,0.4
stra.5374,0.4,0.01,0.4,0.5
stra.5375,0.4,0.01,0.4,0.6
stra.5376,0.4,0.01,0.4,0.7
stra.5377,0.4,0.01,0.4,0.8
stra.5378,0.4,0.01,0.4,0.9
stra.5379,0.4,0.01,0.4,0.99
stra.5380,0.4,0.01,0.5,0.01
stra.5381,0.4,0.01,0.5,0.1
stra.5382,0.4,0.01,0.5,0.2
stra.5383,0.4,0.01,0.5,0.3
stra.5384,0.4,0.01,0.5,0.4
stra.5385,0.4,0.01,0.5,0.5
stra.5386,0.4,0.01,0.5,0.6
stra.5387,0.4,0.01,0.5,0.7
stra.5388,0.4,0.01,0.5,0.8
stra.5389,0.4,0.01,0.5,0.9
stra.5390,0.4,0.01,0.5,0.99
stra.5391,0.4,0.01,0.6,0.01
stra.5392,0.4,0.01,0.6,0.1
stra.5393,0.4,0.01,0.6,0.2
stra.5394,0.4,0.01,0.6,0.3
stra.5395,0.4,0.01,0.6,0.4
stra.5396,0.4,0.01,0.6,0.5
stra.5397,0.4,0.01,0.6,0.6
