Strategy_Type,p1,p2,p3,p4
stra.10962,0.8,0.2,0.6,0.5
stra.10963,0.8,0.2,0.6,0.6
stra.10964,0.8,0.2,0.6,0.7
stra.10965,0.8,0.2,0.6,0.8
stra.10966,0.8,0.2,0.6,0.9
stra.10967,0.8,0.2,0.6,0.99
stra.10968,0.8,0.2,0.7,0.01
stra.10969,0.8,0.2,0.7,0.1
stra.10970,0.8,0.2,0.7,0.2
stra.10971,0.8,0.2,0.7,0.3
stra.10972,0.8,0.2,0.7,0.4
stra.10973,0.8,0.2,0.7,0.5
stra.10974,0.8,0.2,0.7,0.6
stra.10975,0.8,0.2,0.7,0.7
stra.10976,0.8,0.2,0.7,0.8
stra.10977,0.8,0.2,0.7,0.9
stra.10978,0.8,0.2,0.7,0.99
stra.10979,0.8,0.2,0.8,0.01
stra.10980,0.8,0.2,0.8,0.1
stra.10981,0.8,0.2,0.8,0.2
stra.10982,0.8,0.2,0.8,0.3
stra.10983,0.8,0.2,0.8,0.4
stra.10984,0.8,0.2,0.8,0.5
stra.10985,0.8,0.2,0.8,0.6
stra.10986,0.8,0.2,0.8,0.7
stra.10987,0.8,0.2,0.8,0.8
stra.10988,0.8,0.2,0.8,0.9
stra.10989,0.8,0.2,0.8,0.99
stra.10990,0.8,0.2,0.9,0.01
stra.10991,0.8,0.2,0.9,0.1
stra.10992,0.8,0.2,0.9,0.2
stra.10993,0.8,0.2,0.9,0.3
stra.10994,0.8,0.2,0.9,0.4
stra.10995,0.8,0.2,0.9,0.5
stra.10996,0.8,0.2,0.9,0.6
stra.10997,0.8,0.2,0.9,0.7
stra.10998,0.8,0.2,0.9,0.8
stra.10999,0.8,0.2,0.9,0.9
stra.11000,0.8,0.2,0.9,0.99
stra.11001,0.8,0.2,0.99,0.01
stra.11002,0.8,0.2,0.99,0.1
stra.11003,0.8,0.2,0.99,0.2
stra.11004,0.8,0.2,0.99,0.3
stra.11005,0.8,0.2,0.99,0.4
stra.11006,0.8,0.2,0.99,0.5
stra.11007,0.8,0.2,0.99,0.6
stra.11008,0.8,0.2,0.99,0.7
stra.11009,0.8,0.2,0.99,0.8
stra.11010,0.8,0.2,0.99,0.9
stra.11011,0.8,0.2,0.99,0.99
stra.11012,0.8,0.3,0.01,0.01
stra.11013,0.8,0.3,0.01,0.1
stra.11014,0.8,0.3,0.01,0.2
stra.11015,0.8,0.3,0.01,0.3
stra.11016,0.8,0.3,0.01,0.4
stra.11017,0.8,0.3,0.01,0.5
stra.11018,0.8,0.3,0.01,0.6
stra.11019,0.8,0.3,0.01,0.7
stra.11020,0.8,0.3,0.01,0.8
stra.11021,0.8,0.3,0.01,0.9
stra.11022,0.8,0.3,0.01,0.99
stra.11023,0.8,0.3,0.1,0.01
stra.11024,0.8,0.3,0.1,0.1
stra.11025,0.8,0.3,0.1,0.2
stra.11026,0.8,0.3,0.1,0.3
stra.11027,0.8,0.3,0.1,0.4
stra.11028,0.8,0.3,0.1,0.5
stra.11029,0.8,0.3,0.1,0.6
stra.11030,0.8,0.3,0.1,0.7
stra.11031,0.8,0.3,0.1,0.8
stra.11032,0.8,0.3,0.1,0.9
stra.11033,0.8,0.3,0.1,0.99
stra.11034,0.8,0.3,0.2,0.01
stra.11035,0.8,0.3,0.2,0.1
stra.11036,0.8,0.3,0.2,0.2
stra.11037,0.8,0.3,0.2,0.3
stra.11038,0.8,0.3,0.2,0.4
stra.11039,0.8,0.3,0.2,0.5
stra.11040,0.8,0.3,0.2,0.6
stra.11041,0.8,0.3,0.2,0.7
stra.11042,0.8,0.3,0.2,0.8
stra.11043,0.8,0.3,0.2,0.9
stra.11044,0.8,0.3,0.2,0.99
stra.11045,0.8,0.3,0.3,0.01
stra.11046,0.8,0.3,0.3,0.1
stra.11047,0.8,0.3,0.3,0.2
stra.11048,0.8,0.3,0.3,0.3
stra.11049,0.8,0.3,0.3,0.4
stra.11050,0.8,0.3,0.3,0.5
stra.11051,0.8,0.3,0.3,0.6
stra.11052,0.8,0.3,0.3,0.7
stra.11053,0.8,0.3,0.3,0.8
stra.11054,0.8,0.3,0.3,0.9
stra.11055,0.8,0.3,0.3,0.99
stra.11056,0.8,0.3,0.4,0.01
stra.11057,0.8,0.3,0.4,0.1
stra.11058,0.8,0.3,0.4,0.2
stra.11059,0.8,0.3,0.4,0.3
stra.11060,0.8,0.3,0.4,0.4
stra.11061,0.8,0.3,0.4,0.5
stra.11062,0.8,0.3,0.4,0.6
stra.11063,0.8,0.3,0.4,0.7
stra.11064,0.8,0.3,0.4,0.8
stra.11065,0.8,0.3,0.4,0.9
stra.11066,0.8,0.3,0.4,0.99
stra.11067,0.8,0.3,0.5,0.01
stra.11068,0.8,0.3,0.5,0.1
stra.11069,0.8,0.3,0.5,0.2
stra.11070,0.8,0.3,0.5,0.3
stra.11071,0.8,0.3,0.5,0.4
stra.11072,0.8,0.3,0.5,0.5
stra.11073,0.8,0.3,0.5,0.6
stra.11074,0.8,0.3,0.5,0.7
stra.11075,0.8,0.3,0.5,0.8
stra.11076,0.8,0.3,0.5,0.9
stra.11077,0.8,0.3,0.5,0.99
stra.11078,0.8,0.3,0.6,0.01
stra.11079,0.8,0.3,0.6,0.1
stra.11080,0.8,0.3,0.6,0.2
stra.11081,0.8,0.3,0.6,0.3
stra.11082,0.8,0.3,0.6,0.4
stra.11083,0.8,0.3,0.6,0.5
stra.11084,0.8,0.3,0.6,0.6
stra.11085,0.8,0.3,0.6,0.7
stra.11086,0.8,0.3,0.6,0.8
stra.11087,0.8,0.3,0.6,0.9
stra.11088,0.8,0.3,0.6,0.99
stra.11089,0.8,0.3,0.7,0.01
stra.11090,0.8,0.3,0.7,0.1
stra.11091,0.8,0.3,0.7,0.2
stra.11092,0.8,0.3,0.7,0.3
stra.11093,0.8,0.3,0.7,0.4
stra.11094,0.8,0.3,0.7,0.5
stra.11095,0.8,0.3,0.7,0.6
stra.11096,0.8,0.3,0.7,0.7
stra.11097,0.8,0.3,0.7,0.8
stra.11098,0.8,0.3,0.7,0.9
stra.11099,0.8,0.3,0.7,0.99
stra.11100,0.8,0.3,0.8,0.01
stra.11101,0.8,0.3,0.8,0.1
stra.11102,0.8,0.3,0.8,0.2
stra.11103,0.8,0.3,0.8,0.3
stra.11104,0.8,0.3,0.8,0.4
stra.11105,0.8,0.3,0.8,0.5
stra.11106,0.8,0.3,0.8,0.6
stra.11107,0.8,0.3,0.8,0.7
stra.11108,0.8,0.3,0.8,0.8
stra.11109,0.8,0.3,0.8,0.9
stra.11110,0.8,0.3,0.8,0.99
stra.11111,0.8,0.3,0.9,0.01
stra.11112,0.8,0.3,0.9,0.1
stra.11113,0.8,0.3,0.9,0.2
stra.11114,0.8,0.3,0.9,0.3
stra.11115,0.8,0.3,0.9,0.4
stra.11116,0.8,0.3,0.9,0.5
stra.11117,0.8,0.3,0.9,0.6
stra.11118,0.8,0.3,0.9,0.7
stra.11119,0.8,0.3,0.9,0.8
stra.11120,0.8,0.3,0.9,0.9
stra.11121,0.8,0.3,0.9,0.99
stra.11122,0.8,0.3,0.99,0.01
stra.11123,0.8,0.3,0.99,0.1
stra.11124,0.8,0.3,0.99,0.2
stra.11125,0.8,0.3,0.99,0.3
stra.11126,0.8,0.3,0.99,0.4
stra.11127,0.8,0.3,0.99,0.5
stra.11128,0.8,0.3,0.99,0.6
stra.11129,0.8,0.3,0.99,0.7
stra.11130,0.8,0.3,0.99,0.8
stra.11131,0.8,0.3,0.99,0.9
stra.11132,0.8,0.3,0.99,0.99
stra.11133,0.8,0.4,0.01,0.01
stra.11134,0.8,0.4,0.01,0.1
stra.11135,0.8,0.4,0.01,0.2
stra.11136,0.8,0.4,0.01,0.3
stra.11137,0.8,0.4,0.01,0.4
stra.11138,0.8,0.4,0.01,0.5
stra.11139,0.8,0.4,0.01,0.6
stra.11140,0.8,0.4,0.01,0.7
stra.11141,0.8,0.4,0.01,0.8
stra.11142,0.8,0.4,0.01,0.9
stra.11143,0.8,0.4,0.01,0.99
stra.11144,0.8,0.4,0.1,0.01
stra.11145,0.8,0.4,0.1,0.1
stra.11146,0.8,0.4,0.1,0.2
stra.11147,0.8,0.4,0.1,0.3
stra.11148,0.8,0.4,0.1,0.4
stra.11149,0.8,0.4,0.1,0.5
stra.11150,0.8,0.4,0.1,0.6
stra.11151,0.8,0.4,0.1,0.7
stra.11152,0.8,0.4,0.1,0.8
stra.11153,0.8,0.4,0.1,0.9
stra.11154,0.8,0.4,0.1,0.99
stra.11155,0.8,0.4,0.2,0.01
stra.11156,0.8,0.4,0.2,0.1
stra.11157,0.8,0.4,0.2,0.2
stra.11158,0.8,0.4,0.2,0.3
stra.11159,0.8,0.4,0.2,0.4
stra.11160,0.8,0.4,0.2,0.5
stra.11161,0.8,0.4,0.2,0.6
stra.11162,0.8,0.4,0.2,0.7
stra.11163,0.8,0.4,0.2,0.8
stra.11164,0.8,0.4,0.2,0.9
stra.11165,0.8,0.4,0.2,0.99
stra.11166,0.8,0.4,0.3,0.01
stra.11167,0.8,0.4,0.3,0.1
stra.11168,0.8,0.4,0.3,0.2
stra.11169,0.8,0.4,0.3,0.3
stra.11170,0.8,0.4,0.3,0.4
stra.11171,0.8,0.4,0.3,0.5
stra.11172,0.8,0.4,0.3,0.6
stra.11173,0.8,0.4,0.3,0.7
stra.11174,0.8,0.4,0.3,0.8
stra.11175,0.8,0.4,0.3,0.9
stra.11176,0.8,0.4,0.3,0.99
stra.11177,0.8,0.4,0.4,0.01
stra.11178,0.8,0.4,0.4,0.1
stra.11179,0.8,0.4,0.4,0.2
stra.11180,0.8,0.4,0.4,0.3
stra.11181,0.8,0.4,0.4,0.4
stra.11182,0.8,0.4,0.4,0.5
stra.11183,0.8,0.4,0.4,0.6
stra.11184,0.8,0.4,0.4,0.7
stra.11185,0.8,0.4,0.4,0.8
stra.11186,0.8,0.4,0.4,0.9
stra.11187,0.8,0.4,0.4,0.99
stra.11188,0.8,0.4,0.5,0.01
stra.11189,0.8,0.4,0.5,0.1
stra.11190,0.8,0.4,0.5,0.2
stra.11191,0.8,0.4,0.5,0.3
stra.11192,0.8,0.4,0.5,0.4
stra.11193,0.8,0.4,0.5,0.5
stra.11194,0.8,0.4,0.5,0.6
stra.11195,0.8,0.4,0.5,0.7
stra.11196,0.8,0.4,0.5,0.8
stra.11197,0.8,0.4,0.5,0.9
stra.11198,0.8,0.4,0.5,0.99
stra.11199,0.8,0.4,0.6,0.01
stra.11200,0.8,0.4,0.6,0.1
stra.11201,0.8,0.4,0.6,0.2
stra.11202,0.8,0.4,0.6,0.3
stra.11203,0.8,0.4,0.6,0.4
stra.11204,0.8,0.4,0.6,0.5
stra.11205,0.8,0.4,0.6,0.6
stra.11206,0.8,0.4,0.6,0.7
stra.11207,0.8,0.4,0.6,0.8
stra.11208,0.8,0.4,0.6,0.9
stra.11209,0.8,0.4,0.6,0.99
stra.11210,0.8,0.4,0.7,0.01
stra.11211,0.8,0.4,0.7,0.1
stra.11212,0.8,0.4,0.7,0.2
stra.11213,0.8,0.4,0.7,0.3
stra.11214,0.8,0.4,0.7,0.4
stra.11215,0.8,0.4,0.7,0.5
stra.11216,0.8,0.4,0.7,0.6
stra.11217,0.8,0.4,0.7,0.7
stra.11218,0.8,0.4,0.7,0.8
stra.11219,0.8,0.4,0.7,0.9
stra.11220,0.8,0.4,0.7,0.99
stra.11221,0.8,0.4,0.8,0.01
stra.11222,0.8,0.4,0.8,0.1
stra.11223,0.8,0.4,0.8,0.2
stra.11224,0.8,0.4,0.8,0.3
stra.11225,0.8,0.4,0.8,0.4
stra.11226,0.8,0.4,0.8,0.5
stra.11227,0.8,0.4,0.8,0.6
stra.11228,0.8,0.4,0.8,0.7
stra.11229,0.8,0.4,0.8,0.8
stra.11230,0.8,0.4,0.8,0.9
stra.11231,0.8,0.4,0.8,0.99
stra.11232,0.8,0.4,0.9,0.01
stra.11233,0.8,0.4,0.9,0.1
stra.11234,0.8,0.4,0.9,0.2
stra.11235,0.8,0.4,0.9,0.3
stra.11236,0.8,0.4,0.9,0.4
stra.11237,0.8,0.4,0.9,0.5
stra.11238,0.8,0.4,0.9,0.6
stra.11239,0.8,0.4,0.9,0.7
stra.11240,0.8,0.4,0.9,0.8
stra.11241,0.8,0.4,0.9,0.9
stra.11242,0.8,0.4,0.9,0.99
stra.11243,0.8,0.4,0.99,0.01
stra.11244,0.8,0.4,0.99,0.1
stra.11245,0.8,0.4,0.99,0.2
stra.11246,0.8,0.4,0.99,0.3
stra.11247,0.8,0.4,0.99,0.4
stra.11248,0.8,0.4,0.99,0.5
stra.11249,0.8,0.4,0.99,0.6
stra.11250,0.8,0.4,0.99,0.7
stra.11251,0.8,0.4,0.99,0.8
stra.11252,0.8,0.4,0.99,0.9
stra.11253,0.8,0.4,0.99,0.99
stra.11254,0.8,0.5,0.01,0.01
stra.11255,0.8,0.5,0.01,0.1
stra.11256,0.8,0.5,0.01,0.2
stra.11257,0.8,0.5,0.01,0.3
stra.11258,0.8,0.5,0.01,0.4
stra.11259,0.8,0.5,0.01,0.5
stra.11260,0.8,0.5,0.01,0.6
stra.11261,0.8,0.5,0.01,0.7
stra.11262,0.8,0.5,0.01,0.8
stra.11263,0.8,0.5,0.01,0.9
stra.11264,0.8,0.5,0.01,0.99
stra.11265,0.8,0.5,0.1,0.01
stra.11266,0.8,0.5,0.1,0.1
stra.11267,0.8,0.5,0.1,0.2
stra.11268,0.8,0.5,0.1,0.3
stra.11269,0.8,0.5,0.1,0.4
stra.11270,0.8,0.5,0.1,0.5
stra.11271,0.8,0.5,0.1,0.6
stra.11272,0.8,0.5,0.1,0.7
stra.11273,0.8,0.5,0.1,0.8
stra.11274,0.8,0.5,0.1,0.9
stra.11275,0.8,0.5,0.1,0.99
stra.11276,0.8,0.5,0.2,0.01
stra.11277,0.8,0.5,0.2,0.1
stra.11278,0.8,0.5,0.2,0.2
stra.11279,0.8,0.5,0.2,0.3
stra.11280,0.8,0.5,0.2,0.4
stra.11281,0.8,0.5,0.2,0.5
stra.11282,0.8,0.5,0.2,0.6
stra.11283,0.8,0.5,0.2,0.7
stra.11284,0.8,0.5,0.2,0.8
stra.11285,0.8,0.5,0.2,0.9
stra.11286,0.8,0.5,0.2,0.99
stra.11287,0.8,0.5,0.3,0.01
stra.11288,0.8,0.5,0.3,0.1
stra.11289,0.8,0.5,0.3,0.2
stra.11290,0.8,0.5,0.3,0.3
stra.11291,0.8,0.5,0.3,0.4
stra.11292,0.8,0.5,0.3,0.5
stra.11293,0.8,0.5,0.3,0.6
stra.11294,0.8,0.5,0.3,0.7
stra.11295,0.8,0.5,0.3,0.8
stra.11296,0.8,0.5,0.3,0.9
stra.11297,0.8,0.5,0.3,0.99
stra.11298,0.8,0.5,0.4,0.01
stra.11299,0.8,0.5,0.4,0.1
stra.11300,0.8,0.5,0.4,0.2
stra.11301,0.8,0.5,0.4,0.3
stra.11302,0.8,0.5,0.4,0.4
stra.11303,0.8,0.5,0.4,0.5
stra.11304,0.8,0.5,0.4,0.6
stra.11305,0.8,0.5,0.4,0.7
stra.11306,0.8,0.5,0.4,0.8
stra.11307,0.8,0.5,0.4,0.9
stra.11308,0.8,0.5,0.4,0.99
stra.11309,0.8,0.5,0.5,0.01
stra.11310,0.8,0.5,0.5,0.1
stra.11311,0.8,0.5,0.5,0.2
stra.11312,0.8,0.5,0.5,0.3
stra.11313,0.8,0.5,0.5,0.4
stra.11314,0.8,0.5,0.5,0.5
stra.11315,0.8,0.5,0.5,0.6
stra.11316,0.8,0.5,0.5,0.7
stra.11317,0.8,0.5,0.5,0.8
stra.11318,0.8,0.5,0.5,0.9
stra.11319,0.8,0.5,0.5,0.99
stra.11320,0.8,0.5,0.6,0.01
stra.11321,0.8,0.5,0.6,0.1
stra.11322,0.8,0.5,0.6,0.2
stra.11323,0.8,0.5,0.6,0.3
stra.11324,0.8,0.5,0.6,0.4
stra.11325,0.8,0.5,0.6,0.5
stra.11326,0.8,0.5,0.6,0.6
stra.11327,0.8,0.5,0.6,0.7
stra.11328,0.8,0.5,0.6,0.8
stra.11329,0.8,0.5,0.6,0.9
stra.11330,0.8,0.5,0.6,0.99
stra.11331,0.8,0.5,0.7,0.01
stra.11332,0.8,0.5,0.7,0.1
stra.11333,0.8,0.5,0.7,0.2
stra.11334,0.8,0.5,0.7,0.3
stra.11335,0.8,0.5,0.7,0.4
stra.11336,0.8,0.5,0.7,0.5
stra.11337,0.8,0.5,0.7,0.6
stra.11338,0.8,0.5,0.7,0.7
stra.11339,0.8,0.5,0.7,0.8
stra.11340,0.8,0.5,0.7,0.9
stra.11341,0.8,0.5,0.7,0.99
stra.11342,0.8,0.5,0.8,0.01
stra.11343,0.8,0.5,0.8,0.1
stra.11344,0.8,0.5,0.8,0.2
stra.11345,0.8,0.5,0.8,0.3
stra.11346,0.8,0.5,0.8,0.4
stra.11347,0.8,0.5,0.8,0.5
stra.11348,0.8,0.5,0.8,0.6
stra.11349,0.8,0.5,0.8,0.7
stra.11350,0.8,0.5,0.8,0.8
stra.11351,0.8,0.5,0.8,0.9
stra.11352,0.8,0.5,0.8,0.99
stra.11353,0.8,0.5,0.9,0.01
stra.11354,0.8,0.5,0.9,0.1
stra.11355,0.8,0.5,0.9,0.2
stra.11356,0.8,0.5,0.9,0.3
stra.11357,0.8,0.5,0.9,0.4
stra.11358,0.8,0.5,0.9,0.5
stra.11359,0.8,0.5,0.9,0.6
stra.11360,0.8,0.5,0.9,0.7
stra.11361,0.8,0.5,0.9,0.8
stra.11362,0.8,0.5,0.9,0.9
stra.11363,0.8,0.5,0.9,0.99
stra.11364,0.8,0.5,0.99,0.01
stra.11365,0.8,0.5,0.99,0.1
stra.11366,0.8,0.5,0.99,0.2
stra.11367,0.8,0.5,0.99,0.3
stra.11368,0.8,0.5,0.99,0.4
stra.11369,0.8,0.5,0.99,0.5
stra.11370,0.8,0.5,0.99,0.6
stra.11371,0.8,0.5,0.99,0.7
stra.11372,0.8,0.5,0.99,0.8
stra.11373,0.8,0.5,0.99,0.9
stra.11374,0.8,0.5,0.99,0.99
stra.11375,0.8,0.6,0.01,0.01
stra.11376,0.8,0.6,0.01,0.1
stra.11377,0.8,0.6,0.01,0.2
stra.11378,0.8,0.6,0.01,0.3
stra.11379,0.8,0.6,0.01,0.4
stra.11380,0.8,0.6,0.01,0.5
stra.11381,0.8,0.6,0.01,0.6
stra.11382,0.8,0.6,0.01,0.7
stra.11383,0.8,0.6,0.01,0.8
stra.11384,0.8,0.6,0.01,0.9
stra.11385,0.8,0.6,0.01,0.99
stra.11386,0.8,0.6,0.1,0.01
stra.11387,0.8,0.6,0.1,0.1
stra.11388,0.8,0.6,0.1,0.2
stra.11389,0.8,0.6,0.1,0.3
stra.11390,0.8,0.6,0.1,0.4
stra.11391,0.8,0.6,0.1,0.5
stra.11392,0.8,0.6,0.1,0.6
stra.11393,0.8,0.6,0.1,0.7
stra.11394,0.8,0.6,0.1,0.8
stra.11395,0.8,0.6,0.1,0.9
stra.11396,0.8,0.6,0.1,0.99
stra.11397,0.8,0.6,0.2,0.01
stra.11398,0.8,0.6,0.2,0.1
stra.11399,0.8,0.6,0.2,0.2
stra.11400,0.8,0.6,0.2,0.3
stra.11401,0.8,0.6,0.2,0.4
stra.11402,0.8,0.6,0.2,0.5
stra.11403,0.8,0.6,0.2,0.6
stra.11404,0.8,0.6,0.2,0.7
stra.11405,0.8,0.6,0.2,0.8
stra.11406,0.8,0.6,0.2,0.9
stra.11407,0.8,0.6,0.2,0.99
stra.11408,0.8,0.6,0.3,0.01
stra.11409,0.8,0.6,0.3,0.1
stra.11410,0.8,0.6,0.3,0.2
stra.11411,0.8,0.6,0.3,0.3
stra.11412,0.8,0.6,0.3,0.4
stra.11413,0.8,0.6,0.3,0.5
stra.11414,0.8,0.6,0.3,0.6
stra.11415,0.8,0.6,0.3,0.7
stra.11416,0.8,0.6,0.3,0.8
stra.11417,0.8,0.6,0.3,0.9
stra.11418,0.8,0.6,0.3,0.99
stra.11419,0.8,0.6,0.4,0.01
stra.11420,0.8,0.6,0.4,0.1
stra.11421,0.8,0.6,0.4,0.2
stra.11422,0.8,0.6,0.4,0.3
stra.11423,0.8,0.6,0.4,0.4
stra.11424,0.8,0.6,0.4,0.5
stra.11425,0.8,0.6,0.4,0.6
stra.11426,0.8,0.6,0.4,0.7
stra.11427,0.8,0.6,0.4,0.8
stra.11428,0.8,0.6,0.4,0.9
stra.11429,0.8,0.6,0.4,0.99
stra.11430,0.8,0.6,0.5,0.01
stra.11431,0.8,0.6,0.5,0.1
stra.11432,0.8,0.6,0.5,0.2
stra.11433,0.8,0.6,0.5,0.3
stra.11434,0.8,0.6,0.5,0.4
stra.11435,0.8,0.6,0.5,0.5
stra.11436,0.8,0.6,0.5,0.6
stra.11437,0.8,0.6,0.5,0.7
stra.11438,0.8,0.6,0.5,0.8
stra.11439,0.8,0.6,0.5,0.9
stra.11440,0.8,0.6,0.5,0.99
stra.11441,0.8,0.6,0.6,0.01
stra.11442,0.8,0.6,0.6,0.1
stra.11443,0.8,0.6,0.6,0.2
stra.11444,0.8,0.6,0.6,0.3
stra.11445,0.8,0.6,0.6,0.4
stra.11446,0.8,0.6,0.6,0.5
stra.11447,0.8,0.6,0.6,0.6
stra.11448,0.8,0.6,0.6,0.7
stra.11449,0.8,0.6,0.6,0.8
stra.11450,0.8,0.6,0.6,0.9
stra.11451,0.8,0.6,0.6,0.99
stra.11452,0.8,0.6,0.7,0.01
stra.11453,0.8,0.6,0.7,0.1
stra.11454,0.8,0.6,0.7,0.2
stra.11455,0.8,0.6,0.7,0.3
stra.11456,0.8,0.6,0.7,0.4
stra.11457,0.8,0.6,0.7,0.5
stra.11458,0.8,0.6,0.7,0.6
stra.11459,0.8,0.6,0.7,0.7
stra.11460,0.8,0.6,0.7,0.8
stra.11461,0.8,0.6,0.7,0.9
stra.11462,0.8,0.6,0.7,0.99
stra.11463,0.8,0.6,0.8,0.01
stra.11464,0.8,0.6,0.8,0.1
stra.11465,0.8,0.6,0.8,0.2
stra.11466,0.8,0.6,0.8,0.3
stra.11467,0.8,0.6,0.8,0.4
stra.11468,0.8,0.6,0.8,0.5
stra.11469,0.8,0.6,0.8,0.6
stra.11470,0.8,0.6,0.8,0.7
stra.11471,0.8,0.6,0.8,0.8
stra.11472,0.8,0.6,0.8,0.9
stra.11473,0.8,0.6,0.8,0.99
stra.11474,0.8,0.6,0.9,0.01
stra.11475,0.8,0.6,0.9,0.1
stra.11476,0.8,0.6,0.9,0.2
stra.11477,0.8,0.6,0.9,0.3
stra.11478,0.8,0.6,0.9,0.4
stra.11479,0.8,0.6,0.9,0.5
stra.11480,0.8,0.6,0.9,0.6
stra.11481,0.8,0.6,0.9,0.7
stra.11482,0.8,0.6,0.9,0.8
stra.11483,0.8,0.6,0.9,0.9
stra.11484,0.8,0.6,0.9,0.99
stra.11485,0.8,0.6,0.99,0.01
stra.11486,0.8,0.6,0.99,0.1
stra.11487,0.8,0.6,0.99,0.2
stra.11488,0.8,0.6,0.99,0.3
stra.11489,0.8,0.6,0.99,0.4
stra.11490,0.8,0.6,0.99,0.5
stra.11491,0.8,0.6,0.99,0.6
stra.11492,0.8,0.6,0.99,0.7
stra.11493,0.8,0.6,0.99,0.8
stra.11494,0.8,0.6,0.99,0.9
stra.11495,0.8,0.6,0.99,0.99
stra.11496,0.8,0.7,0.01,0.01
stra.11497,0.8,0.7,0.01,0.1
stra.11498,0.8,0.7,0.01,0.2
stra.11499,0.8,0.7,0.01,0.3
stra.11500,0.8,0.7,0.01,0.4
stra.11501,0.8,0.7,0.01,0.5
stra.11502,0.8,0.7,0.01,0.6
stra.11503,0.8,0.7,0.01,0.7
stra.11504,0.8,0.7,0.01,0.8
stra.11505,0.8,0.7,0.01,0.9
stra.11506,0.8,0.7,0.01,0.99
stra.11507,0.8,0.7,0.1,0.01
stra.11508,0.8,0.7,0.1,0.1
stra.11509,0.8,0.7,0.1,0.2
stra.11510,0.8,0.7,0.1,0.3
stra.11511,0.8,0.7,0.1,0.4
stra.11512,0.8,0.7,0.1,0.5
stra.11513,0.8,0.7,0.1,0.6
stra.11514,0.8,0.7,0.1,0.7
stra.11515,0.8,0.7,0.1,0.8
stra.11516,0.8,0.7,0.1,0.9
stra.11517,0.8,0.7,0.1,0.99
stra.11518,0.8,0.7,0.2,0.01
stra.11519,0.8,0.7,0.2,0.1
stra.11520,0.8,0.7,0.2,0.2
stra.11521,0.8,0.7,0.2,0.3
stra.11522,0.8,0.7,0.2,0.4
stra.11523,0.8,0.7,0.2,0.5
stra.11524,0.8,0.7,0.2,0.6
stra.11525,0.8,0.7,0.2,0.7
stra.11526,0.8,0.7,0.2,0.8
stra.11527,0.8,0.7,0.2,0.9
stra.11528,0.8,0.7,0.2,0.99
stra.11529,0.8,0.7,0.3,0.01
stra.11530,0.8,0.7,0.3,0.1
stra.11531,0.8,0.7,0.3,0.2
stra.11532,0.8,0.7,0.3,0.3
stra.11533,0.8,0.7,0.3,0.4
stra.11534,0.8,0.7,0.3,0.5
stra.11535,0.8,0.7,0.3,0.6
stra.11536,0.8,0.7,0.3,0.7
stra.11537,0.8,0.7,0.3,0.8
stra.11538,0.8,0.7,0.3,0.9
stra.11539,0.8,0.7,0.3,0.99
stra.11540,0.8,0.7,0.4,0.01
stra.11541,0.8,0.7,0.4,0.1
stra.11542,0.8,0.7,0.4,0.2
stra.11543,0.8,0.7,0.4,0.3
stra.11544,0.8,0.7,0.4,0.4
stra.11545,0.8,0.7,0.4,0.5
stra.11546,0.8,0.7,0.4,0.6
stra.11547,0.8,0.7,0.4,0.7
stra.11548,0.8,0.7,0.4,0.8
stra.11549,0.8,0.7,0.4,0.9
stra.11550,0.8,0.7,0.4,0.99
stra.11551,0.8,0.7,0.5,0.01
stra.11552,0.8,0.7,0.5,0.1
stra.11553,0.8,0.7,0.5,0.2
stra.11554,0.8,0.7,0.5,0.3
stra.11555,0.8,0.7,0.5,0.4
stra.11556,0.8,0.7,0.5,0.5
stra.11557,0.8,0.7,0.5,0.6
stra.11558,0.8,0.7,0.5,0.7
stra.11559,0.8,0.7,0.5,0.8
stra.11560,0.8,0.7,0.5,0.9
stra.11561,0.8,0.7,0.5,0.99
stra.11562,0.8,0.7,0.6,0.01
stra.11563,0.8,0.7,0.6,0.1
stra.11564,0.8,0.7,0.6,0.2
stra.11565,0.8,0.7,0.6,0.3
stra.11566,0.8,0.7,0.6,0.4
stra.11567,0.8,0.7,0.6,0.5
stra.11568,0.8,0.7,0.6,0.6
stra.11569,0.8,0.7,0.6,0.7
stra.11570,0.8,0.7,0.6,0.8
stra.11571,0.8,0.7,0.6,0.9
stra.11572,0.8,0.7,0.6,0.99
stra.11573,0.8,0.7,0.7,0.01
stra.11574,0.8,0.7,0.7,0.1
stra.11575,0.8,0.7,0.7,0.2
stra.11576,0.8,0.7,0.7,0.3
stra.11577,0.8,0.7,0.7,0.4
stra.11578,0.8,0.7,0.7,0.5
stra.11579,0.8,0.7,0.7,0.6
stra.11580,0.8,0.7,0.7,0.7
stra.11581,0.8,0.7,0.7,0.8
stra.11582,0.8,0.7,0.7,0.9
stra.11583,0.8,0.7,0.7,0.99
stra.11584,0.8,0.7,0.8,0.01
stra.11585,0.8,0.7,0.8,0.1
stra.11586,0.8,0.7,0.8,0.2
stra.11587,0.8,0.7,0.8,0.3
stra.11588,0.8,0.7,0.8,0.4
stra.11589,0.8,0.7,0.8,0.5
stra.11590,0.8,0.7,0.8,0.6
stra.11591,0.8,0.7,0.8,0.7
stra.11592,0.8,0.7,0.8,0.8
stra.11593,0.8,0.7,0.8,0.9
stra.11594,0.8,0.7,0.8,0.99
stra.11595,0.8,0.7,0.9,0.01
stra.11596,0.8,0.7,0.9,0.1
